candidate_id,source_id,source_url,source_sha256,archive_date,page_start,page_end,item_number,item_text,date,document_vote_date,license_number,license_num,normalized_license_num,outcome,disposition,outcome_text,board_granted_application,decision_bearing,completed_sale_verified,ambiguity_notes,review_status,event_id,event_type,action_subtype,transferor,transferor_dba,transferee,transferee_dba,from_address,to_address,pledge_recipient,parties,licensee,licensee_dba,collateral_as_stated
BLB-2021-07-01-c021,BLB-2021-07-01,https://www.boston.gov/sites/default/files/file/2021/07/Board%20Voting%20Agenda%207.1.21.pdf,defca947e89e320c7bd80858d24a5cf9c19cfa7bd30de18910ad80eea21abcfb,2021-07-01,5,6,13,"13. BOSTON PUBS, LLC
    Doing Business As: THE GINGER MAN
    148 STATE ST
    BOSTON, MA 02109

    License #: LB-98913
    Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to
    transfer the license and the location from the above – To: BarVolpe, LLC d/b/a Bar Volpe
    170 West Broadway, Boston, MA 02127. The premises consist of a one level with booths
    and dining tables along the South wall and a central bar area with combined seating
    capacity of 142. There will be no outdoor seating. Total Square footage of the space is
    approx. 5,200 sqft. Karen Akunowicz, Manager. 2:00 AM Closing Hour.
    Attorney: Nicholas J. Zozula

   Granted",2021-07-01,2021-07-01,LB-98913,LB98913,LB98913,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-07-01-c021-transfer,license_transfer,transfer_application_disposition,"BOSTON PUBS, LLC",THE GINGER MAN,"BarVolpe, LLC",Bar Volpe,"148 STATE ST BOSTON, MA 02109","170 West Broadway, Boston, MA 02127",,"{""transferor"": ""BOSTON PUBS, LLC"", ""transferee"": ""BarVolpe, LLC""}",,,
BLB-2021-07-01-c023,BLB-2021-07-01,https://www.boston.gov/sites/default/files/file/2021/07/Board%20Voting%20Agenda%207.1.21.pdf,defca947e89e320c7bd80858d24a5cf9c19cfa7bd30de18910ad80eea21abcfb,2021-07-01,6,6,15,"15. Ko Catering and Pies, LLC
    Doing business as: KO CATERING AND PIES
    256 Marginal St., East Boston, MA 02128
    License #: LB-99671
    Holder of a Common Victualler 7 Day Wines and Malt Beverages License has petitioned
    to transfer the license from the above – To: Gogle Mogle LLC d/b/a SeaBiscuit (at the
    same location). Andrew Platt, Manager. 11:00PM Closing Hour.
    Attorney: Joseph Hanley

   Granted",2021-07-01,2021-07-01,LB-99671,LB99671,LB99671,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-07-01-c023-transfer,license_transfer,transfer_application_disposition,"Ko Catering and Pies, LLC",KO CATERING AND PIES,Gogle Mogle LLC,SeaBiscuit,"256 Marginal St., East Boston, MA 02128","256 Marginal St., East Boston, MA 02128",,"{""transferor"": ""Ko Catering and Pies, LLC"", ""transferee"": ""Gogle Mogle LLC""}",,,
BLB-2021-07-29-c031,BLB-2021-07-29,https://www.boston.gov/sites/default/files/file/2021/08/Board%20Voting%20Agenda%207.29.21.pdf,24bae092aef1e8c6ed329d661ded082460e594b5d88ad480908a668063565ad3,2021-07-29,8,8,16,"16. Babbo Enoteca Fp, LLC
    Doing business as: BABBO PIZZERIA E ENOTECA
    11 Fan Pier Blvd., Boston, MA 02210
    License #: LB-99292
    Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to
    transfer the license from the above - To: 11 Fan Pier Restaurant, LLC d/b/a Serafina (at
    the same location). Seth Greenberg, Manager. 2:00 AM Closing Hour.
    Attorney: William G. Ferullo
   Granted",2021-07-29,2021-07-29,LB-99292,LB99292,LB99292,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-07-29-c031-transfer,license_transfer,transfer_application_disposition,"Babbo Enoteca Fp, LLC",BABBO PIZZERIA E ENOTECA,"11 Fan Pier Restaurant, LLC",Serafina,"11 Fan Pier Blvd., Boston, MA 02210","11 Fan Pier Blvd., Boston, MA 02210",,"{""transferor"": ""Babbo Enoteca Fp, LLC"", ""transferee"": ""11 Fan Pier Restaurant, LLC""}",,,
BLB-2021-07-29-c032,BLB-2021-07-29,https://www.boston.gov/sites/default/files/file/2021/08/Board%20Voting%20Agenda%207.29.21.pdf,24bae092aef1e8c6ed329d661ded082460e594b5d88ad480908a668063565ad3,2021-07-29,8,8,17,"17. Sullivan's Pub Of Charlestown, Inc.
    Doing business as: SULLIVAN'S PUB
    85 - 87 Main St., Charlestown, MA 02129
    License #: LB-99131
    Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to
    transfer the license from the above - To: Eighty Five Main Street LLC d/b/a Sullivan’s
    Public House (at the same location). Michael K. Lantagne, Manager. 1:00 AM Closing
    Hour.
    Attorney: Michael W. Ford
   Granted",2021-07-29,2021-07-29,LB-99131,LB99131,LB99131,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-07-29-c032-transfer,license_transfer,transfer_application_disposition,"Sullivan's Pub Of Charlestown, Inc.",SULLIVAN'S PUB,Eighty Five Main Street LLC,Sullivan’s Public House,"85 - 87 Main St., Charlestown, MA 02129","85 - 87 Main St., Charlestown, MA 02129",,"{""transferor"": ""Sullivan's Pub Of Charlestown, Inc."", ""transferee"": ""Eighty Five Main Street LLC""}",,,
BLB-2021-07-29-c033,BLB-2021-07-29,https://www.boston.gov/sites/default/files/file/2021/08/Board%20Voting%20Agenda%207.29.21.pdf,24bae092aef1e8c6ed329d661ded082460e594b5d88ad480908a668063565ad3,2021-07-29,8,8,18,"18. Canal Street Realty LLC
    166 Canal St., Boston, MA 02114
    License #: LB-98972
    Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to
    transfer the license from the above - To: Boston Garden Fours LLC d/b/a Scores (at the
    same location). Fred Starikov, Manager. 2:00 AM Closing Hour.
    Attorney: Michael W. Ford
   Granted",2021-07-29,2021-07-29,LB-98972,LB98972,LB98972,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-07-29-c033-transfer,license_transfer,transfer_application_disposition,Canal Street Realty LLC,,Boston Garden Fours LLC,Scores,"166 Canal St., Boston, MA 02114","166 Canal St., Boston, MA 02114",,"{""transferor"": ""Canal Street Realty LLC"", ""transferee"": ""Boston Garden Fours LLC""}",,,
BLB-2021-07-29-c034,BLB-2021-07-29,https://www.boston.gov/sites/default/files/file/2021/08/Board%20Voting%20Agenda%207.29.21.pdf,24bae092aef1e8c6ed329d661ded082460e594b5d88ad480908a668063565ad3,2021-07-29,8,9,19,"19. St Oriental Corporation
    Doing business as: NEW JUMBO SEAFOOD RESTAURANT
    5 - 9 Hudson St., Boston, MA 02111
    License #: LB-99592
    Holder of a Common Victualler 7 Day Wines and Malt Beverages License has petitioned
    to transfer the license and location from the above – To: Panda Hot Pot Chinatown, Inc.
    D/B/A Wei Shu Wu Hot Pot 19-19A, 21 and 23 Hudson Street Boston MA 02111. The
    premise consists of 3425 Sq. Ft. on the first floor with a dining room (seating capacity of

100) and kitchen. Feng Chen, Manager. 3:00 A.M. Closing Hour.
Attorney: Peter Lim
Granted - 2:00am closing; all alcohol sales cease at 1:00am",2021-07-29,2021-07-29,LB-99592,LB99592,LB99592,granted,granted,Granted - 2:00am closing; all alcohol sales cease at 1:00am,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-07-29-c034-transfer,license_transfer,transfer_application_disposition,St Oriental Corporation,NEW JUMBO SEAFOOD RESTAURANT,"Panda Hot Pot Chinatown, Inc.",Wei Shu Wu Hot Pot,"5 - 9 Hudson St., Boston, MA 02111","19-19A, 21 and 23 Hudson Street Boston MA 02111",,"{""transferor"": ""St Oriental Corporation"", ""transferee"": ""Panda Hot Pot Chinatown, Inc.""}",,,
BLB-2021-07-29-c035,BLB-2021-07-29,https://www.boston.gov/sites/default/files/file/2021/08/Board%20Voting%20Agenda%207.29.21.pdf,24bae092aef1e8c6ed329d661ded082460e594b5d88ad480908a668063565ad3,2021-07-29,9,9,20,"20. Trinh Enterprises, Inc.
Doing business as: OLD COLONY WINE & SPIRITS
259 Dorchester St., South Boston, MA 02127
License #: LB-101971
Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned to
transfer the license from the above - To: Sobo Wine Inc. dba Sobo Wine & Spirits (at the
same location). Arian Liton, Manager. Closing hour at 11:00 PM. Lastly, has petitioned to
pledge the license, inventory, and stock to East Cambridge Savings Bank.
Attorney: Nelson C. Chang
Granted",2021-07-29,2021-07-29,LB-101971,LB101971,LB101971,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-07-29-c035-transfer,license_transfer,transfer_application_disposition,"Trinh Enterprises, Inc.",OLD COLONY WINE & SPIRITS,Sobo Wine Inc.,Sobo Wine & Spirits,"259 Dorchester St., South Boston, MA 02127","259 Dorchester St., South Boston, MA 02127",,"{""transferor"": ""Trinh Enterprises, Inc."", ""transferee"": ""Sobo Wine Inc.""}",,,
BLB-2021-07-29-c035,BLB-2021-07-29,https://www.boston.gov/sites/default/files/file/2021/08/Board%20Voting%20Agenda%207.29.21.pdf,24bae092aef1e8c6ed329d661ded082460e594b5d88ad480908a668063565ad3,2021-07-29,9,9,20,"20. Trinh Enterprises, Inc.
Doing business as: OLD COLONY WINE & SPIRITS
259 Dorchester St., South Boston, MA 02127
License #: LB-101971
Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned to
transfer the license from the above - To: Sobo Wine Inc. dba Sobo Wine & Spirits (at the
same location). Arian Liton, Manager. Closing hour at 11:00 PM. Lastly, has petitioned to
pledge the license, inventory, and stock to East Cambridge Savings Bank.
Attorney: Nelson C. Chang
Granted",2021-07-29,2021-07-29,LB-101971,LB101971,LB101971,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-07-29-c035-pledge,license_pledge,pledge_application_disposition,,,,,"259 Dorchester St., South Boston, MA 02127",,East Cambridge Savings Bank,"{""licensee"": ""Sobo Wine Inc."", ""pledge_recipient"": ""East Cambridge Savings Bank""}",Sobo Wine Inc.,Sobo Wine & Spirits,"[""license"", ""stock"", ""inventory""]"
BLB-2021-07-29-c036,BLB-2021-07-29,https://www.boston.gov/sites/default/files/file/2021/08/Board%20Voting%20Agenda%207.29.21.pdf,24bae092aef1e8c6ed329d661ded082460e594b5d88ad480908a668063565ad3,2021-07-29,9,9,21,"21. Snp Restaurant Group, LLC
Doing business as: RED HAT CAFÉ
9 Bowdoin St., Boston, MA 02114
License #: LB-98924
Holder of a Common Victualler 7 Day All Alcoholic Beverages License has petitioned to
transfer the license from the above - To: Can’t Stop Won’t Stop d/b/a Red Hat Cafe (at
the same location). Jason Nicholson, Manager. 2:00 AM Closing Hour. Secondly, has
petitioned to Pledge the License to SNP Restaurant Group Inc.
Attorney: Andrew F. Upton
Granted",2021-07-29,2021-07-29,LB-98924,LB98924,LB98924,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-07-29-c036-transfer,license_transfer,transfer_application_disposition,"Snp Restaurant Group, LLC",RED HAT CAFÉ,Can’t Stop Won’t Stop,Red Hat Cafe,"9 Bowdoin St., Boston, MA 02114","9 Bowdoin St., Boston, MA 02114",,"{""transferor"": ""Snp Restaurant Group, LLC"", ""transferee"": ""Can’t Stop Won’t Stop""}",,,
BLB-2021-07-29-c036,BLB-2021-07-29,https://www.boston.gov/sites/default/files/file/2021/08/Board%20Voting%20Agenda%207.29.21.pdf,24bae092aef1e8c6ed329d661ded082460e594b5d88ad480908a668063565ad3,2021-07-29,9,9,21,"21. Snp Restaurant Group, LLC
Doing business as: RED HAT CAFÉ
9 Bowdoin St., Boston, MA 02114
License #: LB-98924
Holder of a Common Victualler 7 Day All Alcoholic Beverages License has petitioned to
transfer the license from the above - To: Can’t Stop Won’t Stop d/b/a Red Hat Cafe (at
the same location). Jason Nicholson, Manager. 2:00 AM Closing Hour. Secondly, has
petitioned to Pledge the License to SNP Restaurant Group Inc.
Attorney: Andrew F. Upton
Granted",2021-07-29,2021-07-29,LB-98924,LB98924,LB98924,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-07-29-c036-pledge,license_pledge,pledge_application_disposition,,,,,"9 Bowdoin St., Boston, MA 02114",,SNP Restaurant Group Inc,"{""licensee"": ""Can’t Stop Won’t Stop"", ""pledge_recipient"": ""SNP Restaurant Group Inc""}",Can’t Stop Won’t Stop,Red Hat Cafe,"[""license""]"
BLB-2021-07-29-c037,BLB-2021-07-29,https://www.boston.gov/sites/default/files/file/2021/08/Board%20Voting%20Agenda%207.29.21.pdf,24bae092aef1e8c6ed329d661ded082460e594b5d88ad480908a668063565ad3,2021-07-29,9,9,22,"22. Le, Inc.
Doing business as: LE'S
137 Brighton Ave., Allston, MA 02134
License #: LB-99556
Holder of a Common Victualler 7 Day Wines and Malt Beverages License has petitioned
to transfer the license from the above – To: DYL HOT POT Allston LLC d/b/a
DALONGYI HOT POT (at the same location). Ping Hong Chen, Manager. 2:00 AM
Closing Hour. Secondly, has petitioned to Pledge the Stock and Inventory to LE, Inc.
Attorney: Chase Liu
Granted",2021-07-29,2021-07-29,LB-99556,LB99556,LB99556,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-07-29-c037-transfer,license_transfer,transfer_application_disposition,"Le, Inc.",LE'S,DYL HOT POT Allston LLC,DALONGYI HOT POT,"137 Brighton Ave., Allston, MA 02134","137 Brighton Ave., Allston, MA 02134",,"{""transferor"": ""Le, Inc."", ""transferee"": ""DYL HOT POT Allston LLC""}",,,
BLB-2021-07-29-c066,BLB-2021-07-29,https://www.boston.gov/sites/default/files/file/2021/08/Board%20Voting%20Agenda%207.29.21.pdf,24bae092aef1e8c6ed329d661ded082460e594b5d88ad480908a668063565ad3,2021-07-29,14,14,1,"1. The Board deferred the following to allow for completion of the community process:
      Retail Beverages Partners - South Bay, Inc. Doing business as: Liquor Aisle 1100
      Massachusetts Ave., Dorchester, MA 02125 License #: LB-353145 Holder of a Retail
      Package Store All-Alcoholic Beverages License has petitioned to transfer the license and
      location from the above – To: GB LL Holdings MA, LLC d/b/a goPuff 371 Dorchester
      Avenue Boston, MA 02127. The premises consist of a 7,704 square foot retail package
      store on first floor with storage, office and restroom. Ryan J. Grady, Manager. 11:00PM
      closing hour. Attorney: Joseph H. Devlin
Deferred",2021-07-29,2021-07-29,LB-353145,LB353145,LB353145,deferred,deferred,Deferred,False,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-07-29-c066-transfer,license_transfer,transfer_application_disposition,"Retail Beverages Partners - South Bay, Inc.",Liquor Aisle,"GB LL Holdings MA, LLC",goPuff,"1100 Massachusetts Ave., Dorchester, MA 02125","371 Dorchester Avenue Boston, MA 02127",,"{""transferor"": ""Retail Beverages Partners - South Bay, Inc."", ""transferee"": ""GB LL Holdings MA, LLC""}",,,
BLB-2021-08-09-c019,BLB-2021-08-09,https://www.boston.gov/sites/default/files/file/2021/08/Board%20Voting%20Agenda%20%208.9.21.docx.pdf,020dae75b3ff84c30e39b95b2faf5042ae52cda53179af043dafcd6a01ba4294,2021-08-09,5,5,10,"10. Dasang Corporation
    Doing business as: Seaport Wines and Spirits
    411 D St., Boston, MA 02210
    License #: LB-142550
    Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned to
    transfer the license from the above - To: Shree Hanuman Corporation d/b/a Seaport
    Wines & Spirits (at the same location). Israel Francisco Rolon Nieves, Manager. Closing
    hour at 11:00 PM. Lastly, has petitioned to pledge the license and inventory to Rockland
    Trust Company .
    Attorney: John M. Mooradian
   Granted - no nips, no singles",2021-08-09,2021-08-09,LB-142550,LB142550,LB142550,granted,granted,"Granted - no nips, no singles",True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-08-09-c019-transfer,license_transfer,transfer_application_disposition,Dasang Corporation,Seaport Wines and Spirits,Shree Hanuman Corporation,Seaport Wines & Spirits,"411 D St., Boston, MA 02210","411 D St., Boston, MA 02210",,"{""transferor"": ""Dasang Corporation"", ""transferee"": ""Shree Hanuman Corporation""}",,,
BLB-2021-08-09-c019,BLB-2021-08-09,https://www.boston.gov/sites/default/files/file/2021/08/Board%20Voting%20Agenda%20%208.9.21.docx.pdf,020dae75b3ff84c30e39b95b2faf5042ae52cda53179af043dafcd6a01ba4294,2021-08-09,5,5,10,"10. Dasang Corporation
    Doing business as: Seaport Wines and Spirits
    411 D St., Boston, MA 02210
    License #: LB-142550
    Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned to
    transfer the license from the above - To: Shree Hanuman Corporation d/b/a Seaport
    Wines & Spirits (at the same location). Israel Francisco Rolon Nieves, Manager. Closing
    hour at 11:00 PM. Lastly, has petitioned to pledge the license and inventory to Rockland
    Trust Company .
    Attorney: John M. Mooradian
   Granted - no nips, no singles",2021-08-09,2021-08-09,LB-142550,LB142550,LB142550,granted,granted,"Granted - no nips, no singles",True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-08-09-c019-pledge,license_pledge,pledge_application_disposition,,,,,"411 D St., Boston, MA 02210",,Rockland Trust Company,"{""licensee"": ""Shree Hanuman Corporation"", ""pledge_recipient"": ""Rockland Trust Company""}",Shree Hanuman Corporation,Seaport Wines & Spirits,"[""license"", ""inventory""]"
BLB-2021-08-09-c020,BLB-2021-08-09,https://www.boston.gov/sites/default/files/file/2021/08/Board%20Voting%20Agenda%20%208.9.21.docx.pdf,020dae75b3ff84c30e39b95b2faf5042ae52cda53179af043dafcd6a01ba4294,2021-08-09,5,5,11,"11. Tendol Corporation
    Doing business as: Portside Market
    50 Lewis St., East Boston, MA 02128
    License #: LB-353657
    Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned to
    transfer the license from the above - To: Gurudev Corporation d/b/a Portside Market (at
    the same location). Rupalben Patel, Manager. Closing hour at 11:00 PM. Lastly, has
    petitioned to pledge the license and inventory to Rockland Trust Company .
    Attorney: John M. Mooradian
   Granted - no nips, no singles",2021-08-09,2021-08-09,LB-353657,LB353657,LB353657,granted,granted,"Granted - no nips, no singles",True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-08-09-c020-transfer,license_transfer,transfer_application_disposition,Tendol Corporation,Portside Market,Gurudev Corporation,Portside Market,"50 Lewis St., East Boston, MA 02128","50 Lewis St., East Boston, MA 02128",,"{""transferor"": ""Tendol Corporation"", ""transferee"": ""Gurudev Corporation""}",,,
BLB-2021-08-09-c020,BLB-2021-08-09,https://www.boston.gov/sites/default/files/file/2021/08/Board%20Voting%20Agenda%20%208.9.21.docx.pdf,020dae75b3ff84c30e39b95b2faf5042ae52cda53179af043dafcd6a01ba4294,2021-08-09,5,5,11,"11. Tendol Corporation
    Doing business as: Portside Market
    50 Lewis St., East Boston, MA 02128
    License #: LB-353657
    Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned to
    transfer the license from the above - To: Gurudev Corporation d/b/a Portside Market (at
    the same location). Rupalben Patel, Manager. Closing hour at 11:00 PM. Lastly, has
    petitioned to pledge the license and inventory to Rockland Trust Company .
    Attorney: John M. Mooradian
   Granted - no nips, no singles",2021-08-09,2021-08-09,LB-353657,LB353657,LB353657,granted,granted,"Granted - no nips, no singles",True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-08-09-c020-pledge,license_pledge,pledge_application_disposition,,,,,"50 Lewis St., East Boston, MA 02128",,Rockland Trust Company,"{""licensee"": ""Gurudev Corporation"", ""pledge_recipient"": ""Rockland Trust Company""}",Gurudev Corporation,Portside Market,"[""license"", ""inventory""]"
BLB-2021-08-26-c012,BLB-2021-08-26,https://www.boston.gov/sites/default/files/file/2021/09/Voting%20Agenda%208-26-21%20%281%29%20Revised%20%282%29%20%282%29.pdf,414aa47107f40ace44605bd5b6e80f004cbda0e4db629076bc64683f478695dd,2021-08-26,3,3,6,"6. Slesar Bros. Brewing Company, Inc.

Doing business as: Boston Beer Works
61 Brookline Ave., Boston, MA 02215
License #: LB-99217
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to transfer the license
from the above - To: Vesper, LLC d/b/a Vesper Bar (at the same location). Panos Demeter, Manager. 1:00
AM Closing Hour. Attorney: Nicholas Zozula
Granted",2021-08-26,2021-08-26,LB-99217,LB99217,LB99217,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-08-26-c012-transfer,license_transfer,transfer_application_disposition,"Slesar Bros. Brewing Company, Inc.",Boston Beer Works,"Vesper, LLC",Vesper Bar,"61 Brookline Ave., Boston, MA 02215","61 Brookline Ave., Boston, MA 02215",,"{""transferor"": ""Slesar Bros. Brewing Company, Inc."", ""transferee"": ""Vesper, LLC""}",,,
BLB-2021-08-26-c013,BLB-2021-08-26,https://www.boston.gov/sites/default/files/file/2021/09/Voting%20Agenda%208-26-21%20%281%29%20Revised%20%282%29%20%282%29.pdf,414aa47107f40ace44605bd5b6e80f004cbda0e4db629076bc64683f478695dd,2021-08-26,4,4,7,"7. Slesar Bros. Brewing Company

Doing business as: BEER WORKS
112 Canal St., Boston, MA 02114
License #: LB-99068
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to transfer the license
from the above - To: 110 Canal License Owner LLC (at the same location). Secondly, has petitioned to amend
the description of the licensed business –From: Approx 16,000 SF Brew Pub with full service restaurant and
micro-brewery on the 1st and 2nd floors including an outdoor patio with 2 entrances, 2 exits, 2 emergency exits,
located at 110 Canal St Boston MA 02114. To: Approx. 7,335SF on one floor consisting of dining room
(seating capacity 206), office, storage, kitchen and restrooms. Martin Zieff, Manager. 2:00 AM Closing Hour.
Attorney: Marci Costa
Granted",2021-08-26,2021-08-26,LB-99068,LB99068,LB99068,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-08-26-c013-transfer,license_transfer,transfer_application_disposition,Slesar Bros. Brewing Company,BEER WORKS,110 Canal License Owner LLC,,"112 Canal St., Boston, MA 02114","112 Canal St., Boston, MA 02114",,"{""transferor"": ""Slesar Bros. Brewing Company"", ""transferee"": ""110 Canal License Owner LLC""}",,,
BLB-2021-08-26-c014,BLB-2021-08-26,https://www.boston.gov/sites/default/files/file/2021/09/Voting%20Agenda%208-26-21%20%281%29%20Revised%20%282%29%20%282%29.pdf,414aa47107f40ace44605bd5b6e80f004cbda0e4db629076bc64683f478695dd,2021-08-26,4,4,8,"8. Montgomery, Inc.

Doing business as: GREAT SCOTT
1222 Commonwealth Ave., Allston, MA 02134
License #: LB-99010
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to transfer the license
and the location from the above – To: BMS After Dark, Inc. d/b/a 3380 Bar & Grille 3380 Washington Street
Jamaica Plain, MA 02310. The premises consist of a restaurant entrance through 1st floor lobby; 2nd floor
consisting of 6,473SF with bar seating of 32 seats, bar area table seating of 68 seats, restaurant dining of 110
seats w/bathrooms and kitchen; 3rd floor consisting of year round 1,601 SF indoor roof deck with 14 bar seats
and 32 table seats and 890 SF seasonal outdoor roof deck with 46 seats and , in addition, 3 function rooms
respectively as follows: (1) 838 SF with indoor seating capacity of 56 persons and 385 SF seasonal outdoor roof
seating/standees of 25 persons, (3) 675SF with indoor seating capacity of 45 persona and 285 SF seasonal
outdoor roof seating/standees of 26 persons; the three indoor function spaces can be combined into 1 or 2
function rooms. Outdoor roof deck shall close at midnight and shall be seasonal from April-November.
Closing hour 2:00AM.
Harry Conforti, Manager.
Attorney: Carolyn M Conway
Granted",2021-08-26,2021-08-26,LB-99010,LB99010,LB99010,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-08-26-c014-transfer,license_transfer,transfer_application_disposition,"Montgomery, Inc.",GREAT SCOTT,"BMS After Dark, Inc.",3380 Bar & Grille,"1222 Commonwealth Ave., Allston, MA 02134","3380 Washington Street Jamaica Plain, MA 02310",,"{""transferor"": ""Montgomery, Inc."", ""transferee"": ""BMS After Dark, Inc.""}",,,
BLB-2021-09-02-c003,BLB-2021-09-02,https://www.boston.gov/sites/default/files/file/2021/09/Voting%20Agenda%20%28Corrected%29%209-2-21_0.pdf,6ab44779bd4b1cb8ea4c6ee3010618855c201d59466798aa230d14c3d7696fe9,2021-09-02,1,1,3,"3. Le, Inc.

 Doing business as: LE'S
 137 Brighton Ave., Allston, MA 02134
 License #: LB-99556
 Holder of a Common Victualler 7 Day Wines and Malt Beverages License had recently petitioned to transfer the license
from the above – To: DYL HOT POT Allston LLC d/b/a DALONGYI HOT POT (at the same location) Ping Hong Chen,
Manager. 2:00 AM Closing Hour. Secondly, had petitioned to Pledge the Stock and Inventory to LE, Inc., Now
(additionally) petitions to Pledge the License to LE, Inc.
 Attorney: Chase Liu

WITHDRAWN",2021-09-02,2021-09-02,LB-99556,LB99556,LB99556,withdrawn,withdrawn,WITHDRAWN,False,True,False,"[""The prior transfer and stock/inventory pledge are historical context; only the additional license-pledge petition receives the withdrawn disposition here.""]",reviewed_against_full_candidate_and_source_context,BLB-2021-09-02-c003-pledge,license_pledge,pledge_application_disposition,,,,,"137 Brighton Ave., Allston, MA 02134",,"LE, Inc","{""licensee"": ""Le, Inc."", ""pledge_recipient"": ""LE, Inc""}","Le, Inc.",LE'S,"[""license""]"
BLB-2021-09-02-c012,BLB-2021-09-02,https://www.boston.gov/sites/default/files/file/2021/09/Voting%20Agenda%20%28Corrected%29%209-2-21_0.pdf,6ab44779bd4b1cb8ea4c6ee3010618855c201d59466798aa230d14c3d7696fe9,2021-09-02,3,3,12,"12. Franco, LLC

 Doing business as: PELLINO'S RISTORANTE
 2A Prince St., Boston, MA 02113
 License #: LB-99725
 Holder of a Common Victualler 7 Day Wines and Malt Beverages with Liqueurs License has petitioned to transfer the
license from the above – To: Isabella Restaurant, Inc. d/b/a Isabella (at the same location). Cristobal Fe Paz, Manager.
1:00 AM Closing Hour.
 Attorney: Carolyn M. Conway

DEFERRED - Pending Community Process",2021-09-02,2021-09-02,LB-99725,LB99725,LB99725,deferred,deferred,DEFERRED - Pending Community Process,False,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-09-02-c012-transfer,license_transfer,transfer_application_disposition,"Franco, LLC",PELLINO'S RISTORANTE,"Isabella Restaurant, Inc.",Isabella,"2A Prince St., Boston, MA 02113","2A Prince St., Boston, MA 02113",,"{""transferor"": ""Franco, LLC"", ""transferee"": ""Isabella Restaurant, Inc.""}",,,
BLB-2021-09-02-c013,BLB-2021-09-02,https://www.boston.gov/sites/default/files/file/2021/09/Voting%20Agenda%20%28Corrected%29%209-2-21_0.pdf,6ab44779bd4b1cb8ea4c6ee3010618855c201d59466798aa230d14c3d7696fe9,2021-09-02,4,4,13,"13. Big Bad Dog, LLC

 Doing business as: Domenic's
 54 Salem St., Boston, MA 02113
 License #: LB-99709
 Holder of a Common Victualler 7 Day Wines and Malt Beverages with Liqueurs License has petitioned to transfer the
license from the above – To: Witchcraft LLC d/b/a Witchcraft on Salem (at the same location). Marybeth Bisson.1:00 AM
Closing Hour.
 Attorney: Marci Costa


DEFERRED - Pending Community Process",2021-09-02,2021-09-02,LB-99709,LB99709,LB99709,deferred,deferred,DEFERRED - Pending Community Process,False,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-09-02-c013-transfer,license_transfer,transfer_application_disposition,"Big Bad Dog, LLC",Domenic's,Witchcraft LLC,Witchcraft on Salem,"54 Salem St., Boston, MA 02113","54 Salem St., Boston, MA 02113",,"{""transferor"": ""Big Bad Dog, LLC"", ""transferee"": ""Witchcraft LLC""}",,,
