entity_name,event_date,record_type,record_id,source,role_or_transaction,people,address_or_parcel,verification_level,key_fact,caution
"Rockford Development, Inc.",1988-12-28,domestic dissolution,G532_1204;OH-SOS:728764:G532_0974,Ohio Secretary of State,Dissolution executed 1988-12-22 and filed 1988-12-28,"Stanley Schwartz, Jr.; Richard W. Rubenstein; Dorothy Snow; Kenneth S. Warren; unnamed sole shareholder","SKWR, 41 S. High St., 23rd Floor, Columbus, OH 43215",primary_image_confirmed,"Schwartz was chairman/president, Rubenstein vice president/treasurer, Snow secretary, and Warren a director; the sole shareholder was unnamed","The affidavit says no personal property in Ohio; it does not address real estate or identify any parcel or asset recipient. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
"Tudor Properties, Inc.",1988-03-04,domestic articles,G339_1103,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow; L. Loraditch,"Columbus, Franklin County; c/o SKWR, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as sole incorporator and original statutory agent; filing return routed to SKWR attention L. Loraditch,"The general lawful-purpose clause identifies no officer, shareholder, parcel, Epstein, or Wexner."
"Tudor Properties, Inc.",1995-12-29,merged-out status packet,5422_1212,Ohio Secretary of State,MEX certificate and 1996-02-14 processing statement,New Albany Company; W. W. Vaughn III,"5906 E Dublin Granvle Rd., New Albany, OH 43054",primary_image_confirmed,Packet confirms Tudor's merged-out status and routes the status document to New Albany Company,"The three-page packet names no survivor, other constituent, asset recipient, officer, shareholder, or parcel; a return recipient is not ownership or merger-party proof."
"Forrest Farms, Inc.",1988-03-04,domestic articles,G339_1110,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow; L. Loraditch,"Columbus, Franklin County; c/o SKWR, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as sole incorporator and original statutory agent; filing return routed to SKWR attention L. Loraditch,"The general lawful-purpose clause identifies no officer, shareholder, parcel, Epstein, or Wexner."
"Forrest Farms, Inc.",1988-12-28,domestic dissolution,G532_1060;OH-SOS:728764:G532_0974,Ohio Secretary of State,Dissolution executed 1988-12-22 and filed 1988-12-28,"Stanley Schwartz, Jr.; Richard W. Rubenstein; Dorothy Snow; Kenneth S. Warren; unnamed sole shareholder","SKWR, 41 S. High St., 23rd Floor, Columbus, OH 43215",primary_image_confirmed,"Schwartz was chairman/president, Rubenstein vice president/treasurer, Snow secretary, and Warren a director; the sole shareholder was unnamed","The affidavit says no personal property in Ohio; it does not address real estate or identify any parcel or asset recipient. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
CASELIN DEVELOPMENT CORPORATION,1988-03-09,articles and agent appointment,G342_0153,Ohio Secretary of State,formation and statutory-agent appointment,Dorothy Snow,"c/o Schwartz, Kelm, Warren & Rubenstein, 41 S. High Street, Suite 2300, Columbus, Ohio 43215",primary_image_confirmed,Snow signed as incorporator and accepted appointment as agent; 750 no-par common shares authorized,"Corporate filing is not a property record; no parcel, deed, shareholder, or beneficial owner is identified."
CASELIN DEVELOPMENT CORPORATION,1988-12-28,certificate of dissolution,G532_1000;OH-SOS:728764:G532_0974,Ohio Secretary of State,dissolution and officer/director roster,"Stanley Schwartz, Jr.; Richard W. Rubenstein; Dorothy Snow","41 S. High Street, 23rd Floor, Columbus, Ohio 43215",primary_image_confirmed,Dissolution was authorized by an unnamed sole shareholder and signed by Rubenstein and Snow,"Affidavit says no personal property in Ohio; it does not address real estate. No asset recipient is identified. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
"FORMAN FARMS, INC.",1988-03-09,articles and agent appointment,G343_0224,Ohio Secretary of State,formation and statutory-agent appointment,Dorothy Snow,"c/o Schwartz, Kelm, Warren & Rubenstein, 41 S. High Street, Suite 2300, Columbus, Ohio 43215",primary_image_confirmed,Snow signed as incorporator and accepted appointment as agent; 750 no-par common shares authorized,"Corporate filing is not a property record; no parcel, deed, shareholder, or beneficial owner is identified."
"FORMAN FARMS, INC.",1988-12-28,certificate of dissolution,G532_1054,Ohio Secretary of State,dissolution and officer/director roster,"Stanley Schwartz, Jr.; Richard W. Rubenstein; Dorothy Snow","41 S. High Street, 23rd Floor, Columbus, Ohio 43215",primary_image_confirmed,Dissolution was authorized by an unnamed sole shareholder and signed by Rubenstein and Snow,Affidavit says no personal property in Ohio; it does not address real estate. No asset recipient is identified.
SAREN INVESTMENTS INCORPORATED,1988-03-09,articles and agent appointment,G343_0238,Ohio Secretary of State,formation and statutory-agent appointment,Dorothy Snow,"c/o Schwartz, Kelm, Warren & Rubenstein, 41 S. High Street, Suite 2300, Columbus, Ohio 43215",primary_image_confirmed,Snow signed as incorporator and accepted appointment as agent; 750 no-par common shares authorized,"Corporate filing is not a property record; no parcel, deed, shareholder, or beneficial owner is identified."
SAREN INVESTMENTS INCORPORATED,1988-12-28,certificate of dissolution,G532_1216;OH-SOS:728764:G532_0974,Ohio Secretary of State,dissolution and officer/director roster,"Stanley Schwartz, Jr.; Richard W. Rubenstein; Dorothy Snow","41 S. High Street, 23rd Floor, Columbus, Ohio 43215",primary_image_confirmed,Dissolution was authorized by an unnamed sole shareholder and signed by Rubenstein and Snow,"Affidavit says no personal property in Ohio; it does not address real estate. No asset recipient is identified. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
TANDEM INVESTMENTS INCORPORATED,1988-03-09,articles and agent appointment,G343_0245,Ohio Secretary of State,formation and statutory-agent appointment,Dorothy Snow,"c/o Schwartz, Kelm, Warren & Rubenstein, 41 S. High Street, Suite 2300, Columbus, Ohio 43215",primary_image_confirmed,Snow signed as incorporator and accepted appointment as agent; 750 no-par common shares authorized,"Corporate filing is not a property record; no parcel, deed, shareholder, or beneficial owner is identified."
TANDEM INVESTMENTS INCORPORATED,1988-12-28,certificate of dissolution,G532_1222;OH-SOS:728764:G532_0974,Ohio Secretary of State,dissolution and officer/director roster,"Stanley Schwartz, Jr.; Richard W. Rubenstein; Dorothy Snow","41 S. High Street, 23rd Floor, Columbus, Ohio 43215",primary_image_confirmed,Dissolution was authorized by an unnamed sole shareholder and signed by Rubenstein and Snow,"Affidavit says no personal property in Ohio; it does not address real estate. No asset recipient is identified. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
"VILLAGE ACRES, INC.",1988-03-09,articles and agent appointment,G343_0259,Ohio Secretary of State,formation and statutory-agent appointment,Dorothy Snow,"c/o Schwartz, Kelm, Warren & Rubenstein, 41 S. High Street, Suite 2300, Columbus, Ohio 43215",primary_image_confirmed,Snow signed as incorporator and accepted appointment as agent; 750 no-par common shares authorized,"Corporate filing is not a property record; no parcel, deed, shareholder, or beneficial owner is identified."
"VILLAGE ACRES, INC.",1988-12-28,certificate of dissolution,G532_1240;OH-SOS:728764:G532_0974,Ohio Secretary of State,dissolution and officer/director roster,"Stanley Schwartz, Jr.; Richard W. Rubenstein; Dorothy Snow","41 S. High Street, 23rd Floor, Columbus, Ohio 43215",primary_image_confirmed,Dissolution was authorized by an unnamed sole shareholder and signed by Rubenstein and Snow,"Affidavit says no personal property in Ohio; it does not address real estate. No asset recipient is identified. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
Bluffton Holding Corporation,1988-05-13,domestic articles,G379_0198,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow,"41 S High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow was incorporator and original statutory agent,"The articles identify no officers, directors, shareholders, parcel, Epstein, or Wexner."
Bluffton Holding Corporation,1995-12-29,merged-out status packet,5422_1200,Ohio Secretary of State,MEX certificate and later processing statement,New Albany Company; W. W. Vaughn III,"5906 E Dublin-Granville Rd., New Albany, OH 43054",primary_image_confirmed,Packet confirms merged-out status and routes the status document to New Albany Company,The three-page packet names no survivor or other constituent; a return recipient is not ownership or merger-party proof.
Diamond Development Company,1988-05-13,domestic articles,G379_0205,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow,"41 S High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow was incorporator and original statutory agent,"The articles identify no officers, directors, shareholders, parcel, Epstein, or Wexner."
Diamond Development Company,1988-12-28,domestic dissolution,G532_1024;OH-SOS:728764:G532_0974,Ohio Secretary of State,Dissolution authorized by unnamed sole shareholder,Stanley Schwartz Jr.; Richard W. Rubenstein; Dorothy Snow,"41 S High St., 23rd Floor, Columbus, OH 43215",primary_image_confirmed,Packet identifies the officer/director roster and dissolution,"The no-personal-property affidavit does not address real estate; no parcel or asset recipient is named. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
"Doncaster Development, Inc.",1988-05-13,domestic articles,G379_0211,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow,"41 S High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow was incorporator and original statutory agent,"The articles identify no officers, directors, shareholders, parcel, Epstein, or Wexner."
"Doncaster Development, Inc.",1988-12-28,domestic dissolution,G532_1030;OH-SOS:728764:G532_0974,Ohio Secretary of State,Dissolution authorized by unnamed sole shareholder,Stanley Schwartz Jr.; Richard W. Rubenstein; Dorothy Snow,"41 S High St., 23rd Floor, Columbus, OH 43215",primary_image_confirmed,Packet identifies the officer/director roster and dissolution,"The no-personal-property affidavit does not address real estate; no parcel or asset recipient is named. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
"Farmington Developers, Inc.",1988-05-13,domestic articles,G379_0223,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow,"41 S High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow was incorporator and original statutory agent,"The articles identify no officers, directors, shareholders, parcel, Epstein, or Wexner."
"Farmington Developers, Inc.",1988-12-28,domestic dissolution,G532_1042;OH-SOS:728764:G532_0974,Ohio Secretary of State,Dissolution authorized by unnamed sole shareholder,Stanley Schwartz Jr.; Richard W. Rubenstein; Dorothy Snow,"41 S High St., 23rd Floor, Columbus, OH 43215",primary_image_confirmed,Packet identifies the officer/director roster and dissolution,"The no-personal-property affidavit does not address real estate; no parcel or asset recipient is named. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
Melleric Corporation,1988-05-13,domestic articles,G379_0241,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow,"41 S High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow was incorporator and original statutory agent,"The articles identify no officers, directors, shareholders, parcel, Epstein, or Wexner."
Melleric Corporation,1988-12-28,domestic dissolution,G532_1138;OH-SOS:728764:G532_0974,Ohio Secretary of State,Dissolution authorized by unnamed sole shareholder,Stanley Schwartz Jr.; Richard W. Rubenstein; Dorothy Snow,"41 S High St., 23rd Floor, Columbus, OH 43215",primary_image_confirmed,Packet identifies the officer/director roster and dissolution,"The no-personal-property affidavit does not address real estate; no parcel or asset recipient is named. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
Union Holding Corporation,1988-05-13,domestic articles,G379_0253,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow,"41 S High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow was incorporator and original statutory agent,"The articles identify no officers, directors, shareholders, parcel, Epstein, or Wexner."
Union Holding Corporation,1995-12-29,merged-out status packet,5422_1206,Ohio Secretary of State,MEX certificate and later processing statement,New Albany Company; W. W. Vaughn III,"5906 E Dublin-Granville Rd., New Albany, OH 43054",primary_image_confirmed,Packet confirms merged-out status and routes the status document to New Albany Company,The three-page packet names no survivor or other constituent; a return recipient is not ownership or merger-party proof.
Jetner Corporation,1988-08-24,domestic articles,G456_0331,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow,"41 S High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as incorporator on 1988-08-23 and accepted as original statutory agent,"The articles identify no officers, directors, shareholders, parcel, Epstein, or Wexner."
Jetner Corporation,1988-12-28,domestic dissolution,G532_1114;OH-SOS:728764:G532_0974,Ohio Secretary of State,Dissolution authorized by unnamed sole shareholder,"Stanley Schwartz, Jr.; Richard W. Rubenstein; Dorothy Snow","41 S High St., 23rd Floor, Columbus, OH 43215",primary_image_confirmed,Packet identifies Schwartz and Rubenstein as directors; Snow is secretary but not listed as a director,"The no-personal-property affidavit does not address real estate; no parcel or asset recipient is named. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
"Mentin Products, Inc.",1988-08-24,domestic articles,G456_0338,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow,"41 S High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as incorporator on 1988-08-23 and accepted as original statutory agent,"The articles identify no officers, directors, shareholders, parcel, Epstein, or Wexner."
"Mentin Products, Inc.",1988-12-28,domestic dissolution,G532_1144;OH-SOS:728764:G532_0974,Ohio Secretary of State,Dissolution authorized by unnamed sole shareholder,"Stanley Schwartz, Jr.; Richard W. Rubenstein; Dorothy Snow","41 S High St., 23rd Floor, Columbus, OH 43215",primary_image_confirmed,Packet identifies Schwartz and Rubenstein as directors; Snow is secretary but not listed as a director,"The no-personal-property affidavit does not address real estate; no parcel or asset recipient is named. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
Chatten Marketing Company,1988-08-24,domestic articles,G456_0344,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow,"41 S High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as incorporator on 1988-08-23 and accepted as original statutory agent,"The articles identify no officers, directors, shareholders, parcel, Epstein, or Wexner."
Chatten Marketing Company,1988-12-28,domestic dissolution,G532_1006;OH-SOS:728764:G532_0974,Ohio Secretary of State,Dissolution authorized by unnamed sole shareholder,"Stanley Schwartz, Jr.; Richard W. Rubenstein; Dorothy Snow","41 S High St., 23rd Floor, Columbus, OH 43215",primary_image_confirmed,All six out-of-order pages identify the same dissolution roster and affidavits as the parallel batch,"The no-personal-property affidavit does not address real estate; no parcel or asset recipient is named. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
Fantel Products Company,1988-08-24,domestic articles,G456_0350,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow,"41 S High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as incorporator on 1988-08-23 and accepted as original statutory agent,"The articles identify no officers, directors, shareholders, parcel, Epstein, or Wexner."
Fantel Products Company,1988-12-28,domestic dissolution,G532_1036;OH-SOS:728764:G532_0974,Ohio Secretary of State,Dissolution authorized by unnamed sole shareholder,"Stanley Schwartz, Jr.; Richard W. Rubenstein; Dorothy Snow","41 S High St., 23rd Floor, Columbus, OH 43215",primary_image_confirmed,Packet identifies Schwartz and Rubenstein as directors; Snow is secretary but not listed as a director,"The no-personal-property affidavit does not address real estate; no parcel or asset recipient is named. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
"Indico Investments, Inc.",1988-08-24,domestic articles,G456_0362,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow,"41 S High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as incorporator on 1988-08-23 and accepted as original statutory agent,"Investments is a name signal only; the articles identify no specific asset, parcel, shareholder, Epstein, or Wexner."
"Indico Investments, Inc.",1988-12-28,domestic dissolution,G532_1102;OH-SOS:728764:G532_0974,Ohio Secretary of State,Dissolution authorized by unnamed sole shareholder,"Stanley Schwartz, Jr.; Richard W. Rubenstein; Dorothy Snow","41 S High St., 23rd Floor, Columbus, OH 43215",primary_image_confirmed,Packet identifies Schwartz and Rubenstein as directors; Snow is secretary but not listed as a director,"The no-personal-property affidavit does not address real estate; no parcel or asset recipient is named. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
"London Kitchens, Inc.",1986-10-09,domestic articles,G015_1204,Ohio Secretary of State,Formation and original statutory-agent appointment,Gordon W. Brown; Dorothy Snow,"41 S High St., Columbus, OH 43215",primary_image_confirmed,Brown was incorporator; Snow was appointed original statutory agent,"The packet identifies no officer, director, shareholder, parcel, Epstein, or Wexner."
"London Kitchens, Inc.",1991-12-16,tax cancellation portal row,000000061029,Ohio Secretary of State,Cancelled by Tax Department with notification,,,live_portal_metadata_only_image_unavailable,Portal records Tax Department cancellation,"No live image; no signer, owner, property disposition, or substantive reason can be extracted."
"London Kitchens Insurance Agency, Inc.",1987-08-13,domestic articles,G222_0344,Ohio Secretary of State,Formation and original statutory-agent appointment,John H. Parker; Dorothy Snow,"41 S High St., Columbus, OH 43215",primary_image_confirmed,Parker was incorporator; Snow accepted appointment as statutory agent,The similar-name consent from London Kitchens does not establish common ownership.
"London Kitchens Insurance Agency, Inc.",1989-05-31,dissolution by incorporator,G636_0276,Ohio Secretary of State,Sole incorporator elected dissolution,John H. Parker; Dorothy Snow,"3910 Groves Rd., Columbus; agent at 41 S High St.",primary_image_confirmed,Parker dissolved the corporation as sole incorporator; Snow remained statutory agent,The form states alternative statutory grounds and does not specify which one applied; no parcel or asset recipient is named.
First Columbus Land Company,1990-11-28,domestic articles,H016_0917,Ohio Secretary of State,Formation and original statutory-agent appointment,Ted B. Hipsher; Dorothy Snow,"41 S High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Hipsher was incorporator; Snow was appointed original agent,"Land in the name is not property evidence; the packet identifies no parcel, shareholder, Epstein, or Wexner."
First Columbus Land Company,1993-09-09,continued-existence portal row,000000695996,Ohio Secretary of State,Continued-existence letter,,,live_portal_metadata_only_image_unavailable,Portal records a continued-existence letter,No live image; contents cannot be characterized.
First Columbus Land Company,1993-12-15,tax cancellation portal row,000000695997,Ohio Secretary of State,Cancelled by Tax Department with notification,,,live_portal_metadata_only_image_unavailable,Portal records Tax Department cancellation,No live image; property disposition and ownership remain unresolved.
BREWHO! LLC,1997-10-07,organization filing portal row,6162_0568,Ohio Secretary of State,Domestic LLC organization,,,live_portal_metadata_only_image_unavailable_http_404,Portal lists one organization row and active status,"Members, managers, organizer, property, Epstein, and Wexner are all unassessed because the filing image is unavailable."
"Oakfield Enterprises, Inc.",1987-12-11,domestic articles,G288_0306,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow; L. Loraditch,"Columbus, Franklin County; c/o SKWR, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as incorporator and original statutory agent; filing return routed to SKWR attention L. Loraditch,"The generic lawful-purpose clause identifies no officer, director, shareholder, parcel, Epstein, or Wexner."
"Oakfield Enterprises, Inc.",1988-12-28,domestic dissolution,G532_1168;OH-SOS:728764:G532_0974,Ohio Secretary of State,Dissolution executed 1988-12-22 and filed 1988-12-28,"Stanley Schwartz, Jr.; Richard W. Rubenstein; Dorothy Snow; unnamed sole shareholder","SKWR, 41 S. High St., 23rd Floor, Columbus, OH 43215",primary_image_confirmed,"Schwartz was chairman/president, Rubenstein vice president/treasurer, and Snow secretary; no separately labeled director list appears; the sole shareholder was unnamed","The affidavit says no personal property in Ohio; it does not address real estate or identify any parcel or asset recipient. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
"Wildwood Acres, Inc.",1987-12-11,domestic articles,G288_0318,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow; L. Loraditch,"Columbus, Franklin County; c/o SKWR, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as incorporator and original statutory agent; filing return routed to SKWR attention L. Loraditch,"The generic lawful-purpose clause identifies no officer, director, shareholder, parcel, Epstein, or Wexner."
"Wildwood Acres, Inc.",1988-12-28,domestic dissolution,G532_1252;OH-SOS:728764:G532_0974,Ohio Secretary of State,Dissolution executed 1988-12-22 and filed 1988-12-28,"Stanley Schwartz, Jr.; Richard W. Rubenstein; Dorothy Snow; Kenneth S. Warren; unnamed sole shareholder","SKWR, 41 S. High St., 23rd Floor, Columbus, OH 43215",primary_image_confirmed,"Schwartz was chairman/president, Rubenstein vice president/treasurer, Snow secretary, and the separately labeled directors were Schwartz, Warren, and Rubenstein; the sole shareholder was unnamed","The affidavit says no personal property in Ohio; it does not address real estate or identify any parcel or asset recipient. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
Cristah Corporation,1988-09-23,domestic articles,G472_1825,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow; Leni Loraditch,"Columbus, Franklin County; c/o SKWR, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as incorporator and original statutory agent; a correspondence card identifies Leni Loraditch as SKWR legal assistant,"The packet identifies CRISTAH CORPORATION, not Cristah Development Corporation, and names no shareholder, parcel, Epstein, or Wexner."
Cristah Corporation,1988-12-28,domestic dissolution,G532_1018;OH-SOS:728764:G532_0974,Ohio Secretary of State,Dissolution executed 1988-12-22 and filed 1988-12-28,"Stanley Schwartz, Jr.; Richard W. Rubenstein; Dorothy Snow; unnamed sole shareholder","SKWR, 41 S. High St., 23rd Floor, Columbus, OH 43215",primary_image_confirmed,"Schwartz was chairman/president, Rubenstein vice president/treasurer, Snow secretary, and the separately labeled directors were Schwartz and Rubenstein; the sole shareholder was unnamed","The affidavit says no personal property in Ohio; it does not address real estate or identify any parcel or asset recipient. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
Rettlin Investment Company,1988-09-23,domestic articles,G472_1832,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow; L. Loraditch,"Columbus, Franklin County; c/o SKWR, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as incorporator and original statutory agent; filing return routed to SKWR attention L. Loraditch,"The packet identifies RETTLIN INVESTMENT COMPANY, not Rettlin Investment Corporation, and names no shareholder, parcel, Epstein, or Wexner."
Rettlin Investment Company,1988-12-28,domestic dissolution,G532_1198;OH-SOS:728764:G532_0974,Ohio Secretary of State,Dissolution executed 1988-12-22 and filed 1988-12-28,"Stanley Schwartz, Jr.; Richard W. Rubenstein; Dorothy Snow; unnamed sole shareholder","SKWR, 41 S. High St., 23rd Floor, Columbus, OH 43215",primary_image_confirmed,"Schwartz was chairman/president, Rubenstein vice president/treasurer, and Snow secretary; no separately labeled director list appears; the sole shareholder was unnamed","The affidavit says no personal property in Ohio; it does not address real estate or identify any parcel or asset recipient. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
Wheaton Company,1988-07-15,domestic articles,G423_1517,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow; L. Loraditch,"Columbus, Franklin County; c/o SKWR, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as sole incorporator and original statutory agent; filing return routed to SKWR attention L. Loraditch,"The general lawful-purpose clause identifies no officer, shareholder, parcel, Epstein, or Wexner."
Wheaton Company,1988-12-28,domestic dissolution,G532_1246;batch cover G532_0974 p.7;OH-SOS:728764:G532_0974,Ohio Secretary of State,Dissolution executed 1988-12-22 and filed 1988-12-28; listed in 46-company submission,"Stanley Schwartz, Jr.; Richard W. Rubenstein; Dorothy Snow; unnamed sole shareholder","SKWR, 41 S. High St., 23rd Floor, Columbus, OH 43215",primary_image_confirmed,"Schwartz was chairman/president, Rubenstein vice president/treasurer, Snow secretary, and Schwartz/Rubenstein the listed directors; the sole shareholder was unnamed","The affidavit says no personal property in Ohio, not no real estate. Batch submission is not ownership or asset-recipient proof. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
Argotron Corporation,1988-07-15,domestic articles,G423_1524,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow; L. Loraditch,"Columbus, Franklin County; c/o SKWR, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as sole incorporator and original statutory agent; filing return routed to SKWR attention L. Loraditch,"The general lawful-purpose clause identifies no officer, shareholder, parcel, Epstein, or Wexner."
Argotron Corporation,1988-12-28,domestic dissolution and cover letter,G532_0974;OH-SOS:728764:G532_0974,Ohio Secretary of State,Dissolution executed 1988-12-22 and filed 1988-12-28; page 7 transmits a 46-company batch,"Stanley Schwartz, Jr.; Richard W. Rubenstein; Dorothy Snow; unnamed sole shareholder","SKWR, 41 S. High St., 23rd Floor, Columbus, OH 43215",primary_image_confirmed,"Schwartz was chairman/president, Rubenstein vice president/treasurer, Snow secretary, and Schwartz/Rubenstein the listed directors; page 7 directly names 46 corporations in the submission","The shareholder is unnamed. No-personal-property language does not address real estate, and the batch letter does not prove common ownership. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
Mackinaw Marketing Co.,1988-07-15,domestic articles,G423_1536,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow; L. Loraditch,"Columbus, Franklin County; c/o SKWR, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as sole incorporator and original statutory agent; filing return routed to SKWR attention L. Loraditch,"The general lawful-purpose clause identifies no officer, shareholder, parcel, Epstein, or Wexner."
Mackinaw Marketing Co.,1988-12-28,domestic dissolution,G532_1126;batch cover G532_0974 p.7;OH-SOS:728764:G532_0974,Ohio Secretary of State,Dissolution executed 1988-12-22 and filed 1988-12-28; listed in 46-company submission,"Stanley Schwartz, Jr.; Richard W. Rubenstein; Dorothy Snow; unnamed sole shareholder","SKWR, 41 S. High St., 23rd Floor, Columbus, OH 43215",primary_image_confirmed,"Schwartz was chairman/president, Rubenstein vice president/treasurer, Snow secretary, and Schwartz/Rubenstein the listed directors; the sole shareholder was unnamed","The affidavit says no personal property in Ohio, not no real estate. Batch submission is not ownership or asset-recipient proof. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
"Scripton Products, Inc.",1988-07-15,domestic articles,G423_1548,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow; L. Loraditch,"Columbus, Franklin County; c/o SKWR, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as sole incorporator and original statutory agent; filing return routed to SKWR attention L. Loraditch,"The general lawful-purpose clause identifies no officer, shareholder, parcel, Epstein, or Wexner."
