entity_key,ohio_entity_number,legal_name,snow_export_member,discovery_channel,reported_epstein_role_or_claim,primary_document_id,primary_filing_date,primary_review_state,confirmed_epstein_capacity,terminal_action,next_action,evidence_refs,notes
OH:728767,728767,Margin Management Company,yes,full_cohort_exact_history_and_merger_audit,No Epstein or Wexner role in the complete exact-charter history or substantive Architonics merger instrument,G423_1542;G774_0107;G774_0149,1988-07-15 to 1989-12-22,primary_complete_exact_history_and_merger_negative,,merged_out,search recorder/auditor under Margin Management Company through 1989-12-22 and Architonics afterward; trace the unnamed sole shareholder only through additional primary records,OH-SOS:728767:G423_1542;OH-SOS:713548:G774_0107;OH-SOS:728767:G774_0149;FINDING:14598,"Snow is confirmed as incorporator/original agent and merger-date secretary; Rubenstein is merger-date vice president. Those capacities, common counsel, dates, and templates do not identify the beneficial owner. The party-specific stub confirms MEX status but not the survivor."
OH:731364,731364,Graeton Development Company,yes,full_cohort_exact_history_and_merger_audit,No Epstein or Wexner role in the complete exact-charter history or substantive Architonics merger instrument,G456_0356;G774_0107;G774_0140,1988-08-24 to 1989-12-22,primary_complete_exact_history_and_merger_negative,,merged_out,search recorder/auditor under Graeton Development Company through 1989-12-22 and Architonics afterward; trace the unnamed sole shareholder only through additional primary records,OH-SOS:731364:G456_0356;OH-SOS:713548:G774_0107;OH-SOS:731364:G774_0140;FINDING:14598,"Snow is confirmed as incorporator/original agent and merger-date secretary; Rubenstein is merger-date vice president. Those capacities, common counsel, dates, and templates do not identify the beneficial owner. The party-specific stub confirms MEX status but not the survivor."
OH:679415,679415,Main-High Development Corp.,yes,full_cohort_exact_history_audit,No Epstein or Wexner role in the complete exact-charter history,F931_0311;G985_0497,1986-06-11 to 1990-10-31,primary_complete_exact_history_no_epstein_role,,dissolved,search Franklin County recorder under Main-High Development Corp. and aliases; identify any unnamed principal/shareholder or asset recipient only through additional primary records,OH-SOS:679415:F931_0311;OH-SOS:679415:G985_0497;FINDING:14601,"The authorizing resolution refers to shareholders in the plural but does not name them. This entity was not on the 1988 Argotron cover letter. Shared personnel, counsel, dates, and templates are network clues, not proof of beneficial ownership."
OH:693864,693864,The Encee Holding Corp.,yes,full_cohort_exact_history_audit,No Epstein or Wexner role in the complete exact-charter history,G087_0559;G532_1234,1987-01-28 to 1988-12-28,primary_complete_exact_history_no_epstein_role,,dissolved,search Franklin County recorder under The Encee Holding Corp. and aliases; identify any unnamed principal/shareholder or asset recipient only through additional primary records,OH-SOS:693864:G087_0559;OH-SOS:693864:G532_1234;FINDING:14601;FINDING:14599;OH-SOS:728764:G532_0974,"The authorizing sole shareholder is unnamed. This is one of the corporations named in the 1988 Argotron dissolution cover letter. Shared personnel, counsel, dates, and templates are network clues, not proof of beneficial ownership. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:695020,695020,"NELC, Inc.",yes,full_cohort_exact_history_audit,No Epstein or Wexner role in the complete exact-charter history,G101_0615;G532_1156,1987-02-18 to 1988-12-28,primary_complete_exact_history_no_epstein_role,,dissolved,"search Franklin County recorder under NELC, Inc. and aliases; identify any unnamed principal/shareholder or asset recipient only through additional primary records",OH-SOS:695020:G101_0615;OH-SOS:695020:G532_1156;FINDING:14601;FINDING:14599;OH-SOS:728764:G532_0974,"The authorizing sole shareholder is unnamed. This is one of the corporations named in the 1988 Argotron dissolution cover letter. Shared personnel, counsel, dates, and templates are network clues, not proof of beneficial ownership. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:705933,705933,Great Eastern Fastening Corp. II,yes,full_cohort_exact_history_audit,No Epstein or Wexner role in the complete exact-charter history,G211_1367;G532_1078,1987-07-30 to 1988-12-28,primary_complete_exact_history_no_epstein_role,,dissolved,search Franklin County recorder under Great Eastern Fastening Corp. II and aliases; identify any unnamed principal/shareholder or asset recipient only through additional primary records,OH-SOS:705933:G211_1367;OH-SOS:705933:G532_1078;FINDING:14601;FINDING:14600;OH-SOS:728764:G532_0974,"The authorizing sole shareholder is unnamed. This is one of the corporations named in the 1988 Argotron dissolution cover letter. Shared personnel, counsel, dates, and templates are network clues, not proof of beneficial ownership. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:701784,701784,"Petel of Columbus Co. #1, Inc.",yes,full_cohort_exact_history_audit,No Epstein or Wexner role in the complete exact-charter history,G162_1546;G532_1180,1987-05-29 to 1988-12-28,primary_complete_exact_history_no_epstein_role,,dissolved,"search Franklin County recorder under Petel of Columbus Co. #1, Inc. and aliases; identify any unnamed principal/shareholder or asset recipient only through additional primary records",OH-SOS:701784:G162_1546;OH-SOS:701784:G532_1180;FINDING:14601;OH-SOS:728764:G532_0974,"The authorizing sole shareholder is unnamed. This is one of the corporations named in the 1988 Argotron dissolution cover letter. Shared personnel, counsel, dates, and templates are network clues, not proof of beneficial ownership. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:712264,712264,LeeAce Inc.,yes,full_cohort_exact_history_and_merger_audit,No Epstein or Wexner role in the complete exact-charter history or substantive Architonics merger instrument,G290_1442;G774_0107;G774_0146,1987-12-14 to 1989-12-22,primary_complete_exact_history_and_merger_negative,,merged_out,search recorder/auditor under both LEEACE spellings through 1989-12-22 and Architonics afterward; trace the unnamed sole shareholder only through additional primary records,OH-SOS:712264:G290_1442;OH-SOS:713548:G774_0107;OH-SOS:712264:G774_0146;FINDING:14558;FINDING:14604,Snow is confirmed as incorporator/original agent and merger-date secretary; Rubenstein is merger-date vice president. The comma variation is resolved by charter number. Those capacities and the common administrative pattern do not identify the beneficial owner.
OH:714675,714675,"Spring Harbor Properties, Inc.",yes,full_cohort_exact_history_and_merger_audit,No Epstein or Wexner role in the complete exact-charter history or substantive Architonics merger instrument,G294_1112;G774_0107;G774_0170,1987-12-22 to 1989-12-22,primary_complete_exact_history_and_merger_negative,,merged_out,search recorder/auditor under Spring Harbor Properties through 1989-12-22 and Architonics afterward; trace the unnamed sole shareholder only through additional primary records,OH-SOS:714675:G294_1112;OH-SOS:713548:G774_0107;OH-SOS:714675:G774_0170;FINDING:14558;FINDING:14604,The exact legal name includes PROPERTIES. The party-specific stub confirms MEX status but does not name Architonics; the substantive agreement supplies the survivor edge. Harbor and Properties are property leads only.
OH:719943,719943,Meade Development Corporation,yes,full_cohort_exact_history_and_merger_audit,No Epstein or Wexner role in the complete exact-charter history or substantive Architonics merger instrument,G339_1089;G774_0107;G774_0152,1988-03-04 to 1989-12-22,primary_complete_exact_history_and_merger_negative,,merged_out,search recorder/auditor under Meade Development Corporation through 1989-12-22 and Architonics afterward; trace the unnamed sole shareholder only through additional primary records,OH-SOS:719943:G339_1089;OH-SOS:713548:G774_0107;OH-SOS:719943:G774_0152;FINDING:14558;FINDING:14604,"The exact legal name is MEADE DEVELOPMENT CORPORATION. The Len Loraditch cover is administrative/counsel evidence only. Snow's officer and agent capacities do not establish ownership, and Development is only a property-search signal."
OH:720366,720366,"Chesser Estates, Inc.",yes,full_cohort_exact_history_and_merger_audit,No Epstein or Wexner role in the complete exact-charter history or substantive Architonics merger instrument,G343_0266;G774_0107;G774_0128,1988-03-09 to 1989-12-22,primary_complete_exact_history_and_merger_negative,,merged_out,search recorder/auditor under Chesser Estates through 1989-12-22 and Architonics afterward; trace the unnamed sole shareholder only through additional primary records,OH-SOS:720366:G343_0266;OH-SOS:713548:G774_0107;OH-SOS:720366:G774_0128;FINDING:14558;FINDING:14604,The party-specific stub confirms MEX status but does not name Architonics. The formation correspondence cover is a counsel clue only; Estates is only a property-search signal.
OH:720361,720361,"Palm Properties, Inc.",yes,full_cohort_exact_history_and_merger_audit,No Epstein or Wexner role in the complete exact-charter history or substantive Architonics merger instrument,G343_0231;G774_0107;G774_0164,1988-03-09 to 1989-12-22,primary_complete_exact_history_and_merger_negative,,merged_out,search recorder/auditor under Palm Properties through 1989-12-22 and Architonics afterward; trace the unnamed sole shareholder only through additional primary records,OH-SOS:720361:G343_0231;OH-SOS:713548:G774_0107;OH-SOS:720361:G774_0164;FINDING:14558;FINDING:14604,The party-specific stub confirms MEX status but does not name Architonics. The formation correspondence cover is a counsel clue only; Properties is only a property-search signal.
OH:720489,720489,"Timbre Properties, Inc.",yes,full_cohort_exact_history_and_merger_audit,No Epstein or Wexner role in the complete exact-charter history or substantive Architonics merger instrument,G344_0548;G774_0107;G774_0179,1988-03-09 to 1989-12-22,primary_complete_exact_history_and_merger_negative,,merged_out,search recorder/auditor under Timbre Properties through 1989-12-22 and Architonics afterward; trace the unnamed sole shareholder only through additional primary records,OH-SOS:720489:G344_0548;OH-SOS:713548:G774_0107;OH-SOS:720489:G774_0179;FINDING:14558;FINDING:14604,The party-specific stub confirms MEX status but does not name Architonics. The formation correspondence cover is a counsel clue only; Properties is only a property-search signal.
