charter_num,business_name,filing_type,filing_date,document_id,img_status,image_url,acquisition_note
733246,CRISTAH CORPORATION,DOMESTIC/DISSOLUTION,1988-12-28,G532_1018,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1018,All 6 pages downloaded and visually reviewed; SHA-256 6afd397327300d3c4d4e585c0e34d45f91a5fbf9ff52a9de06898f115042eb81
733247,RETTLIN INVESTMENT COMPANY,DOMESTIC ARTICLES/FOR PROFIT,1988-09-23,G472_1832,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G472_1832,All 6 pages downloaded and visually reviewed; SHA-256 23df4db8413ee89d8253085a223dfb7c2f2ddb8200c0353a6d2075f4809c043e
733247,RETTLIN INVESTMENT COMPANY,DOMESTIC/DISSOLUTION,1988-12-28,G532_1198,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1198,All 6 pages downloaded and visually reviewed; SHA-256 2d91a70792a62ebf59b0c2965a1044ee894cb3a4b684f8bac753e7541e2d42ca
728763,WHEATON COMPANY,DOMESTIC ARTICLES/FOR PROFIT,1988-07-15,G423_1517,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G423_1517,"All 7 pages downloaded, rendered at 250 DPI, and visually reviewed"
728763,WHEATON COMPANY,DOMESTIC/DISSOLUTION,1988-12-28,G532_1246,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1246,"All 6 pages downloaded, rendered at 250 DPI, and visually reviewed; no merger or asset recipient is identified"
728764,ARGOTRON CORPORATION,DOMESTIC ARTICLES/FOR PROFIT,1988-07-15,G423_1524,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G423_1524,"All 6 pages downloaded, rendered at 250 DPI, and visually reviewed"
728764,ARGOTRON CORPORATION,DOMESTIC/DISSOLUTION,1988-12-28,G532_0974,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_0974,"All 7 pages downloaded, rendered at 250 DPI, and visually reviewed; page 7 is the 46-corporation SKWR dissolution cover letter"
728766,MACKINAW MARKETING CO.,DOMESTIC ARTICLES/FOR PROFIT,1988-07-15,G423_1536,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G423_1536,"All 6 pages downloaded, rendered at 250 DPI, and visually reviewed"
728766,MACKINAW MARKETING CO.,DOMESTIC/DISSOLUTION,1988-12-28,G532_1126,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1126,"All 6 pages downloaded, rendered at 250 DPI, and visually reviewed; no merger or asset recipient is identified"
728768,"SCRIPTON PRODUCTS, INC.",DOMESTIC ARTICLES/FOR PROFIT,1988-07-15,G423_1548,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G423_1548,"All 7 pages downloaded, rendered at 250 DPI, and visually reviewed"
728768,"SCRIPTON PRODUCTS, INC.",DOMESTIC/DISSOLUTION,1988-12-28,G532_1228,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1228,"All 6 pages downloaded, rendered at 250 DPI, and visually reviewed; no merger or asset recipient is identified"
364648,"URBAN IMPROVEMENT OF COLUMBUS, INC.",DOMESTIC ARTICLES/NON-PROFIT,1967-09-21,B521_2010,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/B521_2010,All 4 pages downloaded and visually reviewed; SHA-256 ff1b237f48f925070adf2a8c580a2120104001717283dcbd92c2ceda9e8d6c58
364648,"URBAN IMPROVEMENT OF COLUMBUS, INC.",CERTIFICATE OF CONTINUED EXISTENCE,1977-01-11,E233_1442,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/E233_1442,All 3 pages downloaded and visually reviewed; SHA-256 15228fe92b644c6c272a13ab235624a01a1e85d27c289e3bf51e5c7d69e8efe7
364648,"URBAN IMPROVEMENT OF COLUMBUS, INC.",CANCELED/FAILURE TO FILE/STATEMENT CONT. EXISTENCE,1982-01-11,000000132619,UNAVAILABLE,,"Live portal row preserved; no image was available, so underlying contents were not reviewed"
364648,"URBAN IMPROVEMENT OF COLUMBUS, INC.",LETTER/RENEWAL NOTICE MAILED,1985-12-20,000000132620,UNAVAILABLE,,"Live portal row preserved; no image was available, so underlying contents were not reviewed"
364648,"URBAN IMPROVEMENT OF COLUMBUS, INC.",DOMESTIC/REINSTATEMENT,1987-10-30,G266_1966,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G266_1966,All 5 pages downloaded and visually reviewed; SHA-256 6a69340e6e6471182ad33b7990251f75e83a907e29e2418d325c86818fb41624; the same packet supports both the reinstatement and agent-appointment rows and was downloaded once
364648,"URBAN IMPROVEMENT OF COLUMBUS, INC.",DOMESTIC AGENT SUBSEQUENT APPOINTMENT,1987-10-30,G266_1966,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G266_1966,All 5 pages downloaded and visually reviewed; SHA-256 6a69340e6e6471182ad33b7990251f75e83a907e29e2418d325c86818fb41624; the same packet supports both the reinstatement and agent-appointment rows and was downloaded once
364648,"URBAN IMPROVEMENT OF COLUMBUS, INC.",DOMESTIC/AGENT RESIGNATION,1989-02-24,G575_1401,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G575_1401,"All 3 pages downloaded and visually reviewed; SHA-256 3c649e9e36ccf12ccf88c4f7c1eaa8b52b7857119fed6b5c1bdb6261eb90cf0a; page 3 is an Ohio-hosted error placard, so the underlying resignation instrument is unavailable"
364648,"URBAN IMPROVEMENT OF COLUMBUS, INC.",DOMESTIC AGENT SUBSEQUENT APPOINTMENT,1989-02-24,G575_1404,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G575_1404,All 3 pages downloaded and visually reviewed; SHA-256 f2141791f0c67ac78d7f3f68c6c922ce3720f517df0546064843f0cdb6c88221
364648,"URBAN IMPROVEMENT OF COLUMBUS, INC.",DOMESTIC/AMENDMENT TO ARTICLES,1989-02-24,G575_1397,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G575_1397,All 4 pages downloaded and visually reviewed; SHA-256 b803ddba5d62fba82cb2fe909f107123c54cf211f084e51ae5879b5bb18a78dd
364648,"URBAN IMPROVEMENT OF COLUMBUS, INC.",LETTER/RENEWAL NOTICE MAILED,1993-10-28,000000132621,UNAVAILABLE,,"Live portal row preserved; no image was available, so underlying contents were not reviewed"
364648,"URBAN IMPROVEMENT OF COLUMBUS, INC.",CERTIFICATE OF CONTINUED EXISTENCE,1994-02-22,9458_0560,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/9458_0560,All 4 pages downloaded and visually reviewed; SHA-256 762b927acb54a0dee3d302d4fc3394da43daeb8b47e11bd309c1154e6a08b282
364648,"URBAN IMPROVEMENT OF COLUMBUS, INC.",LETTER/RENEWAL NOTICE MAILED,1998-11-13,199831801417,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/199831801417,All 1 pages downloaded and visually reviewed; SHA-256 1d83ccf06be8f9bebe33c0bbdf35f255957c4b9ad68532900894612fe310fa21; portal row date is 1998-11-13 while the notice itself is dated 1998-11-14
364648,"URBAN IMPROVEMENT OF COLUMBUS, INC.",CANCELED/FAILURE TO FILE/STATEMENT CONT. EXISTENCE,1999-03-15,199907400518,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/199907400518,All 1 pages downloaded and visually reviewed; SHA-256 e92bd01fa74d40c1c27b745f06c0b20c3df62b8d824fc4aff578eab4e96dd893
364648,"URBAN IMPROVEMENT OF COLUMBUS, INC.",SB98. PERM CANCEL PAST 2YR REINSTATEMENT WINDOW.,2025-11-05,PERMCAN,UNAVAILABLE,,"Live portal row preserved; no image was available, so underlying contents were not reviewed"
713613,"BLACKSHEEP FARMS, INC.",DOMESTIC ARTICLES/FOR PROFIT,1987-12-07,G285_0677,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G285_0677,All 7 pages downloaded and visually reviewed; SHA-256 47ba54128a9b2b348ea27197c0ecfab2eeb4ea04fc3bd0d0da9bbae06169f375
713613,"BLACKSHEEP FARMS, INC.",DOMESTIC CONTINUED EXISTENCE LETTER,1993-09-09,000000077412,UNAVAILABLE,,"Live portal row preserved; no image was available, so underlying contents were not reviewed"
713613,"BLACKSHEEP FARMS, INC.",DOMESTIC AGENT SUBSEQUENT APPOINTMENT,1993-10-01,H703_1584,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/H703_1584,All 4 pages downloaded and visually reviewed; SHA-256 c1abe58f8e8cebc9253f4b783b2f714fc389f4448fab92073cf347b36b5eaacf
713613,"BLACKSHEEP FARMS, INC.",DOMESTIC CONTINUED EXISTENCE,1993-11-08,000000077413,UNAVAILABLE,,"Live portal row preserved; no image was available, so underlying contents were not reviewed"
713613,"BLACKSHEEP FARMS, INC.",MERGED OUT OF EXISTENCE,1995-12-29,5422_1221,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/5422_1221,All 3 pages downloaded and visually reviewed; SHA-256 3434be183d50f7ee326cb2f01c1400a31f704f7d9088018c7bf0d203aaf9e929
769248,WESLEYAN CONSERVATION CORP.,DOMESTIC ARTICLES/FOR PROFIT,1990-03-21,G825_1992,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G825_1992,All 7 pages downloaded and visually reviewed; SHA-256 6156075fabf75f2305df325b4ab4f9174cecbb60ab7869cda9bc97c41bd9cc79
769248,WESLEYAN CONSERVATION CORP.,DOMESTIC CONTINUED EXISTENCE LETTER,1993-09-09,000000400892,UNAVAILABLE,,"Live portal row preserved; no image was available, so underlying contents were not reviewed"
769248,WESLEYAN CONSERVATION CORP.,DOMESTIC CONTINUED EXISTENCE,1993-11-08,000000400893,UNAVAILABLE,,"Live portal row preserved; no image was available, so underlying contents were not reviewed"
769248,WESLEYAN CONSERVATION CORP.,DOMESTIC AGENT SUBSEQUENT APPOINTMENT,1994-05-17,4132_0290,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/4132_0290,All 4 pages downloaded and visually reviewed; SHA-256 098b5d61fd5f75f02f4169d706221261c5eaedc3b13f3ffa45b78008251217aa
713548,"ARCHITONICS, INC.",DOMESTIC ARTICLES/FOR PROFIT,1987-12-07,G284_0971,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G284_0971,"All 7 pages visually reviewed; Wistner incorporator/original agent; no Epstein, Wexner, or parcel; SHA-256 6519822f20f9a3c2e6e8a018ebc013494f1e3bd2d2806db6dfa6392c4faddaa1"
713548,"ARCHITONICS, INC.",DOMESTIC/DISSOLUTION,1989-12-29,G805_0277,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G805_0277,All 7 pages visually reviewed; dissolution by unnamed sole shareholder; no parcel or asset recipient; SHA-256 c85bbb146cf762f1f8037136901d35a1141a9dbc06deeeaddb1dbf1f32c136b1
713548,"ARCHITONICS, INC.",DOMESTIC AGENT SUBSEQUENT APPOINTMENT,1989-12-29,G805_0277,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G805_0277,Same visually reviewed packet as dissolution; Snow is listed as secretary and statutory agent
713925,"SNOWBERRY HILLS, INC.",DOMESTIC ARTICLES/FOR PROFIT,1987-12-07,G288_0312,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G288_0312,All 6 pages downloaded and visually reviewed; SHA-256 29dc36bdf30c6834af346fb88a4bacde7367a99c1b797dcd6ff2848e1be0115d
713925,"SNOWBERRY HILLS, INC.",MERGED OUT OF EXISTENCE,1989-12-22,G774_0167,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G774_0167,All 3 pages downloaded and visually reviewed; SHA-256 49b7ab3e4e903e85fc0380e00a3addb6222104726a687418af166038480c9e9c
713843,"BRIARPATCH FIELDS, INC.",DOMESTIC ARTICLES/FOR PROFIT,1987-12-10,G287_0753,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G287_0753,All 6 pages downloaded and visually reviewed; SHA-256 754a367c4c013722fd3f7484838ffcda8d12e5ede8c1fa658c4df9661bd409bb
713843,"BRIARPATCH FIELDS, INC.",MERGED OUT OF EXISTENCE,1989-12-22,G774_0119,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G774_0119,All 3 pages downloaded and visually reviewed; SHA-256 367a73b94d50c53b1972be5a5d4d38961ba6de2d7c08fa1cc584bcae1713c1ab
713838,"CANDLEBERRY COVE, INC.",DOMESTIC ARTICLES/FOR PROFIT,1987-12-10,G287_0722,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G287_0722,All 7 pages downloaded and visually reviewed; SHA-256 227a6f334f0e32585111957480d6081bb45acc7f546ae372fc1f0b9622c51aba
713838,"CANDLEBERRY COVE, INC.",MERGED OUT OF EXISTENCE,1989-12-22,G774_0125,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G774_0125,All 3 pages downloaded and visually reviewed; SHA-256 a8603792f6151fc35f2f9d6018270781b9b95be7f841dac2ddf97743ee19f349
713922,"FRONTIER TRADERS, INC.",DOMESTIC ARTICLES/FOR PROFIT,1987-12-11,G288_0294,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G288_0294,All 6 pages downloaded and visually reviewed; SHA-256 226d8a0a88e3f611e2c2acbadad44043b082d7b71117b5ba770ad3db3add997a
713922,"FRONTIER TRADERS, INC.",MERGED OUT OF EXISTENCE,1989-12-22,G774_0137,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G774_0137,All 3 pages downloaded and visually reviewed; SHA-256 51b42521d6a111d605156ef0d76cd97b73b6de5a734dc46d050896b2ad31e9dd
713923,"KITZMILLER PROPERTIES, INC.",DOMESTIC ARTICLES/FOR PROFIT,1987-12-11,G288_0300,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G288_0300,All 6 pages downloaded and visually reviewed; SHA-256 06efe6756f3b9000a854e6af9bc180cdcae3c81c174068a22a29bf1a65992a30
713923,"KITZMILLER PROPERTIES, INC.",MERGED OUT OF EXISTENCE,1989-12-22,G774_0143,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G774_0143,All 3 pages downloaded and visually reviewed; SHA-256 0fe2ee50d015e848748ee8b367c7ed6af4826668c77c16898af9b4d70435a271
710873,"BLACKLICK PROPERTIES, INC.",DOMESTIC ARTICLES/FOR PROFIT,1987-12-14,G290_1418,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G290_1418,All 6 pages downloaded and visually reviewed; SHA-256 88de3629dc57658b84fbb90a4b0128f92a78c568c6961a893e572765c6e054c4
710873,"BLACKLICK PROPERTIES, INC.",MERGED OUT OF EXISTENCE,1989-12-22,G774_0116,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G774_0116,All 3 pages downloaded and visually reviewed; SHA-256 181bf6ff32b7284e79ba8c59f5feb457aa2b164a720e3a245714dc5f5fc66ff4
720364,VILLA DEVELOPMENT CORP.,DOMESTIC ARTICLES/FOR PROFIT,1988-03-09,G343_0252,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G343_0252,All 7 pages downloaded and visually reviewed; SHA-256 11a22c664f0580c940a5cc706d41c181574f63045f0c5ed6c940daebe2bb5c98
720364,VILLA DEVELOPMENT CORP.,MERGED OUT OF EXISTENCE,1989-12-22,G774_0182,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G774_0182,All 3 pages downloaded and visually reviewed; SHA-256 1bbefab23cd18a8adc710ac257df9459c30e863eca4e1cf1b9de09bf07d367e1
724615,DONNER DEVELOPMENT COMPANY,DOMESTIC ARTICLES/FOR PROFIT,1988-05-13,G379_0217,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G379_0217,All 6 pages downloaded and visually reviewed; SHA-256 8f62255ec0711516de5be8c922cc52ccc512f715dd9cfe4425bce831ff28a916
724615,DONNER DEVELOPMENT COMPANY,MERGED OUT OF EXISTENCE,1989-12-22,G774_0134,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G774_0134,All 3 pages downloaded and visually reviewed; SHA-256 63a397c2e54521d77cb14e6f51e4081f521e2c3134665beffd28586d018036b9
724620,"SUMMIT HOLDING, INC.",DOMESTIC ARTICLES/FOR PROFIT,1988-05-13,G379_0247,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G379_0247,All 6 pages downloaded and visually reviewed; SHA-256 6df24a42e71c29a0930bf61f3ef42bd1cfbf97be8fe8f2c8723ed90423379992
724620,"SUMMIT HOLDING, INC.",MERGED OUT OF EXISTENCE,1989-12-22,G774_0173,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G774_0173,All 3 pages downloaded and visually reviewed; SHA-256 2879f70188d83560ed189a2b886e6a4d8ab0f16047ab32b305614a689e4c4027
728765,CURRANT CORPORATION,DOMESTIC ARTICLES/FOR PROFIT,1988-07-15,G423_1530,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G423_1530,All 6 pages downloaded and visually reviewed; SHA-256 b339d5727e3707c0ced29417b2537698cf1572177d665b786d217039156acd55
728765,CURRANT CORPORATION,MERGED OUT OF EXISTENCE,1989-12-22,G774_0131,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G774_0131,All 3 pages downloaded and visually reviewed; SHA-256 4d8b66f0d3a317d98d7206336a6833e501b3243d2b92088590f4288433c6abf8
728767,MARGIN MANAGEMENT COMPANY,DOMESTIC ARTICLES/FOR PROFIT,1988-07-15,G423_1542,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G423_1542,All 6 pages downloaded and visually reviewed; SHA-256 4265b943f3d0ea826f9799520792644184b8d3c8829ab114dbcd64f18e7af27b
728767,MARGIN MANAGEMENT COMPANY,MERGED OUT OF EXISTENCE,1989-12-22,G774_0149,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G774_0149,All 3 pages downloaded and visually reviewed; SHA-256 93afc014b0b2f1a829f89449e25097d2c7e4e4b6c219b5e5e643e79e8b7fcd18
731364,GRAETON DEVELOPMENT COMPANY,DOMESTIC ARTICLES/FOR PROFIT,1988-08-24,G456_0356,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G456_0356,All 6 pages downloaded and visually reviewed; SHA-256 1b1d40bc546442030fa4418d083c5143493382bd5b9449c711dbcaed8d6f6a92
731364,GRAETON DEVELOPMENT COMPANY,MERGED OUT OF EXISTENCE,1989-12-22,G774_0140,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G774_0140,All 3 pages downloaded and visually reviewed; SHA-256 db58cf9db70923083576333538b0d522c17a69c0a34301ae070218f496a8e63f
679415,MAIN-HIGH DEVELOPMENT CORP.,DOMESTIC ARTICLES/FOR PROFIT,1986-06-11,F931_0311,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/F931_0311,All 7 pages visually reviewed; Snow signed as incorporator and accepted appointment as original statutory agent; 750 no-par common shares were authorized; SHA-256 d2d149dfce66ff2aada071267ce468b44946ca240913eb6079381577b71f0bf9
679415,MAIN-HIGH DEVELOPMENT CORP.,DOMESTIC/DISSOLUTION,1990-10-31,G985_0497,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G985_0497,All 6 pages visually reviewed; Kessler and Galbreath were directors; Snow was president/treasurer; McCoy was vice president/secretary; Snow was statutory agent; The authorizing resolution refers to shareholders in the plural but does not name them. SHA-256 9c07b4a0a693f747a94b190f586138a0c516596696261b498760bed6ecfe5ac6
679415,MAIN-HIGH DEVELOPMENT CORP.,DOMESTIC AGENT ADDRESS CHANGE,1990-10-31,G985_0497,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G985_0497,Same complete packet visually reviewed as the dissolution row; the live portal maps this agent event to that packet. No distinct appointment form is visible.
693864,THE ENCEE HOLDING CORP.,DOMESTIC ARTICLES/FOR PROFIT,1987-01-28,G087_0559,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G087_0559,All 7 pages visually reviewed; Wistner signed as incorporator and accepted appointment as original statutory agent; the articles state the limited property-agency purpose; SHA-256 59a9855770ee468af291090325aeaaea60bc716a917734625f47d1ab71f47e09
693864,THE ENCEE HOLDING CORP.,DOMESTIC/DISSOLUTION,1988-12-28,G532_1234,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1234,"All 6 pages visually reviewed; Schwartz was chairman/president; Rubenstein was vice president/treasurer; Snow was secretary and statutory agent; Schwartz, Kenneth J. Warren, and Rubenstein were directors; The authorizing sole shareholder is unnamed. SHA-256 21db76db04af2713b2ddaefe8cf672c34a66ef1de3b4e1fa1f50c3dd83fdea62"
693864,THE ENCEE HOLDING CORP.,DOMESTIC AGENT SUBSEQUENT APPOINTMENT,1988-12-28,G532_1234,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1234,Same complete packet visually reviewed as the dissolution row; the live portal maps this agent event to that packet. No distinct appointment form is visible.
695020,"NELC, INC.",DOMESTIC ARTICLES/FOR PROFIT,1987-02-18,G101_0615,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G101_0615,All 7 pages visually reviewed; Wistner signed as incorporator and accepted appointment as original statutory agent; the articles state the limited property-agency purpose; SHA-256 82e5586657611e44fa494e87f4fccb0cd73ccba05b55571818abc4b17bba14b3
695020,"NELC, INC.",DOMESTIC/DISSOLUTION,1988-12-28,G532_1156,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1156,"All 6 pages visually reviewed; Schwartz was chairman/president; Rubenstein was vice president/treasurer; Snow was secretary and statutory agent; Schwartz, Kenneth J. Warren, and Rubenstein were directors; The authorizing sole shareholder is unnamed. SHA-256 cf66c939d441ed3b01a594553eb5d29eb71c14a32be33d806d41d553fb69c747"
695020,"NELC, INC.",DOMESTIC AGENT SUBSEQUENT APPOINTMENT,1988-12-28,G532_1156,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1156,Same complete packet visually reviewed as the dissolution row; the live portal maps this agent event to that packet. No distinct appointment form is visible.
705933,GREAT EASTERN FASTENING CORP. II,DOMESTIC ARTICLES/FOR PROFIT,1987-07-30,G211_1367,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G211_1367,"All 8 pages visually reviewed; Wistner signed as incorporator and original agent; Great Eastern Fastening Corp. (Ohio 689907), through secretary Paul S. Coppel, formally consented to use of the Great Eastern Fastening Corp. II name; SHA-256 ebc77c0895ee7ae51d2458a465d5ca95625ea9e968ee28af75acef678540d5da"
705933,GREAT EASTERN FASTENING CORP. II,DOMESTIC/DISSOLUTION,1988-12-28,G532_1078,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1078,"All 6 pages visually reviewed; Schwartz was chairman/president; Rubenstein was vice president/treasurer; Snow was secretary and statutory agent; Schwartz, Kenneth J. Warren, and Rubenstein were directors; The authorizing sole shareholder is unnamed. SHA-256 28ab6a1d7808d2d58faf837cde546c5116f3d4b5b088b1fe2457bea08030910a"
705933,GREAT EASTERN FASTENING CORP. II,DOMESTIC AGENT SUBSEQUENT APPOINTMENT,1988-12-28,G532_1078,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1078,Same complete packet visually reviewed as the dissolution row; the live portal maps this agent event to that packet. No distinct appointment form is visible.
701784,"PETEL OF COLUMBUS CO. #1, INC.",DOMESTIC ARTICLES/FOR PROFIT,1987-05-29,G162_1546,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G162_1546,All 7 pages visually reviewed; Wistner signed as incorporator and accepted appointment as original statutory agent; 750 no-par common shares were authorized; SHA-256 6eae0812639b58bec66a3a6469b4f1fa78318b0c92af682c0b0aad5a8e8d2139
701784,"PETEL OF COLUMBUS CO. #1, INC.",DOMESTIC/DISSOLUTION,1988-12-28,G532_1180,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1180,"All 6 pages visually reviewed; Schwartz was chairman/president; Rubenstein was vice president/treasurer; Snow was secretary and statutory agent; Schwartz, Kenneth J. Warren, and Rubenstein were directors; The authorizing sole shareholder is unnamed. SHA-256 d8b32909d46d9bae43e1c750da056997556020fda2d32cb67a8d7ce40f78d629"
701784,"PETEL OF COLUMBUS CO. #1, INC.",DOMESTIC AGENT SUBSEQUENT APPOINTMENT,1988-12-28,G532_1180,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1180,Same complete packet visually reviewed as the dissolution row; the live portal maps this agent event to that packet. No distinct appointment form is visible.
712264,LEEACE INC.,DOMESTIC ARTICLES/FOR PROFIT,1987-12-14,G290_1442,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G290_1442,All 6 pages downloaded and visually reviewed; SHA-256 b96b5918915b9a178cf83f5b06a4444c17b0b54328c3a7e6a5721354592e3f5e
712264,LEEACE INC.,MERGED OUT OF EXISTENCE,1989-12-22,G774_0146,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G774_0146,All 3 pages downloaded and visually reviewed; SHA-256 e27f32e878390d2a8f39a13171e6ee0a4346a21a45d3a45c60acc436e107da35
714675,"SPRING HARBOR PROPERTIES, INC.",DOMESTIC ARTICLES/FOR PROFIT,1987-12-22,G294_1112,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G294_1112,All 6 pages downloaded and visually reviewed; SHA-256 e89296e311ae203d2b8ef31b562b9fc3fd233a83646d5b03eaa3e40f3fb54a1e
714675,"SPRING HARBOR PROPERTIES, INC.",MERGED OUT OF EXISTENCE,1989-12-22,G774_0170,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G774_0170,All 3 pages downloaded and visually reviewed; SHA-256 a87f01b36f1cda90f3bb5358d046112ee29abf3e3c61c5844c5c5ef87fc78b63
719943,MEADE DEVELOPMENT CORPORATION,DOMESTIC ARTICLES/FOR PROFIT,1988-03-04,G339_1089,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G339_1089,All 7 pages downloaded and visually reviewed; SHA-256 c5b39e3e7b3df050073226b1343e9c75ff48e436c630643aded0e6931238f85f
719943,MEADE DEVELOPMENT CORPORATION,MERGED OUT OF EXISTENCE,1989-12-22,G774_0152,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G774_0152,All 3 pages downloaded and visually reviewed; SHA-256 2da546ec4f0452b6bb8ac75319cd6cc842c61b43484a08fa0dbdd8cb878cc079
720366,"CHESSER ESTATES, INC.",DOMESTIC ARTICLES/FOR PROFIT,1988-03-09,G343_0266,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G343_0266,All 7 pages downloaded and visually reviewed; SHA-256 948a8982b17e5a0c717c0bb319f2d69aed134de5b93287eff619f4a81d4fd1ee
720366,"CHESSER ESTATES, INC.",MERGED OUT OF EXISTENCE,1989-12-22,G774_0128,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G774_0128,All 3 pages downloaded and visually reviewed; SHA-256 0723612e7a3e816028402c6b5b100267f633bceef8b203b5b271bf3a6eb0322a
720361,"PALM PROPERTIES, INC.",DOMESTIC ARTICLES/FOR PROFIT,1988-03-09,G343_0231,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G343_0231,All 7 pages downloaded and visually reviewed; SHA-256 e5760003d93226c9e2bb3c4a1f4c9347b3ecd3769aee2c221161893b8b891c42
720361,"PALM PROPERTIES, INC.",MERGED OUT OF EXISTENCE,1989-12-22,G774_0164,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G774_0164,All 3 pages downloaded and visually reviewed; SHA-256 52283b82fca0a4258777daac4ea90208442dff641bb2f2137ed1e4da50dd03d3
720489,"TIMBRE PROPERTIES, INC.",DOMESTIC ARTICLES/FOR PROFIT,1988-03-09,G344_0548,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G344_0548,All 7 pages downloaded and visually reviewed; SHA-256 277f83f0ad6a688841667b74fdfe2a3defcac6531e012150dc125d7352dfd5d7
