event_id,source_id,source_sha256,source_url,license_num,license_number,date,archive_date,document_vote_date,page_start,page_end,item_number,event_type,action_subtype,event_subtype,outcome,outcome_text,decision_bearing,board_granted_application,completed_sale_verified,actions,ambiguity_notes,candidate_id,canonical_source_id,classification,collateral_as_stated,current_lien_verified,disposition,from_address,heading,item,item_text,item_text_sha256,license_id_raw,license_num_as_supplied,license_number_raw,license_numbers,license_scope,licensee,licensee_dba,licensee_heading,normalized_license_num,original_year_artifact,outcome_text_raw,page,parties,pledge_recipient,pledge_recipient_raw,pledge_recipients,pledging_entity,review_status,source_hash,source_quote,source_urls,source_window,to_address,transferee,transferee_dba,transferor,transferor_dba
BLB-2023-07-20-047-pledge,BLB-2023-07-20,72aba312d74cd7d2141f460e3d1732e4385bbe984260d622bb5c2b518ba908f5,https://www.boston.gov/sites/default/files/file/2023/07/Voting%20Minutes%207-20-23.docx.pdf,LB101933,LB-101933,2023-07-20,2023-07-20,2023-07-20,13,13,1,license_pledge,pledge_application_disposition,,granted,Granted,True,True,False,,"[""The opening reference to a prior deferral is historical context; this document's explicit final disposition is Granted.""]",BLB-2023-07-20-047,BLB-2023-07-20,,,,granted,"3096-3104 Washington St., Roxbury, MA 02119","The Board deferred the following to allow for completion of the community process: Vinna’s, LLC",1,"1. The Board deferred the following to allow for completion of the community process: Vinna’s, LLC
d/b/a Chauncey Liquors, located at 3096-3104 Washington St., Roxbury, MA 02119 License #:
LB-101933 Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned to transfer
the license from the above - To: Chauncy Liquor, Inc. d/b/a Chauncy Liquor Mart (at the same
location). Trang Ho, Manager. Closing hour at 11:00 PM. Lastly, has petitioned to pledge the License
and Inventory to Rockland Trust Company. Attorney: John M. Mooradian.

Granted",4ef4cdd034d8333fa251ef44593098b0ff2c487a1910b3cb82be9e6a8f7f6a81,,LB101933,,"[""LB-101933""]",explicit_alcohol,"Chauncy Liquor, Inc.",Chauncy Liquor Mart,"Vinna’s, LLC",LB101933,2023/events.json,,13,,Rockland Trust Company,,,,,72aba312d74cd7d2141f460e3d1732e4385bbe984260d622bb5c2b518ba908f5,"1. The Board deferred the following to allow for completion of the community process: Vinna’s, LLC
d/b/a Chauncey Liquors, located at 3096-3104 Washington St., Roxbury, MA 02119 License #:
LB-101933 Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned to transfer
the license from the above - To: Chauncy Liquor, Inc. d/b/a Chauncy Liquor Mart (at the same
location). Trang Ho, Manager. Closing hour at 11:00 PM. Lastly, has petitioned to pledge the License
and Inventory to Rockland Trust Company. Attorney: John M. Mooradian.

Granted","[""https://www.boston.gov/sites/default/files/file/2023/07/Voting%20Minutes%207-20-23.docx.pdf""]",2020-2023,,,,,
BLB-2023-07-20-047-transfer,BLB-2023-07-20,72aba312d74cd7d2141f460e3d1732e4385bbe984260d622bb5c2b518ba908f5,https://www.boston.gov/sites/default/files/file/2023/07/Voting%20Minutes%207-20-23.docx.pdf,LB101933,LB-101933,2023-07-20,2023-07-20,2023-07-20,13,13,1,license_transfer,transfer_application_disposition,,granted,Granted,True,True,False,,"[""The opening reference to a prior deferral is historical context; this document's explicit final disposition is Granted.""]",BLB-2023-07-20-047,BLB-2023-07-20,,,,granted,"3096-3104 Washington St., Roxbury, MA 02119","The Board deferred the following to allow for completion of the community process: Vinna’s, LLC",1,"1. The Board deferred the following to allow for completion of the community process: Vinna’s, LLC
d/b/a Chauncey Liquors, located at 3096-3104 Washington St., Roxbury, MA 02119 License #:
LB-101933 Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned to transfer
the license from the above - To: Chauncy Liquor, Inc. d/b/a Chauncy Liquor Mart (at the same
location). Trang Ho, Manager. Closing hour at 11:00 PM. Lastly, has petitioned to pledge the License
and Inventory to Rockland Trust Company. Attorney: John M. Mooradian.

Granted",4ef4cdd034d8333fa251ef44593098b0ff2c487a1910b3cb82be9e6a8f7f6a81,,LB101933,,"[""LB-101933""]",explicit_alcohol,"Vinna’s, LLC",Chauncey Liquors,"Vinna’s, LLC",LB101933,2023/events.json,,13,,,,,,,72aba312d74cd7d2141f460e3d1732e4385bbe984260d622bb5c2b518ba908f5,"1. The Board deferred the following to allow for completion of the community process: Vinna’s, LLC
d/b/a Chauncey Liquors, located at 3096-3104 Washington St., Roxbury, MA 02119 License #:
LB-101933 Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned to transfer
the license from the above - To: Chauncy Liquor, Inc. d/b/a Chauncy Liquor Mart (at the same
location). Trang Ho, Manager. Closing hour at 11:00 PM. Lastly, has petitioned to pledge the License
and Inventory to Rockland Trust Company. Attorney: John M. Mooradian.

Granted","[""https://www.boston.gov/sites/default/files/file/2023/07/Voting%20Minutes%207-20-23.docx.pdf""]",2020-2023,"3096-3104 Washington St., Roxbury, MA 02119","Chauncy Liquor, Inc.",Chauncy Liquor Mart,"Vinna’s, LLC",Chauncey Liquors
BLB-2023-08-17-027-pledge,BLB-2023-08-17,9721de924724aec13302e24c9ca97a364ed5614f0045d4aac702ab6a5eda93cf,https://www.boston.gov/sites/default/files/file/2023/08/8-17%20Voting%20Minutes%20.docx%20%282%29.pdf,LB99088,LB-99088,2023-08-17,2023-08-17,2023-08-17,8,8,17,license_pledge,pledge_application_disposition,,granted,Granted,True,True,False,,[],BLB-2023-08-17-027,BLB-2023-08-17,,,,granted,"250 Hanover St., Boston, MA 02113","Umbria North End, Inc.",17,"17. Umbria North End, Inc.

Doing business as: Umbria
250 Hanover St., Boston, MA 02113
License #: LB-99088
Holder of an Common Victualler All-Alcoholic Beverages License has petitioned to Pledge the
License to: Eagle Bank. Attorney: Marshall F. Newman.

Granted
__________________________________________________________________________________",aa36c1d5cbc9201672c24f155ffc59e00d463544f451ab43dd6b7e28b043f0a8,,LB99088,,"[""LB-99088""]",explicit_alcohol,"Umbria North End, Inc.",Umbria,"Umbria North End, Inc.",LB99088,2023/events.json,,8,,Eagle Bank,,,,,9721de924724aec13302e24c9ca97a364ed5614f0045d4aac702ab6a5eda93cf,"17. Umbria North End, Inc.

Doing business as: Umbria
250 Hanover St., Boston, MA 02113
License #: LB-99088
Holder of an Common Victualler All-Alcoholic Beverages License has petitioned to Pledge the
License to: Eagle Bank. Attorney: Marshall F. Newman.

Granted
__________________________________________________________________________________","[""https://www.boston.gov/sites/default/files/file/2023/08/8-17%20Voting%20Minutes%20.docx%20%282%29.pdf""]",2020-2023,,,,,
BLB-2023-08-17-036-transfer,BLB-2023-08-17,9721de924724aec13302e24c9ca97a364ed5614f0045d4aac702ab6a5eda93cf,https://www.boston.gov/sites/default/files/file/2023/08/8-17%20Voting%20Minutes%20.docx%20%282%29.pdf,LB102024,LB-102024,2023-08-17,2023-08-17,2023-08-17,11,11,26,license_transfer,transfer_application_disposition,,granted,Granted,True,True,False,,[],BLB-2023-08-17-036,BLB-2023-08-17,,,,granted,"165 Belgrade Ave., Roslindale, MA 02131","Tanzila, Inc.",26,"26. Tanzila, Inc.

Doing business as: Home Market
165 Belgrade Ave., Roslindale, MA 02131
License #: LB-102024
Holder of a Retail Package Store Wines and Malt Beverages License has petitioned to transfer the
license from the above – To: Top Tier Enterprise Inc. D/B/A Home Market (at the same location).
Rose Letang, Manager. 11:00 PM Closing Hour. Attorney: Thomas T. Truax

Granted

__________________________________________________________________________________",b82cc92d27e9f3f6bec7fe9dd2e64391eababc3abf92ba3ec0057933ee2dd817,,LB102024,,"[""LB-102024""]",explicit_alcohol,"Tanzila, Inc.",Home Market,"Tanzila, Inc.",LB102024,2023/events.json,,11,,,,,,,9721de924724aec13302e24c9ca97a364ed5614f0045d4aac702ab6a5eda93cf,"26. Tanzila, Inc.

Doing business as: Home Market
165 Belgrade Ave., Roslindale, MA 02131
License #: LB-102024
Holder of a Retail Package Store Wines and Malt Beverages License has petitioned to transfer the
license from the above – To: Top Tier Enterprise Inc. D/B/A Home Market (at the same location).
Rose Letang, Manager. 11:00 PM Closing Hour. Attorney: Thomas T. Truax

Granted

__________________________________________________________________________________","[""https://www.boston.gov/sites/default/files/file/2023/08/8-17%20Voting%20Minutes%20.docx%20%282%29.pdf""]",2020-2023,"165 Belgrade Ave., Roslindale, MA 02131",Top Tier Enterprise Inc.,Home Market,"Tanzila, Inc.",Home Market
BLB-2023-08-17-037-transfer,BLB-2023-08-17,9721de924724aec13302e24c9ca97a364ed5614f0045d4aac702ab6a5eda93cf,https://www.boston.gov/sites/default/files/file/2023/08/8-17%20Voting%20Minutes%20.docx%20%282%29.pdf,LB99579,LB-99579,2023-08-17,2023-08-17,2023-08-17,11,11,27,license_transfer,transfer_application_disposition,,deferred,Deferred to allow for completion of the community process,True,False,False,,[],BLB-2023-08-17-037,BLB-2023-08-17,,,,deferred,"592A - 592 Tremont St., Roxbury, MA 02118",House of Siam Inc.,27,"27. House of Siam Inc.

Doing business as: House of Siam on Tremont
592A - 592 Tremont St., Roxbury, MA 02118
License #: LB-99579
Holder of a Common Victualler 7 Day Wines and Malt Beverages License has petitioned to transfer
the license and the location from the above – To: CJ & BT Corporation D/B/A Saigon Chicken House,
223 Adams Street Dorchester, MA 02122. Premise consists of – The Restaurant has 2 exits, 1 in the
front and 1 in the back of the building. The front of the restaurant is dine-in with a capacity for 60
people. There are 2 restrooms on the right side of the restaurant. The back of the restaurant is divided
into 2 parts, half is a kitchen area, the other half is a basement for storage with one walk-in cooler and
4 freezers with an ice machine. Phuong K. Huynh, Manager. Closing hour 12:00 AM. Secondly, has
petitioned to change the classification of its license -To Wines, Malt Beverages and Liqueurs pursuant
to the authority contained in Chapter 481 of the Acts of 1994.
Attorney: Joseph P. Hanley

Deferred to allow for completion of the community process
__________________________________________________________________________________",f7f2a214f5b398c3546bacf7779c57b25bcdb4aafc136d94bcd0895bab9e6acb,,LB99579,,"[""LB-99579""]",explicit_alcohol,House of Siam Inc.,House of Siam on Tremont,House of Siam Inc.,LB99579,2023/events.json,,11,,,,,,,9721de924724aec13302e24c9ca97a364ed5614f0045d4aac702ab6a5eda93cf,"27. House of Siam Inc.

Doing business as: House of Siam on Tremont
592A - 592 Tremont St., Roxbury, MA 02118
License #: LB-99579
Holder of a Common Victualler 7 Day Wines and Malt Beverages License has petitioned to transfer
the license and the location from the above – To: CJ & BT Corporation D/B/A Saigon Chicken House,
223 Adams Street Dorchester, MA 02122. Premise consists of – The Restaurant has 2 exits, 1 in the
front and 1 in the back of the building. The front of the restaurant is dine-in with a capacity for 60
people. There are 2 restrooms on the right side of the restaurant. The back of the restaurant is divided
into 2 parts, half is a kitchen area, the other half is a basement for storage with one walk-in cooler and
4 freezers with an ice machine. Phuong K. Huynh, Manager. Closing hour 12:00 AM. Secondly, has
petitioned to change the classification of its license -To Wines, Malt Beverages and Liqueurs pursuant
to the authority contained in Chapter 481 of the Acts of 1994.
Attorney: Joseph P. Hanley

Deferred to allow for completion of the community process
__________________________________________________________________________________","[""https://www.boston.gov/sites/default/files/file/2023/08/8-17%20Voting%20Minutes%20.docx%20%282%29.pdf""]",2020-2023,"223 Adams Street Dorchester, MA 02122",CJ & BT Corporation,Saigon Chicken House,House of Siam Inc.,House of Siam on Tremont
BLB-2023-08-17-038-transfer,BLB-2023-08-17,9721de924724aec13302e24c9ca97a364ed5614f0045d4aac702ab6a5eda93cf,https://www.boston.gov/sites/default/files/file/2023/08/8-17%20Voting%20Minutes%20.docx%20%282%29.pdf,LB99557,LB-99557,2023-08-17,2023-08-17,2023-08-17,11,11,28,license_transfer,transfer_application_disposition,,granted,Granted,True,True,False,,[],BLB-2023-08-17-038,BLB-2023-08-17,,,,granted,"1799 Commonwealth Ave., Brighton, MA 02135","Tawan Shine, Inc.",28,"28. Tawan Shine, Inc.

Doing business as: Pho #1 Brighton
1799 Commonwealth Ave., Brighton, MA 02135
License #: LB-99557
Holder of a Common Victualler 7 Day Wines and Malt Beverages License has petitioned to transfer the
license from the above-To: Pho Zabb Inc. D/B/A Pho Zabb (at the same location). Sumalee Jaiprasert,
Manager. Closing hour, 1100 PM.

Granted
___________________________________________________________________________________",ad2058abaeb59fc6d6e6849ef0ed4d1f171b60357d2057e7943c8ffe3de4235a,,LB99557,,"[""LB-99557""]",explicit_alcohol,"Tawan Shine, Inc.",Pho #1 Brighton,"Tawan Shine, Inc.",LB99557,2023/events.json,,11,,,,,,,9721de924724aec13302e24c9ca97a364ed5614f0045d4aac702ab6a5eda93cf,"28. Tawan Shine, Inc.

Doing business as: Pho #1 Brighton
1799 Commonwealth Ave., Brighton, MA 02135
License #: LB-99557
Holder of a Common Victualler 7 Day Wines and Malt Beverages License has petitioned to transfer the
license from the above-To: Pho Zabb Inc. D/B/A Pho Zabb (at the same location). Sumalee Jaiprasert,
Manager. Closing hour, 1100 PM.

Granted
___________________________________________________________________________________","[""https://www.boston.gov/sites/default/files/file/2023/08/8-17%20Voting%20Minutes%20.docx%20%282%29.pdf""]",2020-2023,"1799 Commonwealth Ave., Brighton, MA 02135",Pho Zabb Inc.,Pho Zabb,"Tawan Shine, Inc.",Pho #1 Brighton
BLB-2023-08-17-039-transfer,BLB-2023-08-17,9721de924724aec13302e24c9ca97a364ed5614f0045d4aac702ab6a5eda93cf,https://www.boston.gov/sites/default/files/file/2023/08/8-17%20Voting%20Minutes%20.docx%20%282%29.pdf,LB98964,LB-98964,2023-08-17,2023-08-17,2023-08-17,12,12,29,license_transfer,transfer_application_disposition,,granted,Granted,True,True,False,,[],BLB-2023-08-17-039,BLB-2023-08-17,,,,granted,"145 Ipswich St., Boston, MA 02215","Lucky Strike Jillian’s, LLC",29,"29. Lucky Strike Jillian’s, LLC

Doing business as: Jillian’s Billiards Club
145 Ipswich St., Boston, MA 02215
License #: LB-98964
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to transfer the
license from the above - To: AMF Bowling Centers Inc. D/B/A Jillian's Billiards Club (at the same
location). Ivy Hudson, Manager. Closing Hour 12:00 AM.
Attorney: Patricia Lang Farnsworth

Granted
___________________________________________________________________________________",4733902337ca9235f01ea75694b894223fc0bf5bb3004548db501df24b92ceb3,,LB98964,,"[""LB-98964""]",explicit_alcohol,"Lucky Strike Jillian’s, LLC",Jillian’s Billiards Club,"Lucky Strike Jillian’s, LLC",LB98964,2023/events.json,,12,,,,,,,9721de924724aec13302e24c9ca97a364ed5614f0045d4aac702ab6a5eda93cf,"29. Lucky Strike Jillian’s, LLC

Doing business as: Jillian’s Billiards Club
145 Ipswich St., Boston, MA 02215
License #: LB-98964
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to transfer the
license from the above - To: AMF Bowling Centers Inc. D/B/A Jillian's Billiards Club (at the same
location). Ivy Hudson, Manager. Closing Hour 12:00 AM.
Attorney: Patricia Lang Farnsworth

Granted
___________________________________________________________________________________","[""https://www.boston.gov/sites/default/files/file/2023/08/8-17%20Voting%20Minutes%20.docx%20%282%29.pdf""]",2020-2023,"145 Ipswich St., Boston, MA 02215",AMF Bowling Centers Inc.,Jillian's Billiards Club,"Lucky Strike Jillian’s, LLC",Jillian’s Billiards Club
BLB-2023-08-17-040-pledge,BLB-2023-08-17,9721de924724aec13302e24c9ca97a364ed5614f0045d4aac702ab6a5eda93cf,https://www.boston.gov/sites/default/files/file/2023/08/8-17%20Voting%20Minutes%20.docx%20%282%29.pdf,LB99202,LB-99202,2023-08-17,2023-08-17,2023-08-17,12,12,30,license_pledge,pledge_application_disposition,,granted,"Granted
The Board will not issue any license until the community process has been completed",True,True,False,,"[""Explicit grant condition retained in outcome_text; condition satisfaction and transaction closing are not established.""]",BLB-2023-08-17-040,BLB-2023-08-17,,,,granted,"222 Berkeley St., Boston, MA 02116",500 Boylston & 222 Berkeley TRS (DE) LLC,30,"30. 500 Boylston & 222 Berkeley TRS (DE) LLC

Doing business as: Tico
222 Berkeley St., Boston, MA 02116
License #: LB-99202
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to transfer the
license from the above - To: STK Boston, LLC D/B/A STK Steakhouse (at the same location). Stacey
Perrone, Manager. Closing Hour 2:00 AM. Secondly, has petitioned to update the description of
premise From: In one room with an outdoor cafe on the first floor; kitchen and storage room in the
rear. MANAGEMENT AGREEMENT APPROVED BY BLB AND ABCC BETWEEN 500 Boylston
& 222 Berkeley TRS (DE), LLC and Good Essen-222 Berkeley, LLC. CAPACITY CEVICHE BAT 7
STOOLS, MAIN BAR 15 STOOLS, TABLE & CHAIRS 175, OUTSIDE COURTYARD 56
SEATED. To: In one room on first floor with outdoor patio on private property; kitchen bathrooms,
and storage room in rear. Interior seating of 140; patio seating of 62 on private property (annual,
January through December, weather permitting with a 2:00 AM closing hour). Lastly, has petitioned to
pledge the license to 500 Boylston & 222 Berkeley TRS.
Attorney: Adam R. Barnosky

Granted
The Board will not issue any license until the community process has been completed

_________________________________________________________________________________",4b4871552890e20f68eb9592eb91850e3b4b20a66e3ca3f15020ff241e415977,,LB99202,,"[""LB-99202""]",explicit_alcohol,"STK Boston, LLC",STK Steakhouse,500 Boylston & 222 Berkeley TRS (DE) LLC,LB99202,2023/events.json,,12,,500 Boylston & 222 Berkeley TRS,,,,,9721de924724aec13302e24c9ca97a364ed5614f0045d4aac702ab6a5eda93cf,"30. 500 Boylston & 222 Berkeley TRS (DE) LLC

Doing business as: Tico
222 Berkeley St., Boston, MA 02116
License #: LB-99202
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to transfer the
license from the above - To: STK Boston, LLC D/B/A STK Steakhouse (at the same location). Stacey
Perrone, Manager. Closing Hour 2:00 AM. Secondly, has petitioned to update the description of
premise From: In one room with an outdoor cafe on the first floor; kitchen and storage room in the
rear. MANAGEMENT AGREEMENT APPROVED BY BLB AND ABCC BETWEEN 500 Boylston
& 222 Berkeley TRS (DE), LLC and Good Essen-222 Berkeley, LLC. CAPACITY CEVICHE BAT 7
STOOLS, MAIN BAR 15 STOOLS, TABLE & CHAIRS 175, OUTSIDE COURTYARD 56
SEATED. To: In one room on first floor with outdoor patio on private property; kitchen bathrooms,
and storage room in rear. Interior seating of 140; patio seating of 62 on private property (annual,
January through December, weather permitting with a 2:00 AM closing hour). Lastly, has petitioned to
pledge the license to 500 Boylston & 222 Berkeley TRS.
Attorney: Adam R. Barnosky

Granted
The Board will not issue any license until the community process has been completed

_________________________________________________________________________________","[""https://www.boston.gov/sites/default/files/file/2023/08/8-17%20Voting%20Minutes%20.docx%20%282%29.pdf""]",2020-2023,,,,,
BLB-2023-08-17-040-transfer,BLB-2023-08-17,9721de924724aec13302e24c9ca97a364ed5614f0045d4aac702ab6a5eda93cf,https://www.boston.gov/sites/default/files/file/2023/08/8-17%20Voting%20Minutes%20.docx%20%282%29.pdf,LB99202,LB-99202,2023-08-17,2023-08-17,2023-08-17,12,12,30,license_transfer,transfer_application_disposition,,granted,"Granted
The Board will not issue any license until the community process has been completed",True,True,False,,"[""Explicit grant condition retained in outcome_text; condition satisfaction and transaction closing are not established.""]",BLB-2023-08-17-040,BLB-2023-08-17,,,,granted,"222 Berkeley St., Boston, MA 02116",500 Boylston & 222 Berkeley TRS (DE) LLC,30,"30. 500 Boylston & 222 Berkeley TRS (DE) LLC

Doing business as: Tico
222 Berkeley St., Boston, MA 02116
License #: LB-99202
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to transfer the
license from the above - To: STK Boston, LLC D/B/A STK Steakhouse (at the same location). Stacey
Perrone, Manager. Closing Hour 2:00 AM. Secondly, has petitioned to update the description of
premise From: In one room with an outdoor cafe on the first floor; kitchen and storage room in the
rear. MANAGEMENT AGREEMENT APPROVED BY BLB AND ABCC BETWEEN 500 Boylston
& 222 Berkeley TRS (DE), LLC and Good Essen-222 Berkeley, LLC. CAPACITY CEVICHE BAT 7
STOOLS, MAIN BAR 15 STOOLS, TABLE & CHAIRS 175, OUTSIDE COURTYARD 56
SEATED. To: In one room on first floor with outdoor patio on private property; kitchen bathrooms,
and storage room in rear. Interior seating of 140; patio seating of 62 on private property (annual,
January through December, weather permitting with a 2:00 AM closing hour). Lastly, has petitioned to
pledge the license to 500 Boylston & 222 Berkeley TRS.
Attorney: Adam R. Barnosky

Granted
The Board will not issue any license until the community process has been completed

_________________________________________________________________________________",4b4871552890e20f68eb9592eb91850e3b4b20a66e3ca3f15020ff241e415977,,LB99202,,"[""LB-99202""]",explicit_alcohol,500 Boylston & 222 Berkeley TRS (DE) LLC,Tico,500 Boylston & 222 Berkeley TRS (DE) LLC,LB99202,2023/events.json,,12,,,,,,,9721de924724aec13302e24c9ca97a364ed5614f0045d4aac702ab6a5eda93cf,"30. 500 Boylston & 222 Berkeley TRS (DE) LLC

Doing business as: Tico
222 Berkeley St., Boston, MA 02116
License #: LB-99202
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to transfer the
license from the above - To: STK Boston, LLC D/B/A STK Steakhouse (at the same location). Stacey
Perrone, Manager. Closing Hour 2:00 AM. Secondly, has petitioned to update the description of
premise From: In one room with an outdoor cafe on the first floor; kitchen and storage room in the
rear. MANAGEMENT AGREEMENT APPROVED BY BLB AND ABCC BETWEEN 500 Boylston
& 222 Berkeley TRS (DE), LLC and Good Essen-222 Berkeley, LLC. CAPACITY CEVICHE BAT 7
STOOLS, MAIN BAR 15 STOOLS, TABLE & CHAIRS 175, OUTSIDE COURTYARD 56
SEATED. To: In one room on first floor with outdoor patio on private property; kitchen bathrooms,
and storage room in rear. Interior seating of 140; patio seating of 62 on private property (annual,
January through December, weather permitting with a 2:00 AM closing hour). Lastly, has petitioned to
pledge the license to 500 Boylston & 222 Berkeley TRS.
Attorney: Adam R. Barnosky

Granted
The Board will not issue any license until the community process has been completed

_________________________________________________________________________________","[""https://www.boston.gov/sites/default/files/file/2023/08/8-17%20Voting%20Minutes%20.docx%20%282%29.pdf""]",2020-2023,"222 Berkeley St., Boston, MA 02116","STK Boston, LLC",STK Steakhouse,500 Boylston & 222 Berkeley TRS (DE) LLC,Tico
BLB-2023-08-17-041-pledge,BLB-2023-08-17,9721de924724aec13302e24c9ca97a364ed5614f0045d4aac702ab6a5eda93cf,https://www.boston.gov/sites/default/files/file/2023/08/8-17%20Voting%20Minutes%20.docx%20%282%29.pdf,LB98952,LB-98952,2023-08-17,2023-08-17,2023-08-17,13,13,31,license_pledge,pledge_application_disposition,,granted,Granted,True,True,False,,[],BLB-2023-08-17-041,BLB-2023-08-17,,,,granted,"909 Boylston St., Boston, MA 02115",907 Boylston Street LLC,31,"31. 907 Boylston Street LLC

Doing business as: The Pour House
909 Boylston St., Boston, MA 02115
License #: LB-98952
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to transfer the
license from the above - To: Dani’s Queer Bar, LLC D/B/A Dani’s Queer Bar (at the same location).
Thais Rocha, Manager. Closing Hour 2:00 AM. Secondly, has petitioned to amend the description of
premise From: Rear exit to public alley; in one room, kitchen and storage on 1 st. floor with a capacity
of 153 persons; one room, kitchen and storage area in basement with a capacity of 149. To:
Approximately 3,800SF of rentable space located at 907 Boylston street, A.K.A. 907-909 Boylston
Street. (A) Rear exit to public alley; one room, kitchen and storage on first floor with a capacity of
153 persons (2,000SF); (B) one room, kitchen and storage area in basement with a capacity of 149
(1,800SF). Lastly, has petitioned to pledge the license to 907 Boylston Street LLC.
Attorney: Adam R. Barnosky

Granted
__________________________________________________________________________________",d6aa0d69228869b9852d8bfc41f40c17440fbbc7b94785aa2ed040221fd10135,,LB98952,,"[""LB-98952""]",explicit_alcohol,"Dani’s Queer Bar, LLC",Dani’s Queer Bar,907 Boylston Street LLC,LB98952,2023/events.json,,13,,907 Boylston Street LLC,,,,,9721de924724aec13302e24c9ca97a364ed5614f0045d4aac702ab6a5eda93cf,"31. 907 Boylston Street LLC

Doing business as: The Pour House
909 Boylston St., Boston, MA 02115
License #: LB-98952
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to transfer the
license from the above - To: Dani’s Queer Bar, LLC D/B/A Dani’s Queer Bar (at the same location).
Thais Rocha, Manager. Closing Hour 2:00 AM. Secondly, has petitioned to amend the description of
premise From: Rear exit to public alley; in one room, kitchen and storage on 1 st. floor with a capacity
of 153 persons; one room, kitchen and storage area in basement with a capacity of 149. To:
Approximately 3,800SF of rentable space located at 907 Boylston street, A.K.A. 907-909 Boylston
Street. (A) Rear exit to public alley; one room, kitchen and storage on first floor with a capacity of
153 persons (2,000SF); (B) one room, kitchen and storage area in basement with a capacity of 149
(1,800SF). Lastly, has petitioned to pledge the license to 907 Boylston Street LLC.
Attorney: Adam R. Barnosky

Granted
__________________________________________________________________________________","[""https://www.boston.gov/sites/default/files/file/2023/08/8-17%20Voting%20Minutes%20.docx%20%282%29.pdf""]",2020-2023,,,,,
BLB-2023-08-17-041-transfer,BLB-2023-08-17,9721de924724aec13302e24c9ca97a364ed5614f0045d4aac702ab6a5eda93cf,https://www.boston.gov/sites/default/files/file/2023/08/8-17%20Voting%20Minutes%20.docx%20%282%29.pdf,LB98952,LB-98952,2023-08-17,2023-08-17,2023-08-17,13,13,31,license_transfer,transfer_application_disposition,,granted,Granted,True,True,False,,[],BLB-2023-08-17-041,BLB-2023-08-17,,,,granted,"909 Boylston St., Boston, MA 02115",907 Boylston Street LLC,31,"31. 907 Boylston Street LLC

Doing business as: The Pour House
909 Boylston St., Boston, MA 02115
License #: LB-98952
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to transfer the
license from the above - To: Dani’s Queer Bar, LLC D/B/A Dani’s Queer Bar (at the same location).
Thais Rocha, Manager. Closing Hour 2:00 AM. Secondly, has petitioned to amend the description of
premise From: Rear exit to public alley; in one room, kitchen and storage on 1 st. floor with a capacity
of 153 persons; one room, kitchen and storage area in basement with a capacity of 149. To:
Approximately 3,800SF of rentable space located at 907 Boylston street, A.K.A. 907-909 Boylston
Street. (A) Rear exit to public alley; one room, kitchen and storage on first floor with a capacity of
153 persons (2,000SF); (B) one room, kitchen and storage area in basement with a capacity of 149
(1,800SF). Lastly, has petitioned to pledge the license to 907 Boylston Street LLC.
Attorney: Adam R. Barnosky

Granted
__________________________________________________________________________________",d6aa0d69228869b9852d8bfc41f40c17440fbbc7b94785aa2ed040221fd10135,,LB98952,,"[""LB-98952""]",explicit_alcohol,907 Boylston Street LLC,The Pour House,907 Boylston Street LLC,LB98952,2023/events.json,,13,,,,,,,9721de924724aec13302e24c9ca97a364ed5614f0045d4aac702ab6a5eda93cf,"31. 907 Boylston Street LLC

Doing business as: The Pour House
909 Boylston St., Boston, MA 02115
License #: LB-98952
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to transfer the
license from the above - To: Dani’s Queer Bar, LLC D/B/A Dani’s Queer Bar (at the same location).
Thais Rocha, Manager. Closing Hour 2:00 AM. Secondly, has petitioned to amend the description of
premise From: Rear exit to public alley; in one room, kitchen and storage on 1 st. floor with a capacity
of 153 persons; one room, kitchen and storage area in basement with a capacity of 149. To:
Approximately 3,800SF of rentable space located at 907 Boylston street, A.K.A. 907-909 Boylston
Street. (A) Rear exit to public alley; one room, kitchen and storage on first floor with a capacity of
153 persons (2,000SF); (B) one room, kitchen and storage area in basement with a capacity of 149
(1,800SF). Lastly, has petitioned to pledge the license to 907 Boylston Street LLC.
Attorney: Adam R. Barnosky

Granted
__________________________________________________________________________________","[""https://www.boston.gov/sites/default/files/file/2023/08/8-17%20Voting%20Minutes%20.docx%20%282%29.pdf""]",2020-2023,"909 Boylston St., Boston, MA 02115","Dani’s Queer Bar, LLC",Dani’s Queer Bar,907 Boylston Street LLC,The Pour House
