event_id,source_id,license_num,license_number_as_printed,license_id_missing,decision_date,event_type,action_subtype,outcome,outcome_text,board_granted_application,referenced_approval_date,transferor,transferor_dba,transferee,transferee_dba,licensee_heading,pledge_recipient,from_address,to_address,source_url,source_page_url,page_start,page_end,item_number,ambiguity_notes
BLB-2024-09-12-T-21,BLB-2024-09-12,LB99676,LB-99676,False,2024-09-12,license_transfer,transfer_application_disposition,granted,Granted,True,,"Our Father’s Deli, LLC",Our Father’s Deli,"Elephantine, LLC",Elephantine Bakery,,,"1301 Boylston St, Boston, MA 02215","332 Congress Street, Boston, MA 02210",https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-12-24.pdf,https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-12-24.pdf#page=10,10,10,21,[]
BLB-2024-09-26-P-8,BLB-2024-09-26,LB99443,LB-99443,False,2024-09-26,license_pledge,pledge_application_disposition,granted,Granted,True,,"Clover Ventures, LLC",Bostonia Public House,,,,Northern Bank & Trust Company,"131 State St, Boston, MA 02109",,https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-26-24.pdf,https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-26-24.pdf#page=5,5,5,8,[]
BLB-2024-09-26-T-12,BLB-2024-09-26,LB309815,LB-309815,False,2024-09-26,license_transfer,transfer_application_disposition,granted,Granted,True,,"CPCB, LLC",Cornish Pasty,"Yoshida Omakase, LLC",,,,"51A Massachusetts Ave, Boston, MA 02115","51A Massachusetts Ave, Boston, MA 02115",https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-26-24.pdf,https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-26-24.pdf#page=6,6,6,12,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-09-26-T-13,BLB-2024-09-26,LB99702,LB-99702,False,2024-09-26,license_transfer,transfer_application_disposition,granted,Granted,True,,"La Roca, Inc.",Dolce Vita,"Martignetti Restaurant Group, LLC",Bar Martignetti,,,"221 Hanover St, Boston, MA 02113","221 Hanover St, Boston, MA 02113",https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-26-24.pdf,https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-26-24.pdf#page=6,6,6,13,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-09-26-P-14,BLB-2024-09-26,LB99825,LB-99825,False,2024-09-26,license_pledge,pledge_application_disposition,granted,Granted,True,,"Cannonball Cafe, LLC",Cannonball Cafe,"383 Lot, LLC",Park City,,"Cannonball Cafe, LLC","383 Dorchester Ave, South Boston, MA 02127","383 Dorchester Ave, South Boston, MA 02127",https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-26-24.pdf,https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-26-24.pdf#page=7,7,7,14,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-09-26-T-14,BLB-2024-09-26,LB99825,LB-99825,False,2024-09-26,license_transfer,transfer_application_disposition,granted,Granted,True,,"Cannonball Cafe, LLC",Cannonball Cafe,"383 Lot, LLC",Park City,,"Cannonball Cafe, LLC","383 Dorchester Ave, South Boston, MA 02127","383 Dorchester Ave, South Boston, MA 02127",https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-26-24.pdf,https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-26-24.pdf#page=7,7,7,14,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-09-26-T-15,BLB-2024-09-26,LB99674,LB-99674,False,2024-09-26,license_transfer,transfer_application_disposition,granted,Granted,True,,"Turnaround Sushi, Inc.",Crave Mad for Chicken,"Hunsa, Inc.",Kala Thai Cookery,,,"75 Kneeland St, Boston, MA 02111","151 Hanover Street, Boston, MA 02108",https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-26-24.pdf,https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-26-24.pdf#page=7,7,7,15,[]
BLB-2024-09-26-T-16,BLB-2024-09-26,LB99671,LB-99671,False,2024-09-26,license_transfer,transfer_application_disposition,granted,Granted,True,,"Gogle Mogle, Inc.",Seabiscuit,"Selfup, LLC",Selfup Cooking Classes,,,"256 Marginal St, East Boston, MA 02128","19 Kingston Street, Boston, MA 02111",https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-26-24.pdf,https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-26-24.pdf#page=7,7,7,16,[]
BLB-2024-10-17-T-20,BLB-2024-10-17,LB525498,LB-525498,False,2024-10-17,license_transfer,transfer_application_disposition,granted,Granted,True,,"Harbor Petroleum, LLC",Meridian St. Mobil,Global Montello Group Corp.,Global Montello Group Corp. #2777,,,"470 Meridian St, East Boston, MA 02128","470 Meridian St, East Boston, MA 02128",https://www.boston.gov/sites/default/files/file/2024/10/Voting%20Minutes%2010-15-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/10/Voting%20Minutes%2010-15-24.docx.pdf#page=9,9,9,20,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-10-17-T-21,BLB-2024-10-17,LB101985,LB-101985,False,2024-10-17,license_transfer,transfer_application_disposition,rescheduled,Rescheduled to the next available hearing date,False,,"Grand Bouchon, LLC",SeiyoWine Shop,"Chang Dao, LLC",New Seiyo Wine Store,,,"1721 Washington St, Roxbury, MA 02118","1721 Washington St, Roxbury, MA 02118",https://www.boston.gov/sites/default/files/file/2024/10/Voting%20Minutes%2010-15-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/10/Voting%20Minutes%2010-15-24.docx.pdf#page=10,10,10,21,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-10-17-T-22,BLB-2024-10-17,LB99305,LB-99305,False,2024-10-17,license_transfer,transfer_application_disposition,granted,"Granted
No license will be issued until the Licensee has successfully completed the community process",True,,"DK Associates, LLC",Worden Hall,"Crazy Tiger, LLC",Kahaani on Broadway,,,"22-26 W Broadway, South Boston, MA 02127","22-26 W Broadway, South Boston, MA 02127",https://www.boston.gov/sites/default/files/file/2024/10/Voting%20Minutes%2010-15-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/10/Voting%20Minutes%2010-15-24.docx.pdf#page=10,10,10,22,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-10-17-T-23,BLB-2024-10-17,LB99321,LB-99321,False,2024-10-17,license_transfer,transfer_application_disposition,granted,Granted,True,,"SB&G, Inc.",Porter’s Bar and Grill,"PBLL 24, LLC",The Flagrant Fowl,,,"173-179 Portland St, Boston, MA 02114","173-179 Portland St, Boston, MA 02114",https://www.boston.gov/sites/default/files/file/2024/10/Voting%20Minutes%2010-15-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/10/Voting%20Minutes%2010-15-24.docx.pdf#page=10,10,10,23,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-10-17-P-24,BLB-2024-10-17,LB99346,LB-99346,False,2024-10-17,license_pledge,pledge_application_disposition,granted,Granted,True,,"142 Berkeley, LLC",,USHG Boston Seaport F&B LLC,,,Trustees of the Commonwealth Pier Trust II,"142 Berkeley St, Boston, MA 02116","200 Seaport Blvd, Boston, MA 02210",https://www.boston.gov/sites/default/files/file/2024/10/Voting%20Minutes%2010-15-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/10/Voting%20Minutes%2010-15-24.docx.pdf#page=11,11,11,24,[]
BLB-2024-10-17-T-24,BLB-2024-10-17,LB99346,LB-99346,False,2024-10-17,license_transfer,transfer_application_disposition,granted,Granted,True,,"142 Berkeley, LLC",,USHG Boston Seaport F&B LLC,,,Trustees of the Commonwealth Pier Trust II,"142 Berkeley St, Boston, MA 02116","200 Seaport Blvd, Boston, MA 02210",https://www.boston.gov/sites/default/files/file/2024/10/Voting%20Minutes%2010-15-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/10/Voting%20Minutes%2010-15-24.docx.pdf#page=11,11,11,24,[]
BLB-2024-10-17-T-25,BLB-2024-10-17,LB99555,LB-99555,False,2024-10-17,license_transfer,transfer_application_disposition,granted,Granted,True,,"Symphony Exchange, Inc.",The Ginger Exchange,"Post Road Company, LLC",Hill Kitchen,,,"250 Huntington Ave, Boston, MA 02115","39 Charles Street, Boston, MA 02114",https://www.boston.gov/sites/default/files/file/2024/10/Voting%20Minutes%2010-15-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/10/Voting%20Minutes%2010-15-24.docx.pdf#page=11,11,11,25,[]
BLB-2024-10-31-P-7,BLB-2024-10-31,LB98983,LB-98983,False,2024-10-31,license_pledge,pledge_application_disposition,granted,Granted,True,,"Galway House, Inc.",The Galway House,,,,Rockland Trust Company,"710A-712 Centre St, Jamaica Plain, MA 02130",,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2010-31-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2010-31-24.docx.pdf#page=6,6,6,7,[]
BLB-2024-10-31-T-14,BLB-2024-10-31,LB98927,LB-98927,False,2024-10-31,license_transfer,transfer_application_disposition,granted,"Granted
Any subsequent management agreement or transfer at the same location will require a
community process prior to a hearing before the Board",True,,"Coppersmith Hall, LLC",,"ARE-15 Necco TRS Holding, LLC",,,,"40 W Third St, South Boston, MA 02127","15 Necco Street, Boston, MA 02210",https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2010-31-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2010-31-24.docx.pdf#page=8,8,8,14,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-10-31-P-15,BLB-2024-10-31,LB99144,LB-99144,False,2024-10-31,license_pledge,pledge_application_disposition,granted,Granted,True,,"Fajitas & ‘Ritas, Inc.",Fajitas & Ritas,Parsons CC Southie OPCO LLC,Common Craft,,Washington Village Phase 1 Property Owner LLC,"25 West St, Boston, MA 02111","85 Damrell Street, Boston, MA 02127",https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2010-31-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2010-31-24.docx.pdf#page=8,8,8,15,[]
BLB-2024-10-31-T-15,BLB-2024-10-31,LB99144,LB-99144,False,2024-10-31,license_transfer,transfer_application_disposition,granted,Granted,True,,"Fajitas & ‘Ritas, Inc.",Fajitas & Ritas,Parsons CC Southie OPCO LLC,Common Craft,,Washington Village Phase 1 Property Owner LLC,"25 West St, Boston, MA 02111","85 Damrell Street, Boston, MA 02127",https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2010-31-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2010-31-24.docx.pdf#page=8,8,8,15,[]
BLB-2024-10-31-T-16,BLB-2024-10-31,LB99640,LB-99640,False,2024-10-31,license_transfer,transfer_application_disposition,granted,Granted,True,,"Menya Jiro Seaport, Inc.",Menya Jiro,Sarva Foods LLC,Sarva Cafe,,,"50 Northern Ave, Boston, MA 02210","279 Newbury Street, Boston, MA 02116",https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2010-31-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2010-31-24.docx.pdf#page=9,9,9,16,[]
BLB-2024-11-14-P-5,BLB-2024-11-14,LB101906,LB-101906,False,2024-11-14,license_pledge,pledge_application_disposition,granted,Granted,True,,"Rodan, Inc.",Beacon Capitol Market,"Beacon Capitol Markets, Inc.",Beacon Capitol Market,,"Rodan, Inc.","32 Myrtle St, Boston, MA 02114","32 Myrtle St, Boston, MA 02114",https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2011-14-24.docx%20%281%29.pdf,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2011-14-24.docx%20%281%29.pdf#page=4,4,4,5,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-11-14-T-5,BLB-2024-11-14,LB101906,LB-101906,False,2024-11-14,license_transfer,transfer_application_disposition,granted,Granted,True,,"Rodan, Inc.",Beacon Capitol Market,"Beacon Capitol Markets, Inc.",Beacon Capitol Market,,"Rodan, Inc.","32 Myrtle St, Boston, MA 02114","32 Myrtle St, Boston, MA 02114",https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2011-14-24.docx%20%281%29.pdf,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2011-14-24.docx%20%281%29.pdf#page=4,4,4,5,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-11-14-T-6,BLB-2024-11-14,LB99712,LB-99712,False,2024-11-14,license_transfer,transfer_application_disposition,granted,Granted,True,,"LoContes Boston, Inc.",LoConte’s,"Brook Egg Farm, Inc.",LoConte’s,,,"116 Salem St, Boston MA, 02113","116 Salem St, Boston MA, 02113",https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2011-14-24.docx%20%281%29.pdf,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2011-14-24.docx%20%281%29.pdf#page=4,4,4,6,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-11-21-T-11,BLB-2024-11-21,LB98993,LB-98993,False,2024-11-21,license_transfer,transfer_application_disposition,granted,"Granted
The Board lifts the transferor’s indefinite suspension for the purpose of transferring the license
Any subsequent management agreement or transfer at the same location will require a
community process prior to a hearing before the Board",True,,"Causeway Union, LLC",,"CRG License Holdings II, LLC",,,,"17 Union St, Boston, MA 02108","17 Union St, Boston, MA 02108",https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2011-21-24.docx_0.pdf,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2011-21-24.docx_0.pdf#page=4,4,4,11,"[""Source expressly says transfer the licensed business by the named alcoholic-beverages license holder, rather than transfer the license."", ""Destination address carried from explicit same-location statement.""]"
BLB-2024-11-21-T-12,BLB-2024-11-21,LB99168,LB-99168,False,2024-11-21,license_transfer,transfer_application_disposition,granted,Granted,True,,"Korean Fusion, Inc.",Koy,"Swingers BOS, LLC",Swingers,,,"16-18 North St, Boston, MA 02108","777 Boylston Street, Boston, MA 02116",https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2011-21-24.docx_0.pdf,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2011-21-24.docx_0.pdf#page=4,4,4,12,[]
BLB-2024-12-12-P-8,BLB-2024-12-12,LB98996,LB-98996,False,2024-12-12,license_pledge,pledge_application_disposition,granted,Granted,True,,"The Pearl Group at Boston Landing, LLC",The Pearl,,,,"Railyard Sports, LLC","67-91 Guest St, Brighton, MA 02135",,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf#page=5,5,5,8,[]
BLB-2024-12-12-P-9,BLB-2024-12-12,LB99041,LB-99041,False,2024-12-12,license_pledge,pledge_application_disposition,granted,Granted,True,,"Seaport Hospitality, Inc.",,,,,Eastern Bank,"42 Summer St, Boston, MA 02210",,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf#page=5,5,5,9,[]
BLB-2024-12-12-P-10,BLB-2024-12-12,LB99126,LB-99126,False,2024-12-12,license_pledge,pledge_application_disposition,granted,Granted,True,,"Northern Avenue Hospitality, Inc.",Gather,,,,Eastern Bank,"75 Northern Ave, Boston, MA 02210",,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf#page=6,6,6,10,[]
BLB-2024-12-12-P-11,BLB-2024-12-12,LB99359,LB-99359,False,2024-12-12,license_pledge,pledge_application_disposition,granted,Granted,True,,"Galway, Inc.",The Harp,,,,Eastern Bank,"85 Causeway St, Boston, MA 02114",,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf#page=6,6,6,11,[]
BLB-2024-12-12-P-12,BLB-2024-12-12,LB99157,LB-99157,False,2024-12-12,license_pledge,pledge_application_disposition,granted,Granted,True,,"Dunboy, Inc.",MJ O'Connor’s Irish Pub,,,,Eastern Bank,"27 Columbus Ave, Boston, MA 02116",,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf#page=6,6,6,12,[]
BLB-2024-12-12-P-13,BLB-2024-12-12,LB99229,LB-99229,False,2024-12-12,license_pledge,pledge_application_disposition,granted,Granted,True,,"150 Canal Street, Inc.",,,,,Eastern Bank,"150 Canal St, Boston, Ma 02114",,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf#page=6,6,6,13,[]
BLB-2024-12-12-P-14,BLB-2024-12-12,LB99128,LB-99128,False,2024-12-12,license_pledge,pledge_application_disposition,granted,Granted,True,,"Adare, Inc.",Ned Devine’s,,,,Eastern Bank,"2201 Faneuil Hall Market Pl, Boston, MA 02109",,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf#page=7,7,7,14,[]
BLB-2024-12-12-T-22,BLB-2024-12-12,LB99603,LB-99603,False,2024-12-12,license_transfer,transfer_application_disposition,granted,Granted,True,,"Immersive Art Space Boston, LLC",,Mai Izakaya LLC,Mai,,,"130 Columbus Ave, Boston, MA 02116","31 Northern Ave, Boston, MA 02210",https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf#page=9,9,9,22,[]
BLB-2024-12-12-P-23,BLB-2024-12-12,LB98978,LB-98978,False,2024-12-12,license_pledge,pledge_application_disposition,deferred,Deferred to allow the Applicant to file an application for a Change of License Type,False,,"KBG, Inc.",Kelleher’s Bar & Grille,Flik International Corp.,Flik,,"BP TRS Services, LLC","1410 - 1420 Centre St, Roslindale, MA 02131","200 Clarendon St, Boston, MA 02116",https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf#page=9,9,9,23,[]
BLB-2024-12-12-T-23,BLB-2024-12-12,LB98978,LB-98978,False,2024-12-12,license_transfer,transfer_application_disposition,deferred,Deferred to allow the Applicant to file an application for a Change of License Type,False,,"KBG, Inc.",Kelleher’s Bar & Grille,Flik International Corp.,Flik,,"BP TRS Services, LLC","1410 - 1420 Centre St, Roslindale, MA 02131","200 Clarendon St, Boston, MA 02116",https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf#page=9,9,9,23,[]
BLB-2025-01-09-016-pledge,BLB-2025-01-09,LB101857,LB-101857,False,2025-01-09,license_pledge,pledge_application_disposition,granted,Granted,True,,,,,,"Brother’s Super Liquors, Inc.",Rockland Trust Company,"740-742 Blue Hill Ave, Dorchester, MA 02121",,https://www.boston.gov/sites/default/files/file/2025/01/Voting%20Minutes%201-9-25.docx_0.pdf,https://www.boston.gov/sites/default/files/file/2025/01/Voting%20Minutes%201-9-25.docx_0.pdf#page=5,5,5,8,[]
BLB-2025-01-09-016-transfer,BLB-2025-01-09,LB101857,LB-101857,False,2025-01-09,license_transfer,transfer_application_disposition,granted,Granted,True,,"Brother’s Super Liquors, Inc.",,"740 Blue Hill, Inc.",Brother’s Wine and Spirits,"Brother’s Super Liquors, Inc.",,"740-742 Blue Hill Ave, Dorchester, MA 02121","740-742 Blue Hill Ave, Dorchester, MA 02121",https://www.boston.gov/sites/default/files/file/2025/01/Voting%20Minutes%201-9-25.docx_0.pdf,https://www.boston.gov/sites/default/files/file/2025/01/Voting%20Minutes%201-9-25.docx_0.pdf#page=5,5,5,8,[]
BLB-2025-01-09-017-transfer,BLB-2025-01-09,LB99120,LB-99120,False,2025-01-09,license_transfer,transfer_application_disposition,granted,Granted,True,,"Lansdowne Boston Restaurant, LLC",House of Blues,"Aramark Sports and Entertainment Services, LLC",House of Blues,"Lansdowne Boston Restaurant, LLC",,"15-41 Lansdowne St, Boston, MA 02215","15-41 Lansdowne St, Boston, MA 02215",https://www.boston.gov/sites/default/files/file/2025/01/Voting%20Minutes%201-9-25.docx_0.pdf,https://www.boston.gov/sites/default/files/file/2025/01/Voting%20Minutes%201-9-25.docx_0.pdf#page=5,5,5,9,[]
BLB-2025-01-09-018-pledge,BLB-2025-01-09,LB98978,LB-98978,False,2025-01-09,license_pledge,pledge_application_disposition,granted,Granted,True,,,,,,"KBG, INC.","BP TRS Services, LLC","1410-1420 Centre St, Roslindale, MA 02131",,https://www.boston.gov/sites/default/files/file/2025/01/Voting%20Minutes%201-9-25.docx_0.pdf,https://www.boston.gov/sites/default/files/file/2025/01/Voting%20Minutes%201-9-25.docx_0.pdf#page=6,6,6,10,[]
BLB-2025-01-09-018-transfer,BLB-2025-01-09,LB98978,LB-98978,False,2025-01-09,license_transfer,transfer_application_disposition,granted,Granted,True,,"KBG, INC.",Kelleher’s Bar & Grille,Flik International Corp.,Flik,"KBG, INC.",,"1410-1420 Centre St, Roslindale, MA 02131","200 Clarendon St, Boston, MA 02116",https://www.boston.gov/sites/default/files/file/2025/01/Voting%20Minutes%201-9-25.docx_0.pdf,https://www.boston.gov/sites/default/files/file/2025/01/Voting%20Minutes%201-9-25.docx_0.pdf#page=6,6,6,10,[]
BLB-2025-01-23-014-transfer,BLB-2025-01-23,LB99068,LB-99068,False,2025-01-23,license_transfer,transfer_application_disposition,granted,Granted,True,,110 Canal License Owner LLC,,60-70 Cross Street Corp.,,110 Canal License Owner LLC,,"112 Canal St, Boston, MA 02114","60-70 Cross St, Boston, MA 02113",https://www.boston.gov/sites/default/files/file/2025/01/Voting%20Minutes%201-23-25.pdf,https://www.boston.gov/sites/default/files/file/2025/01/Voting%20Minutes%201-23-25.pdf#page=5,5,5,8,[]
BLB-2025-02-13-020-transfer,BLB-2025-02-13,LB99516,LB-99516,False,2025-02-13,license_transfer,transfer_application_disposition,granted,Granted,True,,King and I Corporation,King and I,"400 WB, LLC",Si Cara,King and I Corporation,,"145 Charles St, Boston, MA 02114","400 West Broadway, Boston, MA 02127",https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-13-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-13-25.docx.pdf#page=6,6,6,12,[]
BLB-2025-02-13-021-pledge,BLB-2025-02-13,LB99126,LB-99126,False,2025-02-13,license_pledge,pledge_application_disposition,granted,Granted,True,,,,,,"Northern Avenue Hospitality, Inc.","60 Guest Street Owner, LLC","75 Northern Ave, Boston, MA 02210",,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-13-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-13-25.docx.pdf#page=7,7,7,13,[]
BLB-2025-02-13-021-transfer,BLB-2025-02-13,LB99126,LB-99126,False,2025-02-13,license_transfer,transfer_application_disposition,granted,Granted,True,,"Northern Avenue Hospitality, Inc.",Gather,"BT Eatery, LLC",Tradesman,"Northern Avenue Hospitality, Inc.",,"75 Northern Ave, Boston, MA 02210","60 Guest St, Boston, MA 02135",https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-13-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-13-25.docx.pdf#page=7,7,7,13,[]
BLB-2025-02-27-012-pledge,BLB-2025-02-27,LB162511,LB-162511,False,2025-02-27,license_pledge,pledge_application_disposition,granted,Granted,True,,,,,,"LCTB Fort Point, LLC",Eastern Bank,"253 Summer St, Boston, MA 02210",,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf#page=4,4,4,5,[]
BLB-2025-02-27-014-transfer,BLB-2025-02-27,LB101871,LB-101871,False,2025-02-27,license_transfer,transfer_application_disposition,granted,Granted,True,,"Massachusetts Package Store, LLC",Coasters,"Patel Coasters, Inc.",Coasters,"Massachusetts Package Store, LLC",,"71-75 Canal St, Boston, MA 02114","71-75 Canal St, Boston, MA 02114",https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf#page=4,4,4,7,[]
BLB-2025-02-27-015-pledge,BLB-2025-02-27,LB101851,LB-101851,False,2025-02-27,license_pledge,pledge_application_disposition,granted,Granted,True,,,,,,"Five Stars Liquors, Inc.",Rockland Trust Company,"108 Blue Hill Ave, Roxbury, MA 02119",,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf#page=5,5,5,8,[]
BLB-2025-02-27-015-transfer,BLB-2025-02-27,LB101851,LB-101851,False,2025-02-27,license_transfer,transfer_application_disposition,granted,Granted,True,,"Five Stars Liquors, Inc.",Blue Hill Liquors,"MSPK, LLC",Blue Hill Liquors,"Five Stars Liquors, Inc.",,"108 Blue Hill Ave, Roxbury, MA 02119","108 Blue Hill Ave, Roxbury, MA 02119",https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf#page=5,5,5,8,[]
BLB-2025-02-27-016-pledge,BLB-2025-02-27,LB102051,LB-102051,False,2025-02-27,license_pledge,pledge_application_disposition,granted,Granted,True,,,,,,"Bell’s Cash Market, Inc.",Rockland Trust Company,"246 Dorchester St, South Boston, MA 02127",,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf#page=5,5,5,9,[]
BLB-2025-02-27-016-transfer,BLB-2025-02-27,LB102051,LB-102051,False,2025-02-27,license_transfer,transfer_application_disposition,granted,Granted,True,,"Bell’s Cash Market, Inc.",Bell’s Market,"Bell’s Market, Inc.",Bell’s Market,"Bell’s Cash Market, Inc.",,"246 Dorchester St, South Boston, MA 02127","246 Dorchester St, South Boston, MA 02127",https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf#page=5,5,5,9,[]
BLB-2025-02-27-017-pledge,BLB-2025-02-27,LB99019,LB-99019,False,2025-02-27,license_pledge,pledge_application_disposition,granted,Granted,True,,,,,,"BR Kenmore, LLC","UMNVAG Kenmore, LLC","498 Commonwealth Ave, Boston, MA 02215",,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf#page=5,5,5,10,[]
