family_id,member_count,max_score,priority,representative_ref,dates,member_refs,evidence_types,signals,preview
draftfam-05c120a0f5b2,2,50,broad,EFTA00984222,";February 21, 2014",EFTA00984222;EFTA01936098,draft_handoff,explicit_draft_language;handoff_language,"Forwarded message From: Julie Shample Date: Fri, Feb 21, 2014 at 3:58 PM Subject: Fwd: Larry Summers To: Jeffrey Epstein Jeffrey, Larry asked me to send this again... Sent from my iPad"
draftfam-0897f5333980,2,50,broad,EFTA00953956,,EFTA00953956;EFTA01904438,self_addressed,,"kitchen fridge and the list we received of what can be in itit does not allow for your snacks, we not going to be running downstairs every time we have to cook. Forwarded message ----- From: Jeffrey Epstein Date: Mon, Feb 11, 2013 at 2:59 PM Subject: Fwd: To: Jeffrey Epstein issues. ok on travis, suprised that no flowers today, or snacks I am aware that this week has been problem filled. no confidentilayt agreement with buck steel. , no car replacement ordered yet after crash, broken boat, no sa"
draftfam-0d0fbe5f7e5a,2,50,broad,EFTA00743794,,EFTA00743794;EFTA00886689,blank_recipient,formal_salutation,"Dear Jeffrey, Now that I am home, I can see where I started and realize how far lye come. It would have been impossible without your help guidance and patience, for that I will always be grateful. Im not sure we can put the pieces back to our coupleship, but I would like to try. YOu know how stubborn I can be , and would hope to direct that "" talent "" toward success as opposed to where it has gotten us. With that in mind, I need to understand the hot issues, I know youve said you have told me th"
draftfam-135c6f5382fa,2,50,broad,EFTA00847521,,EFTA00846470;EFTA00847521,self_addressed,,"Attachments: Auction_Antique_purchase_by_Rothschild_paid_and_unpaid_invoices_082015_copy_for J EE_updated.pdf Forwarded message From: P. Date: Thu, Aug 20, 2015 at 1:33 PM Subject: Fwd: Auction purchases by Ms Rothschild To: Jeffrey Epstein cti - - attached are the details of the purchases made on your behalf by Ariane, spreadsheet with pictures and details attached. I asked to print it for you! Forwarded message From: P. Date: Thu, Aug 20, 2015 at 1:26 PM Subject: Fwd: Auctionpurchases by Ms Ro"
draftfam-1acba063e568,2,50,broad,EFTA00736968,,EFTA00736968;EFTA00893749,blank_recipient,handoff_language,"I have read this, and have written out a fairly long answer. I will not send it today, nor maybe even tomorrow. and will review it after i sleep. goodnight On Sat, May 22, 2010 at 2:33 PM, On July 2; 2010, every girl under 35 - other than Sarah and Story - whom I spend time with between May 21st and July 22nd this year, will be permanently removed from our lives. This includes me no longer having any contact with them. After this date, They will not stay at 301, I will not have them send their g"
draftfam-1e615921287f,2,50,broad,EFTA01036424,,EFTA01036424;EFTA01037371,self_addressed,,"Forwarded message From: Jon Tomlinson Date: Thu, Aug 17, 2017 at 10:54 PM Subject: Fwd: Siroochenko - follow up / Lviv Enterprises (continued) To: ""jeffrey E."" Jeffrey — We ended up having to file the 2015 taxes a bit late because Michael Stein could never get past the idea of this building in Lviv. That's when we took everything to Weiss. It boiled down to this — Anastasiya paid for the building, but the title was in her mother's name so Stein continued to say it was a gift. You can see the bac"
draftfam-1f2ced6c63c0,2,50,broad,EFTA02617941,";October 18, 2018",EFTA01019194;EFTA02617941,self_addressed;self_copy_with_others,,"== Forwarded message == From: J m> Date: Mon, Oct 8, 2018 at 8:11 AM Subject: Fwd: things to buy To: jeffrey epstein == Forwarded message == From: J m> Date: Wed, Oct 3, 2018 at 5:42 PM Subject: Fwd: things to buy To: jeffrey epstein =It;jeevacation@=mail.com == Forwarded message == From= jeffrey E. Date: Tue, Sep 25, 2018 at 8:47 AM Subjec=: Fwd: things to buy To: jeffrey epstein == Forwarded m=ssage == From: jeffrey E. Date: Sun, Sep 23, 2018 at 7:07 AM Subject: things to buy To: jeffrey epste"
draftfam-1ff92bb0edc8,2,50,broad,EFTA00829728,,EFTA00829727;EFTA00829728,self_addressed,,"pb windows sea wall Forwarded message --------- From: Jeffrey E leevacation@gmail.com> Date: Sun, Apr 10, 2016 at 3:14 PM Subject: Fwd: To: Jeffrey Epstein oppposite great st james entrance. lany, boat 727. gym equipment. heli inground. rich can am, jet ski, centry link, ? radios? , jet ski dock„ ruins, awnings/ pipe. Forwarded message From: Jeffrey E leevacation@gmail.com> Date: Sun, Apr 10, 2016 at 2:29 PM Subject: To: Jeffrey Epstein ipad cords glue band O . shower control, chandelier. phones"
draftfam-24e6cf16877d,2,50,broad,EFTA01051563,";March 26, 2017",EFTA01051563;EFTA02655992,self_addressed,,"Forwarded message ----- From: Jeffrey E leevacation@gmail.com> Date: Mon, Jun 6, 2016 at 11:23 AM Subject: To: Melanie Spinella since brad has yet to call me back . I suggest you pick up the phone and ask Joe the following quesitons 1. why is the plane value on the gaming commsion report 14 million 228 dollars. where does the 228 dollars come from. ? ? 2. why is the value last year on the plane 12.4 million, he will say it is 80 percemt of the 14, however 80 percent of 14 is 11.2 . ? 3. he will "
draftfam-25ea21875dc1,2,50,broad,EFTA00932125,,EFTA00932125;EFTA01175498,self_addressed,,"Attachments: Job Report pdf; Unpaid_Statementapdf; Pala Statement f Forwarded message From: Jeff Fuller -4 Date: Thu, Mar 29, 2012 at 3:08 PM Sub'ect: FW: Anastasiya To: Hi! Jeffrey, as you know, she is incapable of telling the truth about most things. She is un reliable, overweight and has a distorted view of her potential. She rarely follows through on commitments, and had it not been for you we would have fired her months ago. She is just about the bottom of the list in revenue. It is impossi"
draftfam-2625ba7f579e,2,50,broad,EFTA00777640,";November 3, 2010",EFTA00777640;EFTA01300803,draft_handoff,explicit_draft_language;handoff_language,"Forwarded messa e --- From: Darren Indyke Date: Wed, Nov 3, 2010 at 4:10 PM Subject: Fwd: FTC v. Bear Steams To: Jeffrey Epstein I would have Lesley send this to Jes at your request. Ok? Darren"
draftfam-2ae2176cab1e,2,50,broad,EFTA01049017,";April 17, 2017",EFTA01049017;EFTA02652629,self_addressed,,"are my fees for preparation of the 8854 and 8865 delinquent returns deductible ? I think so , and have always maintained they are. From: Richard Joslin Date: Mon, Apr 17, 2017 at 6:24 PM To: ""jeffrey E."" Yes — falls under this bucket 3) in connection with the determination, collection or refund of any tax The foreign filings are required reporting for income tax purposes and are to be filed with income tax return, Tax return prep is deductible. Whether timely or delinquent makes no difference. w"
draftfam-36b62929d40c,2,50,broad,EFTA02338756,"August 11, 2013;Thu, Aug 8, 2013",EFTA01963258;EFTA02338756,self_addressed,,"-------- Forwarded message -------- From: James Thomas Date: Thu, Aug 8, 2013 at 10:36 AM Subject: Pilot To: jeffrey@jeffreypstein.org Mr= Epstein, Good Day. Through a friend, I was told you are about to take delivery of=a GIV and was wondering if you have a need for an additional pilot. One ne=er knows the needs of a flight department, so I thought I had nothing to l=ose by at least making contact with you. I currently reside in St Thomas, and am a dual rated pilot and hold an ATP =or both fixe"
draftfam-403468d75e58,2,50,broad,EFTA00999042,";October 24, 2014",EFTA00999042;EFTA02592133,draft_handoff,explicit_draft_language;handoff_language,"send it as a draft , what do you think? type cover letter On Fri, Oct 24, 2014 at 10:59 AM, Eileen Alexanderson <"
draftfam-426128347860,2,50,broad,EFTA00837509,,EFTA00837410;EFTA00837509,self_addressed;self_copy_with_others,,"Forwarded message --------- From: Jeffrey E leevacation®gmail.com> Date: Tue, Apr 14, 2015 at 5:53 PM Subject: To: Melanie Spinella saved you 500k at the last minute, . brad has had the same chart since march 16th, its his job to review NOT MINE .appears he is one of those living in the dark leiwe. I found 8 million dollars today, missed deductions. . not yet in the numbers, .?"
draftfam-4263cedc91b3,2,50,broad,EFTA01905161,;Mon 1/28/2013,EFTA00952483;EFTA01905161,self_addressed,,"-------- Forwarded message -------- From: Jeffrey Epstein Date: Mon, Aug 27, 2012 at 12:04 PM Subject: To: Karen Gordon Cc: Daphne Wallace my razors and blades seem missing from my bathroom? ? , please no flowers unless from the island itself., i will go to the office at 130 st john at 330, return at 530. . the wind doors to the east are inoperable please add to punchlist **********************************************************************"
draftfam-473fd8d6d88a,2,50,broad,EFTA00818007,,EFTA00817971;EFTA00818007,self_addressed,,"Attachments: Anna_GSJ-LSJ_Punchlist_9-16-2016.xls Forwarded message From: Jeffrey E. leevacation@gmail.com> Date: Sun, Sep 18, 2016 at 7:27 AM Subject: Fwd: Punch List - September 16, 2016 To: Jeffrey Epstein Forwarded message From: Daphne Wallace Cc: ann rodri • uez , Zorro Ranch Rich Kahn Greetings Mr. Epstein, Punch list of 9/16/2016 for your review and comments. Respectfully submitted, Daphne"
draftfam-48be5cb066cd,2,50,broad,EFTA00936575,";May 23, 2012",EFTA00936575;EFTA02026667,self_addressed;self_copy_with_others,,"Do not know Sony for all the typos .Sent from my iPhone On May 23, 2012, at 3:37 PM, Jeffrey Epstein wrote: Hi Jeffrey and Cecile: The person below, left me a message saying that she knows Jeffrey and that she would like u regarding public education. Her name is Michelle Beil. Her email is below and her tel# is: Thank you, Christina Forwarded message From: Michelle Bell <I Date: Sat, May 19, 2012 at 8:21 PM Sub'ect: Information To: Hello, I am a 5th grade science teacher in Hillsborough County. "
draftfam-49a28f7383bc,2,50,broad,EFTA01156950,,EFTA00903894;EFTA01156950,self_addressed,,"Attachments: jpm_suit Forwarded message ----- From: Harry Susman Date: Thu, Feb 3, 2011 at 10:22 AM Subject: RE: To: Jeffrey Epstein , Steve Susman Can you call back into the number. From: Jeffrey Epstein [mailto:jeevacationegmail cum Sent: Thursday, February 03, 2011 9:22 AM To: Harry Susman; Steve Susman Subject: still waiting seth is trying to call and confemce in"
draftfam-4c4d882188ad,2,50,broad,EFTA01056600,,EFTA01056484;EFTA01056600,self_addressed,,"Forwarded message ----- From: Jeffrey E leevacation@gmail.com> Date: Mon, Jan 16, 2017 at 6:07 AM Subject: Fwd: Video Comments To: Jeffrey Epstein Forwarded message From: edrobles erobles czi Date: Sat, Dec 31, 2016 at 7:51 AM Subject: Re: Video Comments To: ""jeffrey E."" Thanks! Jeffrey, those comments clarified and will give us a good and solid direction, till we meet and explore what would be important to achieve Happy New Year! email: email: website: address: 5th Floor Office No:504 Aspect To"
draftfam-554e079baf6c,2,50,broad,EFTA01055358,,EFTA01055328;EFTA01055358,self_addressed,,"Attachments: 2010_-_APOLLO_FGN_DISCLOSURESn AMENDED_RETURN_2010.pdf Forwarded message From: Jeffrey E. leevacation@gmail.com> Date: Sun, Feb 5, 2017 at 11:14 AM Subject: Fwd: FW: BLACK 2010 To: Jeffrey Epstein Forwarded message -------- From: Thomas Turrin czi Date: Fri, Jan 6, 2017 at 4:15 PM Subject: FW: BLACK 2010 To: Jeffrey Epstein From: Wendy Deng Sent: Friday, January 06, 2017 3:52 PM To: Thomas Turin Subject: BLACK 2010 Wendy Deng Tax Senior, CPA Raich Ende Malter & Co. LLP www.rem-co.co"
draftfam-5599e79e14f0,2,50,broad,EFTA02618977,";October 29, 2018",EFTA01018287;EFTA02618977,draft_handoff,explicit_draft_language;handoff_language,"talk to On Mon, Oct 29, 2018 at 6:56 AM Richard Kahn wrote: plea=e advise who i shall send this to thank you Richard Kahn HBRK Associates Inc."
draftfam-598a162e5ead,2,50,broad,EFTA00844326,,EFTA00844326;EFTA00846467,self_addressed,,"Attachments: DB JEE_WT_Piasa_86895.60E_041615_backup.pdf Forwarded message From: Jeffrey E. leevacation@gmail.com> Date: Fri, Sep 11, 2015 at 1:10 PM Subject: Fwd: LSJ furniture - paid, currently with the shipping company To: Jeffrey Epstein Forwarded message From: Jeffrey E leevacation@gmail.com> Date: Sun, Aug 30, 2015 at 5:53 PM Subject: Fwd: LSJ furniture - paid, currently with the shipping company To: Jeffrey Epstein Forwarded message From: Date: Thu, Aug 20, 2015 at 1:35 PM Subject: Fwd: L"
draftfam-662244306bdd,2,50,broad,EFTA00779043,,EFTA00779043;EFTA00895572,blank_recipient;draft_handoff,explicit_draft_language;handoff_language,"of course On Thu, Aug 26, 2010 at 7:22 AM, Use this e mail for me not ellmax. Thx for advice Gx"
draftfam-68955a10e371,2,50,broad,EFTA00949988,;12/15/2012,EFTA00949988;EFTA01913412,blank_recipient,explicit_draft_language,"You are here: Home » Visitor's Guide » Getting to St. Barts by Boat Getting to St. Barts by sea Private Yachts A full range of facilities are available for visiting pleasure boats: * Sixty berths are available dockside for yachts no longer than 20011., maximum draft I 5ft. * Anchorage, in the inner harbor, for fourteen yachts no longer than 80ft., maximum draft 13ft. * Anchorage, in the outer harbor, for 100+ yachts . * Fuel, water, provisioning, and a marine store are available. Two hours prior"
draftfam-6cfd7579fd1d,2,50,broad,EFTA02612373,";December 11, 2018",EFTA01013914;EFTA02612373,self_addressed;self_copy_with_others,,"1l chil=ax room. chillax bath. . flagpole. wall, . umbrelllas. . large white chair? white =hair... awnings. / dock stain. . cabinet. . mik=s cottage. ? furn? outdoor. / five palms. . grotto kite house. gsh. engineering. flag? . =ugs. ? paintings. . photos morroco. . operataions. serv gates. . gsj genrators.? . ro, trenching=. , roofs. internet. avl.? gsj wifi. . nautica.? cment truck, barge. gjs rugs. . fiv= palms. window. new construction. --000000000006017e8057cb56ede-- conversation-id 319313"
draftfam-6d7421494a39,2,50,broad,EFTA01934595,;2014-02-10,EFTA00983084;EFTA01934595,self_addressed,,"---------- Forwarded message ---------- From: Jeffrey Epstein Date: Sun, Feb 9, 2014 at 6:05 PM Subject: To: Jeffrey Epstein jagland, sultan, shaher, hamad, pinto, jack lang, jean luc, davinga, axel, fred colon, farice, daniel, girls.hamad blaine, fekkai, jagland *********************************************************************"
draftfam-6dd3b214e315,2,50,broad,EFTA02632298,";March 12, 2019",EFTA01030536;EFTA02632298,self_addressed;self_copy_with_others,,"-------- Forwarded message -------- From: Shani Pinney Date: Tue, Mar 12, 2019 at 10:57 AM Subject: Re: To: J Good morning, Let's schedule for Thursday at 9am. From:=J > Sent: Tuesday, March 12, 2019 10:36:59 AM To: Shani Pinney; Darren Indyke; Kevin Ouvre Subject: will you be in the office tomorrow at 9am . I would like to come in to register. i will be coming from flo=ida --"
draftfam-7e23cfbb2a00,2,50,broad,EFTA00836006,,EFTA00330719;EFTA00836006,blank_recipient;draft_handoff,explicit_draft_language;handoff_language,"04FEB16 Date: Fri, 22 Jan 2016 18:08:19 +0000 yes On Fri, Jan 22, 2016 at 2:04 PM, =I. wrote: one way NY/London for S281.99! OK to send this to ?"
draftfam-7f117745ea5b,2,50,broad,EFTA02499845,";June 5, 2015",EFTA00855486;EFTA02499845,self_copy_with_others,,"there is gold in the refrigerator. there is fo=d in the refrigerator. , 1. does e=ther the physical gold or food have more intrinsic value.? d=pends. is the value the same to both owner and , consumer.? depends= need, time frame ? if so how does one calculat= it. what if there is more than two players. 2 exchang=ility (first order derivative ) not the thing itself but wha= one can do with it. - it depends 3. the piece of pape or hun= of useless metal that ""states"" there is gold in the fridge ? i"
draftfam-82d964ed9f69,2,50,broad,EFTA02608453,";December 30, 2018",EFTA01009948;EFTA02608453,self_addressed;self_copy_with_others,,"== Forwarded message == From: J > Date: Fri, Dec 28, 2018 at 6:52=PM Subject: To: jeffrey epstein > c nans were to be finishe sept. then o=t nov dec. . vantites still not done. engineering doors on the list in feb still not done. ge=rators before hurricane just finished. mikes cottage mo=ths late and built over cistern. no wifi solution=. tiles, still not done. boats? tractors? =all ficus. or clusia. ? trees./ ? awnings? windows 5 palms ? stepahnie. r/o gsj. generatpr gsj"
draftfam-8b3cb4019935,2,50,broad,EFTA01037428,,EFTA00837454;EFTA01037428,self_addressed;self_copy_with_others,,"Forwarded message From: Jeffrey E. leevacation@gmail.com> Date: Wed, May 13, 2015 at 9:04 AM Subject: Fwd: jobs ahead To: Melanie Spinella the list that we discussed.. i spent time with brad again. re the candidates . filing due, this week, next month, . Forwarded message From: Jeffrey E. leevacation@gmail.com> Date: Sun, Dec 28, 2014 at 5:18 AM Subject: jobs ahead To: Brad Wechsler , Melanie Spinella"
draftfam-8feac685008b,2,50,broad,EFTA01960961,;Mon 8/5/2013,EFTA00966478;EFTA01960961,self_addressed,,"did you send me a response. ? I had asked what do you want. specifically. you talked about evidence of money over living and money in slovakia. and documents. ? have you made any money.? you belive that you don't have to work and earn money. your understanding is not rational, and contradicts emails for years. I am not sure what it is you are asking for now. 100k, and then we are done? does this mean you made 100 elsewhere. ? your email is not comprehensible and your request i assume is based on"
draftfam-93a327bd058c,2,50,broad,EFTA02622329,";September 23, 2018",EFTA01022235;EFTA02622329,self_addressed;self_copy_with_others,,"Forwarded messagFrom: Jeffrey E. Date: Thu, Sep 20, 2018 at 8:11 PM Subject: To: frey epstein wd 40. shainv mirrro knobs. dresssing rom mirro. step. landsscpae light. solar lights solar flag gsj, lig=t over statue. table at flagpole. . art for master =rug for flagpole, rug for library desk, . new desk chair--"
draftfam-97bac31103b5,2,50,broad,EFTA00862191,,EFTA00862191;EFTA00862285,blank_recipient,formal_salutation,"Dear Cyrus„ Im sorry we won't be spending my birthday together. Thank you very much for sending my things back. It was very thoughtful and kind, especially the packing. As I'm now sure you are already aware Im heading out west with my boss to meet with his VC friends. Since you had clearly mistaken my discipline for privacy as a "" lack of transparancy "" , I wanted there not to be any awkwardness between us in the future . You probably are already aware that he is close to some of your investors."
draftfam-a9b2c34eb29f,2,50,broad,EFTA01146694,,EFTA01146694;EFTA01180369,self_addressed,,"Attachments: Haze_Trust_MTM_29Jtme12.pdfi Financial_Trust_MTM_29Jtme12.pdf Inline-Images: image001.png Forwarded message ----- From: Jeffrey Epstein Date: Mon, Aug 13, 2012 at 2:52 PM Subject: Fwd: Financial Trust Month End MTMs To: Jeffrey Epstein Forwarded message --- From: Jeffrey Epstein leevacation@gmail.com> Date: Sun, Aug 12, 2012 at 2:55 PM Subject: Fwd: Financial Trust Month End MTMs To: Jeffrey Epstein Forwarded message From: Jeffrey Epstein Date: Tue, Aug 7, 2012 at 12:15 PM Subject: "
draftfam-ac490b1fd308,2,50,broad,EFTA02521223,";February 23, 2018",EFTA00874869;EFTA02521223,self_addressed;self_copy_with_others,,"Forwarded messagFrom: jeffrey E. Date: Fri, Feb 23, 2018 at 9:43 AM Subject: To: frey Epstein > He said he does not=understand why the explanations keep changing and still no resolution. reponse : Is your=friend trying to bolster his Sargent Schultz defense by asking a dotard qu=stion?. life as he knew it was hanging by a thread in August . =I'm still unclear how? He knows things get dirtier with time= Your plan is the best one, but you should have walked away."
draftfam-b018ffdc82ba,2,50,broad,EFTA01051707,";March 22, 2017",EFTA01051707;EFTA02655190,self_addressed,,"Forwarded message --------- From: Jeffrey E. leevacation@gmail.com> Date: Wed, Mar 22, 2017 at 9:26 AM Subject: To: Jeffrey Epstein agenda . 1 giacometti. / 2 fees. gift tax. 8865, . tax returns. gift returns. 3, forward, barry, tra aap.. tax plan. staff office.. get rid of brad , 4. divorce. . recap partnership inside outside basis. partnerhsip borrowing. neg basis.. loan agreements. etc. debra, merest"
draftfam-ba573a4ae662,2,50,broad,EFTA01045143,,EFTA01044637;EFTA01045143,self_addressed,,"Forwarded message --------- From: Jeffrey E. leevacation@gmail.com> Date: Thu, May 25, 2017 at 12:57 PM Subject: Fwd: Reminder: we still need to book a suite and room for your San Diego trip June 6-8 To: Jeffrey Epstein Forwarded message From: Lesley Groff Asking again....! Sent from my iPhone"
draftfam-e359d188c0f2,2,50,broad,EFTA01040452,,EFTA01040452;EFTA01040487,self_addressed;self_copy_with_others,,"Attachments: Sigma+best+price+for+rattan+fumiture-H-FJuly+1 I .pdf Forwarded message --------- From: Jeffrey E leevacation@gmail.com> Date: Tue, Jul 11, 2017 at 10:42 AM Subject: Fwd: Alibaba To: Jeffrey Epstein Forwarded message From: Kimberly Ross Date: Tue, Jul 11, 2017 at 6:02 AM Subject: Alibaba To: ""jeffrey E."" attachment=Sigma+best+price+for+rattan+furniture-HHFJuly+11.pdf Kimberly. Ross"
draftfam-e3dc7ba6f9af,2,50,broad,EFTA00929789,;Wed 2/22/2012,EFTA00929789;EFTA01844274,draft_handoff,explicit_draft_language;handoff_language,"did you send this again? , i want to know the images that you have On Tue, Feb 21, 2012 at 3:19 PM, Yfke c wrote: Hows your day going? Sent from my iPhone"
draftfam-009472209887,1,50,broad,EFTA02655854,"March 21, 2017",EFTA02655854,self_addressed,,"---------- Fo=warded message ---------- From: Benefits.Application@ssa.gov Date: Tue, Mar 21, 2017 at 11:=2 AM Subject: Check the Status of your application. To: jeevacation@gmail.com Thank you= We have received your Benefit Application. You can check the status of your application by logging into your my Social Security account, or registering for a my Social Security account. We will contact you with any updates or questions we may have about your in=ormation. We hope you found our online Bene"
draftfam-011b4eb20930,1,50,broad,EFTA01960737,"Fri, Sep 13, 2013",EFTA01960737,draft_handoff,explicit_draft_language;handoff_language,"should we use this or deutch bankk, are we getting cash from jpm?"
draftfam-01c89297ef72,1,50,broad,EFTA00999878,,EFTA00999878,self_addressed,,"Forwarded message ------ From: Jeffrey E. leevacation@gmail.com> Date: Mon, Nov 3, 2014 at 7:03 PM Subject: To: Jeffrey Epstein My phone went overboard as i was following the sailboat on the departure line. Have a spare and will get a new this mrng. We can speak later and discuss what you mentionned So sorry Jeff. I had my phone turned off and spend 3 days cooking, sleeping , gardening and checking the sailboat. I wish i could have had another week.... Next sunday the boat will be racing cross a"
draftfam-02010ca77fd8,1,50,broad,EFTA00849326,,EFTA00849326,self_addressed,,Forwarded message From: Richard Kahn their pricing as usual seems off based on last night valuation it shows fair price of 1.55 and stock is basically flat this am (31.32 U+ 0.08) so i am unclear of how they are using 1.89 cost.. Richard Kahn HBRK Associates Inc. 575 Lexington Avenue 4th Floor New York NY 10022 tel fax cell
draftfam-036029970053,1,50,broad,EFTA01742431,"May 31, 2016",EFTA01742431,self_addressed,,"image1.jpeg will contact her tomorrow once she's back and ask whats going on, ok? :) 2016-05-31 16:26 GMT-04:00 jeffrey E. : yes On Tue, May 31, 2016 at 4:24 PM wrote: she is coming back tomorrow Monday evening? 2016-05-31 16:02 GMT-04:00 jeffrey E. : monday/ or if you like i can give her some money this week if she needs On Tue, May 31, 2016 at 3:51 PM wrote: Thank you"
draftfam-03f16454f16d,1,50,broad,EFTA00982642,,EFTA00982642,blank_recipient,explicit_draft_language;handoff_language,"for the tenth time . why are you asking me any more questions. i don't get it. just do as told , and stop . I am doing my best in trying to do you a favor. i hope it works. as i said , you should use this as confirmation that it is possible that many of your misunderstandings in the past . deals people etc. have been as as result of you not being clear. of dealing with sleezy epople , or crzys, or simply taking what is simple and making it complex. I am going to do my best . you ddin't tell me t"
draftfam-05fb7fab0576,1,50,broad,EFTA01871663,"August 13, 2012",EFTA01871663,draft_handoff,explicit_draft_language;handoff_language,"does your copy and leons have a page 2? silly On Mon, Aug 13, 2012 at 2:35 PM, Melanie Spinella wrote: Jeffrey- Leon asked me to send this to you with the following message I hope all is well with you. This just arrived and I thought you might wish to review. Leon"
draftfam-0bf60f564703,1,50,broad,EFTA02656938,"March 1, 2017",EFTA02656938,self_addressed,,"-------- Forwarded messagFrom: Lesley Groff below from Jennifer in Chad Oppenheim's office. Please ad=ise if you wish to set up a call: Dear Lesley, I hope you'r= having a wonderful morning. Chad wanted to check in to see if there=are any updates from Jeffrey regarding his project. Is Jeffrey possi=ly available to speak with Chad over the phone? JENNIFER ANDIA EXECUTIVE ASSISTANT OPPENHEIM ARCHITECTURE"
draftfam-0cae72178213,1,50,broad,EFTA00883904,,EFTA00883904,blank_recipient,explicit_draft_language;handoff_language,"talk to me On Tue, Jul 21, 2009 at 8:41 AM, wrote: It's our PO box address we set up to receive mail after moving the office to 301 so we didn't have all the mail coming directly to 301. The only credit card you have in your name which is billed to this address is an NES visa. Story had to use this credit card on amazon because using your Amex which has a billing address in the virgin islands wasn't allowing purchases; you have to have a continental US billing address for amazon."
draftfam-0d2b2d82aa25,1,50,broad,EFTA02628612,"January 27, 2019",EFTA02628612,draft_handoff,explicit_draft_language;handoff_language,"careful which email you send from. ! On Sun, Jan =7, 2019 at 4:34 PM Larry Summers"
draftfam-0d976f644e65,1,50,broad,EFTA02472994,"February 15, 2016",EFTA02472994,self_addressed,,"On Mon, Feb 15, 2016 at 6:50 AM, jeffrey E. jeevacation@gmail.com> wrote: the decisions you make require accurate numbers and comparisons. re yestedays heated conversation I again reviewed the p=ane numbers . I was told you had paid and were going to pay, federa= excise tax.even when you chartered your own plane. ? this was=an economic factor in the decision, ( the others ease of flying ). the number is not in any of the details sent. nor do i see an =fter tax truie comparison. its impossible. a"
draftfam-0f98163a9969,1,50,broad,EFTA01052352,,EFTA01052352,self_addressed,,"Forwarded message From: CoBarth, Boris Thanks Jeff. Could you please call Boris on his mobile: Kind regards Edith From: Jeffrey E. [malltmjeevacation@gmail com Sent: Freitag, 10. Marz 2017 17:10 To: Collardi, Boris Subject: Re: (No Subject) Perfect On Fri, Mar 10, 2017 at 11:06 AM Collardi, Boris <"
draftfam-10880994a3bd,1,50,broad,EFTA01020491,,EFTA01020491,self_addressed,,"Forwarded message From: David Grosof Date: Tue, Sep 12, 2017 at 8:37 PM Subject: Re: USVI To: ""jeffrey E."" Here's a thirty seven minute lecture by Sapolsky that I attended, aimed at a general audience. I am sure there are deeper and more recent summaries, but the purpose is to give you a taste. https://www.youtube.corn/watch?v=TnIZwfD-GiU Enjoy, David PS By the way, someone as impatient as you might want to know that there are ways to download videos from YouTube and then play them at accelerate"
draftfam-12679cdfc794,1,50,broad,EFTA01746263,"April 29, 2015",EFTA01746263,self_addressed,,"Forwarded message From: Donna Ginsburg Date: Mon, Apr 27, 2015 at 11:25 PM Subject: Hel=o Jeff To: ""Jeffrey@effreyepstein.org "" How are you?? Are you goi=g to be in NYC around June 7 th I am going to NYC for A reunion and a part= at Peter Roth's house. I am living outside of Boston in Newton now. M= number is Please contact me. Donna ginsburg Sent from my iPhone Jeffrey Epstein VI Found=tion <mailto: 1"
draftfam-13fb7e6a17cb,1,50,broad,EFTA00852702,,EFTA00852702,self_addressed,,"boater registration customs Forwarded message From: Jeanne Brennan Wiebracht Date: Wed, Jul 1, 2015 at 6:17 PM Subject: RE: To: ""jeffrey E."" Ok. I will put the number in the office file for future reference. Jeanne From: jeffrey E. [mailtoleevacation@gmail.com Sent: Wednesday, July 01, 2015 11:31 AM To: Richard Kahn; Darren Indyke; Jeanne Brennan; Daphne Wallace Subject: i found my local boaters registration card, number BR 0209655"
draftfam-1541c41acf20,1,50,broad,EFTA02503945,"April 23, 2015",EFTA02503945,self_addressed,,"-------- Forwarded message -------- From: Richard Kahn Date: Wed, Apr 22, 2015 at 5:33 PM Subject: LSJ= raises To: ""Jeffrey E."" > when we met you spoke of =aybe having Leighton give raises if he were to join us Leighton mentioned yesterday he would need at least 2 weeks for giving noti=e and then probably another week to move and mobilize before he could begi= on LSJ please advise if ok for anna to inform employees of their raises or wait: 1) Smiley 17.23 to 19.00 2) Basilia Mercado (dulce) 15.9"
draftfam-18a0b8707aeb,1,50,broad,EFTA01963062,"August 5, 2013",EFTA01963062,self_addressed,,"-------- Forwarded message -------- From: YULIANTONO Kafrawi - SOFITEL Bali Nusa Dua Resort FB1 <> Date: Mon, Aug 5, 2013 at 3:18 AM Subject: Greeting from Bali To: jeffrey@jeffreyepein.org Cc: Dear Mr Epstein, Thank you very much for you positive respond about working with you in New York or Florida At the moment I'm working in Nusa Dua Bali - Indonesia as Asst FB Director And would like to joining your company very much as Residence Manager, I love travelling much and I could worked hard and h"
draftfam-1915aab4d26e,1,50,broad,EFTA02640204,"August 15, 2017",EFTA02640204,self_addressed,,"---------- Forwarded message ---------- From: Jeffrey E. Date: Tue, Aug 15, 2017 at 6:56 AM Subject: I=on To: Jeffrey Epstein ei n? 8865. last thing handles in 10 minutes. =. audit summer you asked fo my help. carlyn, never followed up asked for my help. guzel asked for =my help. partners scremaing, howard marks, . =ressler. . halperin. so far hav not reviewed. . --"
