canonical_award_id,piid,parent_idv_piid,recipient_legal_name,recipient_uei,recipient_cage,instrument_type,facility_or_service,awarding_office,period_start,current_end,potential_end,latest_action_date,obligations_highergov,award_amount_usaspending,usa_action_row_count,usa_action_net,current_total_value,potential_total_value,psc_code,psc_description,naics_code,naics_description,extent_competed,offers_received,solicitation_procedures,solicitation_identifier,subcontracting_plan,reported_subaward_count,reported_subaward_amount,coverage_class,description,highergov_url,usaspending_url
HSCEDM12D00001-HSCEDM13J00004,HSCEDM13J00004,HSCEDM12D00001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,South Texas ICE Processing Center,DETENTION MANAGEMENT LAGUNA,2012-11-26,2013-11-30,2015-08-15,2017-05-31,45677434.96,45677434.96,20,45677434.96,45677434.96,45677434.96,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,SOUTH TEXAS DETENTION COMPLEX CONTRACT HSCEDM-12-D-00001 WITH THE GEO GROUP. TASK ORDER HSCEDM-13-J-00004.,https://www.highergov.com/contract/HSCEDM12D00001-HSCEDM13J00004/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM13J00004_7012_HSCEDM12D00001_7012
HSCEDM09D00006-HSCEDM13F00019,HSCEDM13F00019,HSCEDM09D00006,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,DETENTION MANAGEMENT LAGUNA,2013-03-01,2014-12-31,2015-06-26,2017-05-31,44711694.51,44711694.51,24,44711694.51,44711694.51,44711694.51,S206,Guard Services,561621,Security Systems Services (except Locksmiths) ,Full And Open Competition,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"FUNDING FOR NEW TASK ORDER TO EXERCISE OPTION YEAR 4 OF CONTRACT HSCEDM-09-D-00006. T/O POP 3/01/2013 TO 02/28/2014. FUNDING POP 3/1/2013 TO 3/31/2013.

IGF::CT::IGF",https://www.highergov.com/contract/HSCEDM09D00006-HSCEDM13F00019/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM13F00019_7012_HSCEDM09D00006_7012
HSCEDM11D00003-HSCEDM13J00036,HSCEDM13J00036,HSCEDM11D00003,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Transportation/removal services,DETENTION MANAGEMENT - LAGUNA OFFICE,2013-09-16,2014-09-15,2014-09-15,2015-02-05,22991033.24,22991033.24,10,22991033.240000002,22991033.24,22991033.24,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,1,Negotiated Proposal/Quote,HSCEDM11R00002,,0,,USAspending + HigherGov,"IGF::CT::IGF CRITICAL FUNCTION. DETENTION MANAGMENT, MEDICAL SERVICES, TRANSPORTATION SERVICES, FOOD SERVICES FOR DHS/ICE AUROROA, CO AT GEO GROUP COCA FACILITY.",https://www.highergov.com/contract/HSCEDM11D00003-HSCEDM13J00036/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM13J00036_7012_HSCEDM11D00003_7012
HSCEDM10D00001-HSCEDM14J00001,HSCEDM14J00001,HSCEDM10D00001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Transportation/removal services,DETENTION MANAGEMENT - LAGUNA OFFICE,2013-10-24,2014-10-23,2014-10-23,2015-05-28,55931489.71,55931489.71,11,55931489.71,55931489.71,55931489.71,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"IGF::CT::IGF - CRITICAL FUNCTIONS. DETENTION, TRANSPORTATION AND FOOD SERVICES",https://www.highergov.com/contract/HSCEDM10D00001-HSCEDM14J00001/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM14J00001_7012_HSCEDM10D00001_7012
HSCEDM12D00001-HSCEDM14J00008,HSCEDM14J00008,HSCEDM12D00001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,South Texas ICE Processing Center,DETENTION MANAGEMENT LAGUNA,2013-12-01,2014-11-30,2016-01-13,2017-05-31,46037066.14,46037066.14,15,46037066.14,46037066.14,46037066.14,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,GEO GROUP CONTRACT HSCEDM-12-D-00001 FOR SOUTH TEXAS DETENTION COMPLEX. TASK ORDER HSCEDM-14-J-00008,https://www.highergov.com/contract/HSCEDM12D00001-HSCEDM14J00008/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM14J00008_7012_HSCEDM12D00001_7012
HSCEDM14A00001-HSCEDM14J00010,HSCEDM14J00010,HSCEDM14A00001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,BPA Call,Rio Grande detention services,DETENTION MANAGEMENT LAGUNA,2014-01-01,2015-03-31,2015-07-10,2017-05-31,6148071.25,6148071.25,14,6148071.25,6148071.25,7699346.78,S206,Guard Services,922140,Correctional Institutions ,Competed Under Simplified Acquisition Procedures,1,Simplified Acquisition,,,0,,USAspending + HigherGov,"IGF::CT::IGF
FUNDING FOR RIO GRANDE FACILITY WITH GEO GROUP UNDER DOJ NUMBER ODT-7-C-0003.",https://www.highergov.com/contract/HSCEDM14A00001-HSCEDM14J00010/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM14J00010_7012_HSCEDM14A00001_7012
HSODT6C0002-HSCEDM14F00002,HSCEDM14F00002,HSODT6C0002,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,San Diego detention services,DETENTION MANAGEMENT LAGUNA,2014-01-01,2014-12-31,2014-12-31,2017-05-31,10727.64,10727.64,4,10727.64,10727.64,10727.64,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition,3,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"DETAINEE HOUSING, SAN DIEGO, CA",https://www.highergov.com/contract/HSODT6C0002-HSCEDM14F00002/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM14F00002_7012_HSODT6C0002_7012
HSCEDM11D00003-HSCEDM14J00031,HSCEDM14J00031,HSCEDM11D00003,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Transportation/removal services,DETENTION COMPLIANCE AND REMOVALS,2014-09-16,2015-09-15,2016-04-14,2023-03-28,22904058.24,22904058.24,12,22904058.240000002,22904058.24,22904058.24,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"CRITICAL FUNCTION. DETENTION MANAGMENT, MEDICAL SERVICES, TRANSPORTATION SERVICES, FOOD SERVICES FOR DHS/ICE AUROROA, CO AT GEO GROUP COCA FACILITY.",https://www.highergov.com/contract/HSCEDM11D00003-HSCEDM14J00031/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM14J00031_7012_HSCEDM11D00003_7012
HSCEDM10D00001-HSCEDM15J00003,HSCEDM15J00003,HSCEDM10D00001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Transportation/removal services,DETENTION MANAGEMENT - LAGUNA OFFICE,2014-10-23,2015-09-27,2015-09-27,2016-01-27,23915075.97,23915075.97,10,23915075.970000003,23915075.97,23915075.97,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,1,Negotiated Proposal/Quote,HSCEDM09R00003,,0,,USAspending + HigherGov,"IGF::CT::IGF - CRITICAL FUNCTIONS. DETENTION, TRANSPORTATION AND FOOD SERVICES",https://www.highergov.com/contract/HSCEDM10D00001-HSCEDM15J00003/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM15J00003_7012_HSCEDM10D00001_7012
HSCEDM12D00001-HSCEDM15J00004,HSCEDM15J00004,HSCEDM12D00001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,South Texas ICE Processing Center,DETENTION COMPLIANCE AND REMOVALS,2014-10-23,2015-11-30,2016-04-14,2021-06-28,50880520.83,50880520.83,12,50880520.83,50880520.83,50880520.83,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,REFERENCE SOUTH TEXAS DETENTION COMPLEX CONTRACT HSCEDM-12-D-00001 WITH THE GEO GROUP. OPTION YEAR 3,https://www.highergov.com/contract/HSCEDM12D00001-HSCEDM15J00004/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM15J00004_7012_HSCEDM12D00001_7012
HSCEDM09D00006-HSCEDM15F00009,HSCEDM15F00009,HSCEDM09D00006,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,DETENTION COMPLIANCE AND REMOVALS,2014-12-29,2015-06-30,2015-10-02,2021-06-08,12032163.7,12032163.7,6,12032163.700000001,12032163.7,12032163.7,S206,Guard Services,561621,Security Systems Services (except Locksmiths) ,Full And Open Competition,,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"IGF::CT::IGF

FUNDING FOR TASK ORDER TO SERVE AS BRIDGE CONTRACT. CURRENT T/O IS HSCEDM-13-F-00019 UNDER CONTRACT HSCEDM-09-D-00006. T/O POP: 01/01/15 TO 3/31/15. FUNDED POP: 01/01/15 TO 3/31/15.",https://www.highergov.com/contract/HSCEDM09D00006-HSCEDM15F00009/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM15F00009_7012_HSCEDM09D00006_7012
HSCEDM14A00001-HSCEDM15J00017,HSCEDM15J00017,HSCEDM14A00001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,BPA Call,Rio Grande detention services,DETENTION MANAGEMENT LAGUNA,2015-03-30,2016-03-31,2016-07-16,2017-05-31,4619592.71,4619592.71,10,4619592.71,4619592.71,4619592.71,S206,Guard Services,922140,Correctional Institutions ,Competed Under Simplified Acquisition Procedures,1,Simplified Acquisition,,,0,,USAspending + HigherGov,"IGF::CT::IGF
RIO GRANDE FACILITY WITH GEO GROUP UNDER DOJ NUMBER ODT-7-C-0003. (FY15 TASK ORDER)",https://www.highergov.com/contract/HSCEDM14A00001-HSCEDM15J00017/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM15J00017_7012_HSCEDM14A00001_7012
HSCEDM15D00006-HSCEDM15J00024,HSCEDM15J00024,HSCEDM15D00006,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Broward Transitional Center,DETENTION COMPLIANCE AND REMOVALS,2015-07-01,2016-06-30,2016-09-23,2021-05-25,29419117.96,29419117.96,10,29419117.96,29419117.96,29419117.96,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,https://www.highergov.com/contract/HSCEDM15D00006-HSCEDM15J00024/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM15J00024_7012_HSCEDM15D00006_7012
HSCEDM11D00003-HSCEDM15J00029,HSCEDM15J00029,HSCEDM11D00003,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Transportation/removal services,DETENTION MANAGEMENT LAGUNA,2015-08-20,2016-09-15,2017-01-20,2016-12-21,24315423.37,24315423.37,13,24315423.37,24315423.37,24315423.37,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"IGF::CT::IGF CRITICAL FUNCTION. DETENTION MANAGEMENT, MEDICAL SERVICES, TRANSPORTATION SERVICES, FOOD SERVICES FOR DHS/ICE AURORA, CO AT GEO GROUP COCA FACILITY.",https://www.highergov.com/contract/HSCEDM11D00003-HSCEDM15J00029/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM15J00029_7012_HSCEDM11D00003_7012
HSCEDM11D00003-HSCEDM15J00036,HSCEDM15J00036,HSCEDM11D00003,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Transportation/removal services,DETENTION MANAGEMENT LAGUNA,2015-09-04,2019-02-28,2019-02-28,2019-01-29,171744.31,171744.31,3,171744.31,171744.31,171744.31,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"IGF::CT::IGF CRITICAL FUNCTION. DETENTION MANAGEMENT, MEDICAL SERVICES, TRANSPORTATION SERVICES, FOOD SERVICES FOR DHS/ICE AURORA, CO AT GEO GROUP COCA FACILITY.",https://www.highergov.com/contract/HSCEDM11D00003-HSCEDM15J00036/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM15J00036_7012_HSCEDM11D00003_7012
HSCEDM15D00015-HSCEDM15J00038,HSCEDM15J00038,HSCEDM15D00015,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Transportation/removal services,DETENTION MANAGEMENT LAGUNA,2015-09-28,2016-09-27,2016-09-27,2016-12-28,59949555.1,59949555.1,10,59949555.1,59949555.1,59949555.1,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,1,Negotiated Proposal/Quote,,Individual Subcontract Plan,0,,USAspending + HigherGov,"IGF::CT::IGF DETENTION, TRANSPORTATION AND FOOD SERVICES",https://www.highergov.com/contract/HSCEDM15D00015-HSCEDM15J00038/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM15J00038_7012_HSCEDM15D00015_7012
HSODT6C0002-HSCEDM16F00001,HSCEDM16F00001,HSODT6C0002,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,San Diego detention services,DETENTION MANAGEMENT LAGUNA,2015-10-21,2016-12-31,2016-12-31,2017-02-08,14238.18,14238.18,4,14238.18,14238.18,14238.18,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition,3,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"
DETENTION SERVICES AT THE WESTERN REGION DETENTION FACILITY IN SAN DIEGO, CA",https://www.highergov.com/contract/HSODT6C0002-HSCEDM16F00001/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM16F00001_7012_HSODT6C0002_7012
HSCEDM12D00001-HSCEDM16J00004,HSCEDM16J00004,HSCEDM12D00001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Detention services — facility unresolved from description,DETENTION COMPLIANCE AND REMOVALS,2015-11-24,2016-11-30,2017-06-14,2017-05-15,52665942.04,52665942.04,14,52665942.04,52665942.04,52665942.04,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,DETENTION AND DETENTION RELATED SERVICE. .,https://www.highergov.com/contract/HSCEDM12D00001-HSCEDM16J00004/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM16J00004_7012_HSCEDM12D00001_7012
HSCEDM14A00001-HSCEDM16J00017,HSCEDM16J00017,HSCEDM14A00001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,BPA Call,Rio Grande detention services,DETENTION COMPLIANCE AND REMOVALS,2016-04-01,2017-03-31,2017-06-08,2017-05-09,5244682.16,5244682.16,9,5244682.16,5244682.16,5244682.16,S206,Guard Services,922140,Correctional Institutions ,Competed Under Simplified Acquisition Procedures,1,Simplified Acquisition,,,0,,USAspending + HigherGov,IGF::CT::IGF RIO GRANDE DETENTION CENTER,https://www.highergov.com/contract/HSCEDM14A00001-HSCEDM16J00017/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM16J00017_7012_HSCEDM14A00001_7012
HSCEDM15D00006-HSCEDM16J00019,HSCEDM16J00019,HSCEDM15D00006,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Broward Transitional Center,DETENTION COMPLIANCE AND REMOVALS,2016-07-01,2017-06-30,2017-10-14,2021-05-26,31040733.6,31040733.6,13,31040733.6,31040733.6,31040733.6,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,IGF::CT::IGF DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,https://www.highergov.com/contract/HSCEDM15D00006-HSCEDM16J00019/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM16J00019_7012_HSCEDM15D00006_7012
HSCEDM11D00003-HSCEDM16J00042,HSCEDM16J00042,HSCEDM11D00003,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Aurora Contract Detention Facility,DETENTION COMPLIANCE AND REMOVALS,2016-09-16,2017-09-15,2017-09-15,2021-05-26,30675602.15,30675602.15,15,30675602.15,30675602.15,30675602.15,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"CONTRACT DETENTION FACILITY, AURORA, COLORADO

IGF::CT::IGF",https://www.highergov.com/contract/HSCEDM11D00003-HSCEDM16J00042/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM16J00042_7012_HSCEDM11D00003_7012
HSCEDM15D00015-HSCEDM16J00052,HSCEDM16J00052,HSCEDM15D00015,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Transportation/removal services,DETENTION COMPLIANCE AND REMOVALS,2016-09-28,2017-09-27,2021-02-12,2023-04-04,61117009.31,61117009.31,14,61117009.31,61117009.31,61117009.31,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,,Individual Subcontract Plan,0,,USAspending + HigherGov,"DETENTION, TRANSPORTATION AND FOOD SERVICES",https://www.highergov.com/contract/HSCEDM15D00015-HSCEDM16J00052/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM16J00052_7012_HSCEDM15D00015_7012
HSCEDM12D00001-HSCEDM17J00004,HSCEDM17J00004,HSCEDM12D00001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,South Texas ICE Processing Center,DETENTION COMPLIANCE AND REMOVALS,2016-12-14,2017-11-30,2018-04-18,2021-06-28,51612132.1,51612132.1,14,51612132.1,51612132.1,51612132.1,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,DETENTION SERVICES AT THE SOUTH TEXAS DETENTION CENTER,https://www.highergov.com/contract/HSCEDM12D00001-HSCEDM17J00004/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM17J00004_7012_HSCEDM12D00001_7012
HSODT6C0002-HSCEDM17F00001,HSCEDM17F00001,HSODT6C0002,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,San Diego detention services,DETENTION MANAGEMENT LAGUNA,2017-01-01,2017-11-14,2017-11-14,2018-02-14,17356.68,17356.68,8,17356.68,17356.68,17356.68,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition,,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"
DETENTION SERVICES AT THE WESTERN REGION DETENTION FACILITY IN SAN DIEGO, CA",https://www.highergov.com/contract/HSODT6C0002-HSCEDM17F00001/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM17F00001_7012_HSODT6C0002_7012
HSCEDM14A00001-HSCEDM17J00008,HSCEDM17J00008,HSCEDM14A00001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,BPA Call,Rio Grande detention services,DETENTION COMPLIANCE AND REMOVALS,2017-03-03,2018-03-31,2018-03-31,2021-05-24,5654320.62,5654320.62,11,5654320.62,5654320.62,5654320.62,S206,Guard Services,922140,Correctional Institutions ,Competed Under Simplified Acquisition Procedures,1,Simplified Acquisition,,,0,,USAspending + HigherGov,IGF::CT::IGF RIO GRANDE DETENTION CENTER,https://www.highergov.com/contract/HSCEDM14A00001-HSCEDM17J00008/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM17J00008_7012_HSCEDM14A00001_7012
HSCEDM12D00001-HSCEDM17J00017,HSCEDM17J00017,HSCEDM12D00001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,South Texas ICE Processing Center,DETENTION COMPLIANCE AND REMOVALS,2017-05-02,2017-06-12,2018-05-03,2023-04-11,70811.24,70811.24,5,70811.24,70811.24,70811.24,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,DETENTION SERVICES AT THE SOUTH TEXAS DETENTION CENTER,https://www.highergov.com/contract/HSCEDM12D00001-HSCEDM17J00017/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM17J00017_7012_HSCEDM12D00001_7012
HSCEDM17D00009-HSCEDM17J00018,HSCEDM17J00018,HSCEDM17D00009,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Houston detention services,DETENTION COMPLIANCE AND REMOVALS,2017-05-10,2018-04-11,2018-04-11,2017-05-10,600.0,600.0,2,600.0,600.0,600.0,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,3,Negotiated Proposal/Quote,,Commercial Subcontract Plan,0,,USAspending + HigherGov,HOUSTON DETENTION FACILITY,https://www.highergov.com/contract/HSCEDM17D00009-HSCEDM17J00018/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM17J00018_7012_HSCEDM17D00009_7012
HSCEDM15D00006-HSCEDM17J00024,HSCEDM17J00024,HSCEDM15D00006,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Broward Transitional Center,DETENTION COMPLIANCE AND REMOVALS,2017-06-29,2018-06-30,2018-09-22,2021-06-01,31778989.58,31778989.58,13,31778989.58,31778989.58,31778989.58,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,IGF::CT::IGF DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,https://www.highergov.com/contract/HSCEDM15D00006-HSCEDM17J00024/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM17J00024_7012_HSCEDM15D00006_7012
HSCEDM15D00015-HSCEDM17J00032,HSCEDM17J00032,HSCEDM15D00015,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Transportation/removal services,DETENTION MANAGEMENT LAGUNA,2017-09-14,2018-09-27,2018-09-27,2023-11-15,65718510.49,65718510.49,9,65718510.49,65718510.49,65718510.49,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,,Individual Subcontract Plan,0,,USAspending + HigherGov,"DETENTION, TRANSPORTATION AND FOOD SERVICES",https://www.highergov.com/contract/HSCEDM15D00015-HSCEDM17J00032/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM17J00032_7012_HSCEDM15D00015_7012
HSCEDM11D00003-HSCEDM17J00031,HSCEDM17J00031,HSCEDM11D00003,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Transportation/removal services,DETENTION COMPLIANCE AND REMOVALS,2017-09-16,2018-09-15,2019-08-10,2019-07-11,30799575.31,30799575.31,11,30799575.310000002,30799575.31,30799575.31,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"DETENTION MANAGEMENT/MEDICAL/TRANSPORTATION FOR AURORA, CO GEO GRP COCA.
IGF::CT::IGF",https://www.highergov.com/contract/HSCEDM11D00003-HSCEDM17J00031/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM17J00031_7012_HSCEDM11D00003_7012
HSCEDM12D00001-70CDCR18FR0000009,70CDCR18FR0000009,HSCEDM12D00001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Detention services — facility unresolved from description,DETENTION COMPLIANCE AND REMOVALS,2017-12-01,2018-12-05,2019-08-18,2021-06-28,51662696.58,51662696.58,18,51662696.58,51662696.58,51662696.58,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,,Plan Required (Incentive Not Included),0,,USAspending + HigherGov,DETENTION SERVICES,https://www.highergov.com/contract/HSCEDM12D00001-70CDCR18FR0000009/,https://www.usaspending.gov/award/CONT_AWD_70CDCR18FR0000009_7012_HSCEDM12D00001_7012
HSCEDM14A00001-70CDCR18FC0000011,70CDCR18FC0000011,HSCEDM14A00001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,BPA Call,Rio Grande detention services,DETENTION COMPLIANCE AND REMOVALS,2018-03-20,2019-03-31,2019-03-31,2021-05-27,6490815.92,6490815.92,10,6490815.92,6490815.92,6490815.92,S206,Guard Services,922140,Correctional Institutions ,Competed Under Simplified Acquisition Procedures,1,Simplified Acquisition,,Plan Not Required,0,,USAspending + HigherGov,IGF::CT::IGF RIO GRANDE DETENTION CENTER,https://www.highergov.com/contract/HSCEDM14A00001-70CDCR18FC0000011/,https://www.usaspending.gov/award/CONT_AWD_70CDCR18FC0000011_7012_HSCEDM14A00001_7012
HSCEDM17D00009-70CDCR18FR0000045,70CDCR18FR0000045,HSCEDM17D00009,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Houston detention services,DETENTION COMPLIANCE AND REMOVALS,2018-04-11,2029-10-11,2029-10-11,2018-04-11,600.0,600.0,1,600.0,600.0,600.0,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,HSCEDM15R00004,Commercial Subcontract Plan,0,,USAspending + HigherGov,HOUSTON DETENTION FACILITY,https://www.highergov.com/contract/HSCEDM17D00009-70CDCR18FR0000045/,https://www.usaspending.gov/award/CONT_AWD_70CDCR18FR0000045_7012_HSCEDM17D00009_7012
HSCEDM15D00006-70CDCR18FR0000071,70CDCR18FR0000071,HSCEDM15D00006,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Broward Transitional Center,DETENTION COMPLIANCE AND REMOVALS,2018-06-14,2019-06-30,2020-06-27,2021-05-25,32304821.09,32304821.09,14,32304821.09,32304821.09,32304821.09,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,HSCEDM14R00002,Individual Subcontract Plan,0,,USAspending + HigherGov,IGF::CT::IGF DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,https://www.highergov.com/contract/HSCEDM15D00006-70CDCR18FR0000071/,https://www.usaspending.gov/award/CONT_AWD_70CDCR18FR0000071_7012_HSCEDM15D00006_7012
70CDCR18A00000007-70CDCR18FC0000028,70CDCR18FC0000028,70CDCR18A00000007,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,BPA Call,Robert A. Deyton Detention Facility,DETENTION COMPLIANCE AND REMOVALS,2018-07-25,2019-07-22,2020-06-28,2020-05-29,3308537.04,3308537.04,5,3308537.04,3308537.04,3308537.04,S206,Guard Services,922140,Correctional Institutions ,Competed Under Simplified Acquisition Procedures,1,Simplified Acquisition,,Plan Not Required,0,,USAspending + HigherGov,"IGF::CT::IGF 
ROBERT A. DEYTON DETENTION FACILITY",https://www.highergov.com/contract/70CDCR18A00000007-70CDCR18FC0000028/,https://www.usaspending.gov/award/CONT_AWD_70CDCR18FC0000028_7012_70CDCR18A00000007_7012
