acquisition_layer,competition_denominator,record_id,piid,parent_idv_piid,is_order_or_call,recipient_legal_name,recipient_uei,instrument_type,facility_or_service,award_obligations_usaspending,linked_order_obligations_highergov,potential_total_value,period_start,potential_end,extent_competed,solicitation_procedures,offers_received,solicitation_identifier,set_aside,fair_opportunity_limitation,other_than_full_and_open_reason,multiple_or_single_award,competition_bucket,reported_subaward_count,reported_subaward_amount,description,source_url,source_coverage,parent_vehicle_extent_competed,parent_vehicle_solicitation_procedures,parent_vehicle_offers_received,parent_vehicle_solicitation_identifier,parent_vehicle_competition_bucket,parent_vehicle_source_url
prime_award,yes,HSCEDM11D00003-HSCEDM15J00029,HSCEDM15J00029,HSCEDM11D00003,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Transportation/removal services,24315423.37,,24315423.37,2015-08-20,2017-01-20,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_one_offer,0,,"IGF::CT::IGF CRITICAL FUNCTION. DETENTION MANAGEMENT, MEDICAL SERVICES, TRANSPORTATION SERVICES, FOOD SERVICES FOR DHS/ICE AURORA, CO AT GEO GROUP COCA FACILITY.",https://www.usaspending.gov/award/CONT_AWD_HSCEDM15J00029_7012_HSCEDM11D00003_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM11R00002,full_open_one_offer,https://www.highergov.com/idv/HSCEDM11D00003/
prime_award,yes,HSCEDM11D00003-HSCEDM15J00036,HSCEDM15J00036,HSCEDM11D00003,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Transportation/removal services,171744.31,,171744.31,2015-09-04,2019-02-28,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,"IGF::CT::IGF CRITICAL FUNCTION. DETENTION MANAGEMENT, MEDICAL SERVICES, TRANSPORTATION SERVICES, FOOD SERVICES FOR DHS/ICE AURORA, CO AT GEO GROUP COCA FACILITY.",https://www.usaspending.gov/award/CONT_AWD_HSCEDM15J00036_7012_HSCEDM11D00003_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM11R00002,full_open_one_offer,https://www.highergov.com/idv/HSCEDM11D00003/
prime_award,yes,HSCEDM15D00015-HSCEDM15J00038,HSCEDM15J00038,HSCEDM15D00015,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Transportation/removal services,59949555.10,,59949555.10,2015-09-28,2016-09-27,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_one_offer,0,,"IGF::CT::IGF DETENTION, TRANSPORTATION AND FOOD SERVICES",https://www.usaspending.gov/award/CONT_AWD_HSCEDM15J00038_7012_HSCEDM15D00015_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM15R00001,full_open_one_offer,https://www.highergov.com/idv/HSCEDM15D00015/
prime_award,yes,HSODT6C0002-HSCEDM16F00001,HSCEDM16F00001,HSODT6C0002,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,San Diego detention services,14238.18,,14238.18,2015-10-21,2016-12-31,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,3,,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_multiple_offers,0,,"
DETENTION SERVICES AT THE WESTERN REGION DETENTION FACILITY IN SAN DIEGO, CA",https://www.usaspending.gov/award/CONT_AWD_HSCEDM16F00001_7012_HSODT6C0002_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,3,,full_open_multiple_offers,https://www.highergov.com/idv/HSODT6C0002/
prime_award,yes,HSCEDM12D00001-HSCEDM16J00004,HSCEDM16J00004,HSCEDM12D00001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Detention services — facility unresolved from description,52665942.04,,52665942.04,2015-11-24,2017-06-14,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_one_offer,0,,DETENTION AND DETENTION RELATED SERVICE. .,https://www.usaspending.gov/award/CONT_AWD_HSCEDM16J00004_7012_HSCEDM12D00001_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM11R00005,full_open_one_offer,https://www.highergov.com/idv/HSCEDM12D00001/
prime_award,yes,HSCEDM14A00001-HSCEDM16J00017,HSCEDM16J00017,HSCEDM14A00001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,BPA Call,Rio Grande detention services,5244682.16,,5244682.16,2016-04-01,2017-06-08,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,1,,NO SET ASIDE USED.,,,SINGLE AWARD,simplified_acquisition_one_offer,0,,IGF::CT::IGF RIO GRANDE DETENTION CENTER,https://www.usaspending.gov/award/CONT_AWD_HSCEDM16J00017_7012_HSCEDM14A00001_7012,USAspending + HigherGov,,,,,competition_metadata_missing,https://www.highergov.com/idv/HSCEDM14A00001/
prime_award,yes,HSCEDM15D00006-HSCEDM16J00019,HSCEDM16J00019,HSCEDM15D00006,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Broward Transitional Center,31040733.60,,31040733.60,2016-07-01,2017-10-14,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,IGF::CT::IGF DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,https://www.usaspending.gov/award/CONT_AWD_HSCEDM16J00019_7012_HSCEDM15D00006_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM14R00002,full_open_one_offer,https://www.highergov.com/idv/HSCEDM15D00006/
prime_award,yes,HSCEDM11D00003-HSCEDM16J00042,HSCEDM16J00042,HSCEDM11D00003,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Aurora Contract Detention Facility,30675602.15,,30675602.15,2016-09-16,2017-09-15,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,"CONTRACT DETENTION FACILITY, AURORA, COLORADO

IGF::CT::IGF",https://www.usaspending.gov/award/CONT_AWD_HSCEDM16J00042_7012_HSCEDM11D00003_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM11R00002,full_open_one_offer,https://www.highergov.com/idv/HSCEDM11D00003/
prime_award,yes,HSCEDM15D00015-HSCEDM16J00052,HSCEDM16J00052,HSCEDM15D00015,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Transportation/removal services,61117009.31,,61117009.31,2016-09-28,2021-02-12,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,"DETENTION, TRANSPORTATION AND FOOD SERVICES",https://www.usaspending.gov/award/CONT_AWD_HSCEDM16J00052_7012_HSCEDM15D00015_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM15R00001,full_open_one_offer,https://www.highergov.com/idv/HSCEDM15D00015/
prime_award,yes,HSCEDM12D00001-HSCEDM17J00004,HSCEDM17J00004,HSCEDM12D00001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,South Texas ICE Processing Center,51612132.10,,51612132.10,2016-12-14,2018-04-18,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,DETENTION SERVICES AT THE SOUTH TEXAS DETENTION CENTER,https://www.usaspending.gov/award/CONT_AWD_HSCEDM17J00004_7012_HSCEDM12D00001_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM11R00005,full_open_one_offer,https://www.highergov.com/idv/HSCEDM12D00001/
prime_award,yes,HSODT6C0002-HSCEDM17F00001,HSCEDM17F00001,HSODT6C0002,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,San Diego detention services,17356.68,,17356.68,2017-01-01,2017-11-14,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,"
DETENTION SERVICES AT THE WESTERN REGION DETENTION FACILITY IN SAN DIEGO, CA",https://www.usaspending.gov/award/CONT_AWD_HSCEDM17F00001_7012_HSODT6C0002_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,3,,full_open_multiple_offers,https://www.highergov.com/idv/HSODT6C0002/
prime_award,yes,HSCEDM14A00001-HSCEDM17J00008,HSCEDM17J00008,HSCEDM14A00001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,BPA Call,Rio Grande detention services,5654320.62,,5654320.62,2017-03-03,2018-03-31,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,1,,NO SET ASIDE USED.,,,SINGLE AWARD,simplified_acquisition_one_offer,0,,IGF::CT::IGF RIO GRANDE DETENTION CENTER,https://www.usaspending.gov/award/CONT_AWD_HSCEDM17J00008_7012_HSCEDM14A00001_7012,USAspending + HigherGov,,,,,competition_metadata_missing,https://www.highergov.com/idv/HSCEDM14A00001/
prime_award,yes,HSCEDM12D00001-HSCEDM17J00017,HSCEDM17J00017,HSCEDM12D00001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,South Texas ICE Processing Center,70811.24,,70811.24,2017-05-02,2018-05-03,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,DETENTION SERVICES AT THE SOUTH TEXAS DETENTION CENTER,https://www.usaspending.gov/award/CONT_AWD_HSCEDM17J00017_7012_HSCEDM12D00001_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM11R00005,full_open_one_offer,https://www.highergov.com/idv/HSCEDM12D00001/
prime_award,yes,HSCEDM17D00009-HSCEDM17J00018,HSCEDM17J00018,HSCEDM17D00009,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Houston detention services,600.00,,600.00,2017-05-10,2018-04-11,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,3,,,,,SINGLE AWARD,full_open_multiple_offers,0,,HOUSTON DETENTION FACILITY,https://www.usaspending.gov/award/CONT_AWD_HSCEDM17J00018_7012_HSCEDM17D00009_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,3,HSCEDM15R00004,full_open_multiple_offers,https://www.highergov.com/idv/HSCEDM17D00009/
prime_award,yes,HSCEDM15D00006-HSCEDM17J00024,HSCEDM17J00024,HSCEDM15D00006,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Broward Transitional Center,31778989.58,,31778989.58,2017-06-29,2018-09-22,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,IGF::CT::IGF DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,https://www.usaspending.gov/award/CONT_AWD_HSCEDM17J00024_7012_HSCEDM15D00006_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM14R00002,full_open_one_offer,https://www.highergov.com/idv/HSCEDM15D00006/
prime_award,yes,HSCEDM15D00015-HSCEDM17J00032,HSCEDM17J00032,HSCEDM15D00015,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Transportation/removal services,65718510.49,,65718510.49,2017-09-14,2018-09-27,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,"DETENTION, TRANSPORTATION AND FOOD SERVICES",https://www.usaspending.gov/award/CONT_AWD_HSCEDM17J00032_7012_HSCEDM15D00015_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM15R00001,full_open_one_offer,https://www.highergov.com/idv/HSCEDM15D00015/
prime_award,yes,HSCEDM11D00003-HSCEDM17J00031,HSCEDM17J00031,HSCEDM11D00003,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Transportation/removal services,30799575.31,,30799575.31,2017-09-16,2019-08-10,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,"DETENTION MANAGEMENT/MEDICAL/TRANSPORTATION FOR AURORA, CO GEO GRP COCA.
IGF::CT::IGF",https://www.usaspending.gov/award/CONT_AWD_HSCEDM17J00031_7012_HSCEDM11D00003_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM11R00002,full_open_one_offer,https://www.highergov.com/idv/HSCEDM11D00003/
prime_award,yes,HSCEDM12D00001-70CDCR18FR0000009,70CDCR18FR0000009,HSCEDM12D00001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Detention services — facility unresolved from description,51662696.58,,51662696.58,2017-12-01,2019-08-18,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,DETENTION SERVICES,https://www.usaspending.gov/award/CONT_AWD_70CDCR18FR0000009_7012_HSCEDM12D00001_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM11R00005,full_open_one_offer,https://www.highergov.com/idv/HSCEDM12D00001/
prime_award,yes,HSCEDM14A00001-70CDCR18FC0000011,70CDCR18FC0000011,HSCEDM14A00001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,BPA Call,Rio Grande detention services,6490815.92,,6490815.92,2018-03-20,2019-03-31,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,1,,NO SET ASIDE USED.,,,SINGLE AWARD,simplified_acquisition_one_offer,0,,IGF::CT::IGF RIO GRANDE DETENTION CENTER,https://www.usaspending.gov/award/CONT_AWD_70CDCR18FC0000011_7012_HSCEDM14A00001_7012,USAspending + HigherGov,,,,,competition_metadata_missing,https://www.highergov.com/idv/HSCEDM14A00001/
prime_award,yes,HSCEDM17D00009-70CDCR18FR0000045,70CDCR18FR0000045,HSCEDM17D00009,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Houston detention services,600.00,,600.00,2018-04-11,2029-10-11,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,HSCEDM-15-R-00004,,,,SINGLE AWARD,full_open_offer_count_missing,0,,HOUSTON DETENTION FACILITY,https://www.usaspending.gov/award/CONT_AWD_70CDCR18FR0000045_7012_HSCEDM17D00009_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,3,HSCEDM15R00004,full_open_multiple_offers,https://www.highergov.com/idv/HSCEDM17D00009/
prime_award,yes,HSCEDM15D00006-70CDCR18FR0000071,70CDCR18FR0000071,HSCEDM15D00006,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Broward Transitional Center,32304821.09,,32304821.09,2018-06-14,2020-06-27,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,HSCEDM-14-R-00002,,,,SINGLE AWARD,full_open_offer_count_missing,0,,IGF::CT::IGF DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,https://www.usaspending.gov/award/CONT_AWD_70CDCR18FR0000071_7012_HSCEDM15D00006_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM14R00002,full_open_one_offer,https://www.highergov.com/idv/HSCEDM15D00006/
prime_award,yes,70CDCR18A00000007-70CDCR18FC0000028,70CDCR18FC0000028,70CDCR18A00000007,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,BPA Call,Robert A. Deyton Detention Facility,3308537.04,,3308537.04,2018-07-25,2020-06-28,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,1,,NO SET ASIDE USED.,,,SINGLE AWARD,simplified_acquisition_one_offer,0,,"IGF::CT::IGF 
ROBERT A. DEYTON DETENTION FACILITY",https://www.usaspending.gov/award/CONT_AWD_70CDCR18FC0000028_7012_70CDCR18A00000007_7012,USAspending + HigherGov,,,,,competition_metadata_missing,https://www.highergov.com/idv/70CDCR18A00000007/
prime_award,yes,HSCEDM17D00009-70CDCR18FR0000125,70CDCR18FR0000125,HSCEDM17D00009,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Montgomery Processing Center,246775.59,,246775.59,2018-08-20,2018-09-30,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,PROCURE SUPPLIES/EQUIPMENT FOR MONTGOMERY PROCESSING CENTER IHSC MEDICAL AND DENTAL CLINICS,https://www.usaspending.gov/award/CONT_AWD_70CDCR18FR0000125_7012_HSCEDM17D00009_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,3,HSCEDM15R00004,full_open_multiple_offers,https://www.highergov.com/idv/HSCEDM17D00009/
prime_award,yes,HSCEDM11D00003-70CDCR18FR0000052,70CDCR18FR0000052,HSCEDM11D00003,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Aurora Contract Detention Facility,47687272.92,,47687272.92,2018-09-16,2020-03-25,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,"DETENTION SERVICES FOR AURORA, CO CDF",https://www.usaspending.gov/award/CONT_AWD_70CDCR18FR0000052_7012_HSCEDM11D00003_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM11R00002,full_open_one_offer,https://www.highergov.com/idv/HSCEDM11D00003/
prime_award,yes,HSCEDM15D00015-70CDCR18FR0000070,70CDCR18FR0000070,HSCEDM15D00015,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Transportation/removal services,64722320.27,,64722320.27,2018-09-28,2021-02-12,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,"IGF::CT::IGF DETENTION, FOOD AND TRANSPORTAION SERVICES",https://www.usaspending.gov/award/CONT_AWD_70CDCR18FR0000070_7012_HSCEDM15D00015_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM15R00001,full_open_one_offer,https://www.highergov.com/idv/HSCEDM15D00015/
prime_award,yes,HSCEDM17D00009-70CDCR18FR0000161,70CDCR18FR0000161,HSCEDM17D00009,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Houston detention services,38224630.37,,38224630.37,2018-09-28,2021-01-09,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,HOUSTON DETENTION FACILITY,https://www.usaspending.gov/award/CONT_AWD_70CDCR18FR0000161_7012_HSCEDM17D00009_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,3,HSCEDM15R00004,full_open_multiple_offers,https://www.highergov.com/idv/HSCEDM17D00009/
prime_award,yes,70CDCR19D00000001-70CDCR19FR0000005,70CDCR19FR0000005,70CDCR19D00000001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Other ICE service — unresolved from description,51679433.42,,51679433.42,2018-12-19,2019-12-05,NOT COMPETED,ONLY ONE SOURCE,,,,,URGENCY (FAR 6.302-2),SINGLE AWARD,sole_source_or_not_competed,0,,IGF::CT::IGF,https://www.usaspending.gov/award/CONT_AWD_70CDCR19FR0000005_7012_70CDCR19D00000001_7012,USAspending + HigherGov,Not Competed,Sole Source,1,,sole_source_or_not_competed,https://www.highergov.com/idv/70CDCR19D00000001/
prime_award,yes,70CDCR19P00000008,70CDCR19P00000008,,no,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Purchase Order,Detention services — facility unresolved from description,0.00,,0.00,2019-01-03,2019-01-04,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,1,,NO SET ASIDE USED.,,SAP NON-COMPETITION (FAR 13),,sole_source_or_not_competed,0,,DETENTION SERVICES FOR FLIGHT LINE AND CEDAR HILL,https://www.usaspending.gov/award/CONT_AWD_70CDCR19P00000008_7012_-NONE-_-NONE-,USAspending + HigherGov,,,,,,
prime_award,yes,70CDCR19D00000004-70CDCR19FR0000020,70CDCR19FR0000020,70CDCR19D00000004,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Mesa Verde ICE Processing Center,13525413.80,,21249254.16,2019-03-06,2020-09-09,NOT COMPETED,ONLY ONE SOURCE,,,,,URGENCY (FAR 6.302-2),SINGLE AWARD,sole_source_or_not_competed,0,,TO PROVIDE DETENTION SERVICES AT THE MESA VERDE ICE PROCESSING CENTER,https://www.usaspending.gov/award/CONT_AWD_70CDCR19FR0000020_7012_70CDCR19D00000004_7012,USAspending + HigherGov,Not Competed,Sole Source,1,,sole_source_or_not_competed,https://www.highergov.com/idv/70CDCR19D00000004/
prime_award,yes,HSCEDM14A00001-70CDCR19FC0000008,70CDCR19FC0000008,HSCEDM14A00001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,BPA Call,Rio Grande detention services,5854685.10,,5854685.10,2019-03-18,2020-07-30,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,1,,NO SET ASIDE USED.,,,SINGLE AWARD,simplified_acquisition_one_offer,0,,IGF::CT::IGF RIO GRANDE DETENTION CENTER,https://www.usaspending.gov/award/CONT_AWD_70CDCR19FC0000008_7012_HSCEDM14A00001_7012,USAspending + HigherGov,,,,,competition_metadata_missing,https://www.highergov.com/idv/HSCEDM14A00001/
prime_award,yes,HSCEDM15D00006-70CDCR19FIGR00278,70CDCR19FIGR00278,HSCEDM15D00006,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Broward Transitional Center,33327391.94,,33327391.94,2019-06-13,2020-10-10,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,https://www.usaspending.gov/award/CONT_AWD_70CDCR19FIGR00278_7012_HSCEDM15D00006_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM14R00002,full_open_one_offer,https://www.highergov.com/idv/HSCEDM15D00006/
prime_award,yes,70CDCR18A00000007-70CDCR19FC0000012,70CDCR19FC0000012,70CDCR18A00000007,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,BPA Call,Robert A. Deyton Detention Facility,988653.72,,988653.72,2019-06-25,2021-08-12,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,1,,NO SET ASIDE USED.,,,SINGLE AWARD,simplified_acquisition_one_offer,0,,IGF::CT::IGF DETENTION SERVICES AT ROBERT A. DEYTON DETENTION FACILITY,https://www.usaspending.gov/award/CONT_AWD_70CDCR19FC0000012_7012_70CDCR18A00000007_7012,USAspending + HigherGov,,,,,competition_metadata_missing,https://www.highergov.com/idv/70CDCR18A00000007/
prime_award,yes,70CDCR19D00000011-70CDCR19FR0000058,70CDCR19FR0000058,70CDCR19D00000011,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Detention services — facility unresolved from description,37878569.30,,37878569.30,2019-06-26,2020-04-03,NOT COMPETED,ONLY ONE SOURCE,,,,,URGENCY (FAR 6.302-2),SINGLE AWARD,sole_source_or_not_competed,0,,DETENTION SERVICES,https://www.usaspending.gov/award/CONT_AWD_70CDCR19FR0000058_7012_70CDCR19D00000011_7012,USAspending + HigherGov,Not Competed,Sole Source,1,,sole_source_or_not_competed,https://www.highergov.com/idv/70CDCR19D00000011/
prime_award,yes,70CDCR19D00000001-70CDCR19FIGR00292,70CDCR19FIGR00292,70CDCR19D00000001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Transportation/removal services,55594.50,,55594.50,2019-08-01,2019-08-31,NOT COMPETED,ONLY ONE SOURCE,,,,,URGENCY (FAR 6.302-2),SINGLE AWARD,sole_source_or_not_competed,0,,SUPPLEMENTAL TRANSPORTATION FOR WSEU,https://www.usaspending.gov/award/CONT_AWD_70CDCR19FIGR00292_7012_70CDCR19D00000001_7012,USAspending + HigherGov,Not Competed,Sole Source,1,,sole_source_or_not_competed,https://www.highergov.com/idv/70CDCR19D00000001/
prime_award,yes,HSCEDM17D00009-70CDCR19FR0000056,70CDCR19FR0000056,HSCEDM17D00009,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Houston detention services,40268189.97,,40268189.97,2019-08-16,2022-08-18,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,HSCEDM-15-R-00004,,,,SINGLE AWARD,full_open_offer_count_missing,0,,HOUSTON DETENTION FACILITY,https://www.usaspending.gov/award/CONT_AWD_70CDCR19FR0000056_7012_HSCEDM17D00009_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,3,HSCEDM15R00004,full_open_multiple_offers,https://www.highergov.com/idv/HSCEDM17D00009/
prime_award,yes,HSCEDM11D00003-70CDCR19FR0000089,70CDCR19FR0000089,HSCEDM11D00003,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Transportation/removal services,46180315.09,,46180315.09,2019-09-11,2021-03-25,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,"DETENTION MANAGEMENT/MEDICAL/TRANSPORTATION FOR AURORA, CO",https://www.usaspending.gov/award/CONT_AWD_70CDCR19FR0000089_7012_HSCEDM11D00003_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM11R00002,full_open_one_offer,https://www.highergov.com/idv/HSCEDM11D00003/
prime_award,yes,HSCEDM15D00015-70CDCR19FR0000059,70CDCR19FR0000059,HSCEDM15D00015,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Transportation/removal services,63811970.64,,63811970.64,2019-09-28,2020-09-27,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,"DETENTION, FOOD AND TRANSPORTATION SERVICES",https://www.usaspending.gov/award/CONT_AWD_70CDCR19FR0000059_7012_HSCEDM15D00015_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM15R00001,full_open_one_offer,https://www.highergov.com/idv/HSCEDM15D00015/
prime_award,yes,70CDCR20D00000003-70CDCR20FR0000005,70CDCR20FR0000005,70CDCR20D00000003,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,South Texas ICE Processing Center,32325878.24,,32325878.24,2019-12-06,2021-01-06,NOT COMPETED,ONLY ONE SOURCE,,,,,UNIQUE SOURCE (FAR 6.302-1(B)(1)),SINGLE AWARD,sole_source_or_not_competed,0,,DETENTION AND DETENTION RELATED SERVICES AT THE SOUTH TEXAS DETENTION COMPLEX (STDC),https://www.usaspending.gov/award/CONT_AWD_70CDCR20FR0000005_7012_70CDCR20D00000003_7012,USAspending + HigherGov,Not Competed,Sole Source,1,200005,sole_source_or_not_competed,https://www.highergov.com/idv/70CDCR20D00000003/
