event_id,date,license_num,event_type,action_subtype,disposition,board_granted_application,completed_sale_verified,transferor,transferor_dba,transferee,transferee_dba,licensee,licensee_dba,pledge_recipient,from_address,to_address,source_id,source_url,page_start,page_end,item_number,outcome_text,referenced_approval_date,ambiguity_notes
BLB-2025-06-26-051-transfer,2025-06-26,LB546003,license_transfer,transfer_application_disposition,granted,True,False,"B.U., LLC",B.U. Bistro,"Oda Bar & Bites, Inc.",Oda Bar & Bites,,,,"3840 Washington St, Roslindale, MA 02131","3840 Washington St, Roslindale, MA 02131",BLB-2025-06-26,https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-26-25.docx%20%281%29.pdf,17,17,1,Granted,,
BLB-2025-07-17-017-transfer,2025-07-17,LB99425,license_transfer,transfer_application_disposition,granted,True,False,"Del Frisco’s of Boston, LLC",Del Frisco’s Double Eagle Steakhouse,"888 Boylston Food, LLC",Del Frisco’s Double Eagle Steakhouse,,,,"888 Boylston St, Boston, MA 02199","888 Boylston St, Boston, MA 02199",BLB-2025-07-17,https://www.boston.gov/sites/default/files/file/2025/07/Voting%20Minutes%207-17-25.docx.pdf,6,6,9,Granted,,
BLB-2025-07-17-018-transfer,2025-07-17,LB99831,license_transfer,transfer_application_disposition,granted,True,False,"Crudo North End, LLC",Crudo,"Umami Crudo, Inc.",Umami Crudo,,,,"78-80 Salem St, Boston, MA 02113","78-80 Salem St, Boston, MA 02113",BLB-2025-07-17,https://www.boston.gov/sites/default/files/file/2025/07/Voting%20Minutes%207-17-25.docx.pdf,6,6,10,Granted,,
BLB-2025-07-31-012-transfer,2025-07-31,LB102054,license_transfer,transfer_application_disposition,granted,True,False,B M Krupa Corporation,La Bendicion Super Market,"Shri Bhrahmani, LLC",La Bendicion Market,,,,"32 Bennington St, East Boston, MA 02128","32 Bennington St, East Boston, MA 02128",BLB-2025-07-31,https://www.boston.gov/sites/default/files/file/2025/07/Voting%20Minutes%207-31-25.docx.pdf,4,4,8,Granted,,
BLB-2025-08-07-017-transfer,2025-08-07,LB101663,license_transfer,transfer_application_disposition,granted,True,False,"Hersha Hospitality Management, L.P.",Bulfinch Social at the Boxer Hotel,"BM Merrimac Hotel, LLC",Bulfinch Social at Boxer Hotel,,,,"119 Merrimac St, Boston, MA 02114","119 Merrimac St, Boston, MA 02114",BLB-2025-08-07,https://www.boston.gov/sites/default/files/file/2025/08/Voting%20Minutes%208-7-25.docx.pdf,6,6,10,Granted,,
BLB-2025-08-07-018-transfer,2025-08-07,LB99350,license_transfer,transfer_application_disposition,granted,True,False,Frank Pezzano,U’Sarraceno Restaurant,"F.P. Restaurant, Inc.",Saraceno/Bella Vista,,,,"286 Hanover St, Boston, MA 02113","286 Hanover St, Boston, MA 02113",BLB-2025-08-07,https://www.boston.gov/sites/default/files/file/2025/08/Voting%20Minutes%208-7-25.docx.pdf,6,6,11,Granted,,
BLB-2025-08-07-019-transfer,2025-08-07,LB99764,license_transfer,transfer_application_disposition,granted,True,False,"Grotto, Inc.",Grotto Restaurant,"AV 565 Boylston, LLC",All’Antico Vinaio,,,,"37 Bowdoin St, Boston, MA 02114","565 Boylston St, Boston, MA 02116",BLB-2025-08-07,https://www.boston.gov/sites/default/files/file/2025/08/Voting%20Minutes%208-7-25.docx.pdf,7,7,12,Granted,,
BLB-2025-08-28-039-transfer,2025-08-28,LB101923,license_transfer,transfer_application_disposition,granted,True,False,"SAE Enterprises, Inc.",Mission Hill Liquors,"Sip City Liquors, Inc.",Sip City Liquors,,,,"1623 Tremont St, Boston, MA 02120","1623 Tremont St, Boston, MA 02120",BLB-2025-08-28,https://www.boston.gov/sites/default/files/file/2025/08/Voting%20Minutes%208-28-25.docx.pdf,11,11,31,Granted,,
BLB-2025-08-28-040-transfer,2025-08-28,LB99283,license_transfer,transfer_application_disposition,granted,True,False,"Leinster Group, Inc.",Scholars,"Off the Rails Boston, LLC",Scholars,,,,"25 School St, Boston, MA 02108","25 School St, Boston, MA 02108",BLB-2025-08-28,https://www.boston.gov/sites/default/files/file/2025/08/Voting%20Minutes%208-28-25.docx.pdf,11,11,32,Granted,,
BLB-2025-08-28-041-transfer,2025-08-28,LB101849,license_transfer,transfer_application_disposition,granted,True,False,"Leonid Wine Co, Inc.",Southie Liquor,Bhagwan Corporation,Southie Liquor,,,,"399 West Broadway, South Boston, MA 02127","399 West Broadway, South Boston, MA 02127",BLB-2025-08-28,https://www.boston.gov/sites/default/files/file/2025/08/Voting%20Minutes%208-28-25.docx.pdf,12,12,33,"Granted, with Ravi Patel as Manager of Record",,
BLB-2025-08-28-042-transfer,2025-08-28,LB101636,license_transfer,transfer_application_disposition,granted,True,False,"Iconic Food and Beverage Company, LLC",Fairmont Copley Plaza Hotel,"Iconic Copley Plaza Hotel, LLC",Fairmont Copley Plaza Hotel,,,,"138-150 Saint James Ave, Boston, MA 02116","138-150 Saint James Ave, Boston, MA 02116",BLB-2025-08-28,https://www.boston.gov/sites/default/files/file/2025/08/Voting%20Minutes%208-28-25.docx.pdf,12,12,34,Granted,,
BLB-2025-08-28-043-transfer,2025-08-28,LB98912,license_transfer,transfer_application_disposition,granted,True,False,"Lincoln Street Property Owner, LLC",,"1 Lincoln TRS, LLC",,,,,"1 Lincoln St, Boston, MA 02111","1 Lincoln St, Boston, MA 02111",BLB-2025-08-28,https://www.boston.gov/sites/default/files/file/2025/08/Voting%20Minutes%208-28-25.docx.pdf,13,13,35,Granted,,Grant has an explicit issuance condition; see complete item text.
BLB-2025-08-28-044-transfer,2025-08-28,LB99328,license_transfer,transfer_application_disposition,granted,True,False,"Lord Hobo Drydock, LLC",Lord Hobo Taphouse,"Haidilao Hot Pot MA, Inc.",Haidilao Hot Pot,,,,"2 Drydock Ave, Boston, MA 02210","601 Washington St, Boston, MA 02111",BLB-2025-08-28,https://www.boston.gov/sites/default/files/file/2025/08/Voting%20Minutes%208-28-25.docx.pdf,13,13,36,Granted,,
BLB-2025-08-28-045-transfer,2025-08-28,LB99070,license_transfer,transfer_application_disposition,granted,True,False,"D Street Music, LLC",D’s Keys Dueling Pianos,"Proctor Restaurant Enterprise, Inc.",LuXXor/The Bloom Room,,,,"391 D St, Boston, MA 02210","28-30 Kingston St, Boston, MA 02111",BLB-2025-08-28,https://www.boston.gov/sites/default/files/file/2025/08/Voting%20Minutes%208-28-25.docx.pdf,14,14,37,Granted,,Grant has an explicit issuance condition; see complete item text.
BLB-2025-09-18-025-transfer,2025-09-18,LB101905,license_transfer,transfer_application_disposition,granted,True,False,"Salant Liquors, Inc.",Morton Wine and Liquors,"Castillo Morton Street, LLC",Castillo Liquors,,,,"890-896 Morton St, Mattapan, MA 02126","890-896 Morton St, Mattapan, MA 02126",BLB-2025-09-18,https://www.boston.gov/sites/default/files/file/2025/09/Voting%20Minutes%209-18-25.docx.pdf,7,7,19,Granted,,
BLB-2025-09-18-026-transfer,2025-09-18,LB101992,license_transfer,transfer_application_disposition,granted,True,False,"1227 Commonwealth, Inc.",Wild Duck,"Commonwealth Cellars, Inc.",Commonwealth Cellars,,,,"1229 Commonwealth Ave, Allston, MA 02134","1229 Commonwealth Ave, Allston, MA 02134",BLB-2025-09-18,https://www.boston.gov/sites/default/files/file/2025/09/Voting%20Minutes%209-18-25.docx.pdf,7,7,20,Granted,,
BLB-2025-09-18-027-transfer,2025-09-18,LB494678,license_transfer,transfer_application_disposition,granted,True,False,Nice Noodles LLC,Blue Sakura,"Kitchen + Kocktails by Kevin Kelley Boston, LLC.",Kitchen + Kocktails by Kevin Kelly,,,,"12 Brighton Ave, Boston, MA 02134","100 Arlington St, Boston, MA 02116",BLB-2025-09-18,https://www.boston.gov/sites/default/files/file/2025/09/Voting%20Minutes%209-18-25.docx.pdf,8,8,21,"Granted, with a closing hour of 11:00 PM",,Transferor heading is 'Nice Noodles'; transfer clause identifies 'Nice Noodles LLC'.
BLB-2025-10-01-025-transfer,2025-10-01,LB99651,license_transfer,transfer_application_disposition,granted,True,False,"Gagandeep, Inc.",Punjab Palace,"Punjab Palace, LLC",Punjab Palace,,,,"109 Brighton Ave, Allston, MA 02134","109 Brighton Ave, Allston, MA 02134",BLB-2025-10-01,https://docs.google.com/document/d/e/2PACX-1vTeHLRvJlPmTfl3vIvK2ThWgOvzf4b3jaWl3LXTY31CQsyD5NnjfF8xMbjI5cVrGA/pub,,,16,Granted,,
BLB-2025-10-01-026-transfer,2025-10-01,LB99668,license_transfer,transfer_application_disposition,granted,True,False,"Aceituna Grill Newbury, LLC",Aceituna Grill,"Picklebos South Boston, LLC",Picklebos,,,,"267-269 Newbury St, Boston, MA 02116","379R Dorchester Ave, Boston, MA 02127",BLB-2025-10-01,https://docs.google.com/document/d/e/2PACX-1vTeHLRvJlPmTfl3vIvK2ThWgOvzf4b3jaWl3LXTY31CQsyD5NnjfF8xMbjI5cVrGA/pub,,,17,Granted,,
BLB-2025-10-23-037-transfer,2025-10-23,LB99793,license_transfer,transfer_application_disposition,granted,True,False,"Piarosa Group, Inc.",Libertine,"Libertine New England, LLC",Libertine,,,,"123-125 Salem St, Boston, MA 02113","123-125 Salem St, Boston, MA 02113",BLB-2025-10-23,https://www.boston.gov/sites/default/files/file/2025/10/Voting%20Minutes%2010-23-25.docx_0.pdf,10,11,30,Granted,,
BLB-2025-11-06-018-transfer,2025-11-06,LB101905,license_transfer,transfer_application_disposition,granted,True,False,"Salant Liquors, Inc.",Morton Wine and Liquors,"Castillo Morton Street, LLC",Castillo Liquors,,,,"890-896 Morton St, Mattapan, MA 02126","890-896 Morton St, Mattapan, MA 02126",BLB-2025-11-06,https://drive.google.com/file/d/1UhcS_UqlbNBRe2OO23O2ENwcfs5wz8Wi/view?usp=drive_link,6,6,11,Granted,,
BLB-2025-11-20-018-transfer,2025-11-20,LB99389,license_transfer,transfer_application_disposition,granted,True,False,"111, LLC",Brownstone,"Mother’s East Tavern, LLC",Mother’s East Tavern,,,,"111 Dartmouth St, Boston MA 02116","289 Dorchester St, South Boston, MA 02127",BLB-2025-11-20,https://drive.google.com/file/d/1Ham1bqHNtmqMWczY3e1sQ6TBt06HZoGv/view,5,5,11,Granted. The Board acknowledges the correct address is 289 Dorchester St.,,Petition says 289 Dorchester Ave; decision corrects address to 289 Dorchester St.
BLB-2025-11-20-019-transfer,2025-11-20,LB98905,license_transfer,transfer_application_disposition,granted,True,False,Rockwood Music Hall Boston LLC,Rockwood Music Hall,"GW Eatery, LLC",Tradesman,,,,"88 Van Ness St, Boston, MA 02215","176 Federal St, Boston, MA 02110",BLB-2025-11-20,https://drive.google.com/file/d/1Ham1bqHNtmqMWczY3e1sQ6TBt06HZoGv/view,6,6,12,Granted,,"Transferor heading is 'Rockwood Music Hall Boston, LLC'; transfer clause identifies 'Rockwood Music Hall Boston LLC'."
BLB-2025-11-20-020-transfer,2025-11-20,LB99586,license_transfer,transfer_application_disposition,granted,True,False,"Olives, Inc.",Figs,"Safar Coiffures, Inc.",Safar Salon Boston,,,,"67 Main St, Charlestown, MA 02129","235 Newbury St, Boston, MA 02116",BLB-2025-11-20,https://drive.google.com/file/d/1Ham1bqHNtmqMWczY3e1sQ6TBt06HZoGv/view,6,6,13,Granted,,
BLB-2025-11-20-021-transfer,2025-11-20,LB99039,license_transfer,transfer_application_disposition,granted,True,False,"Big Night Venues Boston 5, LLC",,"Allston Phase A Hotel TRS, Inc.",Atlas Hotel,,,,"186 Tremont St, Boston, MA 02111","30-40 Western Ave, Boston, MA 02134",BLB-2025-11-20,https://drive.google.com/file/d/1Ham1bqHNtmqMWczY3e1sQ6TBt06HZoGv/view,7,7,14,Granted,,
BLB-2025-12-04-014-transfer,2025-12-04,LB101876,license_transfer,transfer_application_disposition,granted,True,False,"Fernandez Brothers Liquors, Inc.",Caribbean Liquors,"SRIAN, LLC",Caribbean Liquors,,,,"527-531 Dudley St, Roxbury, MA 02119","527-531 Dudley St, Roxbury, MA 02119",BLB-2025-12-04,https://www.boston.gov/sites/default/files/file/2025/12/Voting%20Minutes%2012-4-25.docx.pdf,5,5,9,Granted,,
BLB-2025-12-04-015-transfer,2025-12-04,LB316991,license_transfer,transfer_application_disposition,granted,True,False,"Panagiota, Inc",Gyro City,Greenside Athletics Limited Company,Greenside Golf Club,,,,"181 Chestnut Hill Ave, Brighton, MA 02135","58 Old Colony Ave, Boston, MA 02127",BLB-2025-12-04,https://www.boston.gov/sites/default/files/file/2025/12/Voting%20Minutes%2012-4-25.docx.pdf,6,6,10,Granted,,"Transferor heading is 'Panagiota, Inc.'; transfer clause identifies 'Panagiota, Inc'."
BLB-2026-01-08-022-transfer,2026-01-08,LB101675,license_transfer,transfer_application_disposition,granted,True,False,"MJ Back Bay, LLC",Courtyard by Marriott,"CCC Boston’s 88 Exeter Holdco, LLC",Courtyard by Marriott,,,,"88 Exeter St, Boston, MA 02116","88 Exeter St, Boston, MA 02116",BLB-2026-01-08,https://www.boston.gov/sites/default/files/file/2026/01/Voting%20Minutes%201-9-26.docx.pdf,7,7,13,Granted,,
BLB-2026-01-08-023-transfer,2026-01-08,LB99286,license_transfer,transfer_application_disposition,continued,False,False,Alasty Corp.,Napper Tandys,"LH Roslindale, LLC",La Hacienda,,,,"4187-4195 Washington St, Roslindale, MA 02131","4187-4195 Washington St, Roslindale, MA 02131",BLB-2026-01-08,https://www.boston.gov/sites/default/files/file/2026/01/Voting%20Minutes%201-9-26.docx.pdf,7,7,14,"Continued to the January 28, 2026 Transactional Hearing",,
BLB-2026-01-08-024-transfer,2026-01-08,LB99339,license_transfer,transfer_application_disposition,granted,True,False,"The Dugout Cafe, Inc.",The Dugout,"Earl's Restaurant (Seaport, MA) Inc.",Earl's Kitchen + Bar,,,,"722 Commonwealth Ave, Boston, MA 02215","155 Seaport Blvd, Suite # P14, Boston, MA 02210",BLB-2026-01-08,https://www.boston.gov/sites/default/files/file/2026/01/Voting%20Minutes%201-9-26.docx.pdf,7,7,15,Granted,,
BLB-2026-01-08-025-transfer,2026-01-08,LB99345,license_transfer,transfer_application_disposition,granted,True,False,"Inshallah, Inc.",Crave,Wan Xi LLC,ZHU,,,,"128 Brighton Ave, Allston, MA 02134","903-905 Boylston Street Boston, MA 02115",BLB-2026-01-08,https://www.boston.gov/sites/default/files/file/2026/01/Voting%20Minutes%201-9-26.docx.pdf,8,8,16,"Granted, with a closing hour of 1:00 AM",,
BLB-2026-01-08-026-transfer,2026-01-08,LB99042,license_transfer,transfer_application_disposition,granted,True,False,"Tiger Mama, LLC",Tenderoni’s,"Rosa y Marigold, LLC",Rosa y Marigold,,,,"1363 Boylston St, Boston, MA 02215","1001 Boylston St a/k/a 400 Newbury St, Boston, MA 02115",BLB-2026-01-08,https://www.boston.gov/sites/default/files/file/2026/01/Voting%20Minutes%201-9-26.docx.pdf,8,8,17,Granted,,
BLB-2026-01-29-022-transfer,2026-01-29,LB99286,license_transfer,transfer_application_disposition,continued,False,False,Alasty Corp.,Napper Tandy’s,"LH Roslindale, LLC",La Hacienda,,,,"4187-4195 Washington St, Roslindale, MA 02131","4187-4195 Washington St, Roslindale, MA 02131",BLB-2026-01-29,https://www.boston.gov/sites/default/files/file/2026/01/Voting%20Minutes%201-29-26.docx.pdf,7,7,15,Continued to the February 11 Transactional Hearing,,
BLB-2026-01-29-023-transfer,2026-01-29,LB101619,license_transfer,transfer_application_disposition,granted,True,False,"Sage Client 415, LLC",Hotel Commonwealth,"Kenmore Square Hotel, LLC",Hotel Commonwealth,,,,"500 Commonwealth Ave, Boston, MA 02215","500 Commonwealth Ave, Boston, MA 02215",BLB-2026-01-29,https://www.boston.gov/sites/default/files/file/2026/01/Voting%20Minutes%201-29-26.docx.pdf,7,7,16,Granted,,
BLB-2026-01-29-024-transfer,2026-01-29,LB99164,license_transfer,transfer_application_disposition,granted,True,False,Eddie V’s Holdings LLC,Eddie V’s,Craft Food Hall Project Holdings LLC,Craft Food Halls - One Post Office Square,,,,"800 Boylston St, Boston, MA 02199","1 Post Office Square, Boston, MA 02109",BLB-2026-01-29,https://www.boston.gov/sites/default/files/file/2026/01/Voting%20Minutes%201-29-26.docx.pdf,8,8,17,Granted,,"Transferor heading is 'Eddie V’s Holdings, LLC'; transfer clause identifies 'Eddie V’s Holdings LLC'."
BLB-2026-02-12-031-transfer,2026-02-12,LB99286,license_transfer,transfer_application_disposition,granted,True,False,Alasty Corp.,Napper Tandys,"LH Roslindale, LLC",La Hacienda,,,,"4187-4195 Washington St, Roslindale, MA 02131","4187-4195 Washington St, Roslindale, MA 02131",BLB-2026-02-12,https://www.boston.gov/sites/default/files/file/2026/02/Voting%20Minutes%202-12-26.docx%20%281%29.pdf,9,9,24,Granted,,
BLB-2026-02-12-032-transfer,2026-02-12,LB99782,license_transfer,transfer_application_disposition,granted,True,False,"550 Tremont, LLC",B&G Oysters LTD,"Clarendon Square Hospitality, LLC",,,,,"550 Tremont St, Roxbury, MA 02118","550 Tremont St, Roxbury, MA 02118",BLB-2026-02-12,https://www.boston.gov/sites/default/files/file/2026/02/Voting%20Minutes%202-12-26.docx%20%281%29.pdf,9,9,25,Granted,,
BLB-2026-02-12-033-transfer,2026-02-12,LB98993,license_transfer,transfer_application_disposition,granted,True,False,"CRG License Holdings II, LLC",,Chilin Union Street LLC,Tiki Cove,,,,"17 Union St, Boston, MA 02108","17 Union St, Boston, MA 02108",BLB-2026-02-12,https://www.boston.gov/sites/default/files/file/2026/02/Voting%20Minutes%202-12-26.docx%20%281%29.pdf,10,10,26,Granted,,
BLB-2026-02-12-034-transfer,2026-02-12,LB99113,license_transfer,transfer_application_disposition,granted,True,False,"Time Out Market (Boston), LLC",Time Out Market,Fenway Food Hall LLC,Time Out Market,,,,"401 Park Drive, Boston MA 02215","401 Park Drive, Boston MA 02215",BLB-2026-02-12,https://www.boston.gov/sites/default/files/file/2026/02/Voting%20Minutes%202-12-26.docx%20%281%29.pdf,10,10,27,Granted,,
BLB-2026-02-12-035-transfer,2026-02-12,LB99726,license_transfer,transfer_application_disposition,deferred,False,False,Dolce Fumo Restaurant Group Corp.,Rabia’s Dolce Fumo,Little Black Dress LLC,Little Black Dress Restaurant,,,,"71-73 Salem St, Boston MA 02113","13-15 West St, Boston, MA 02111",BLB-2026-02-12,https://www.boston.gov/sites/default/files/file/2026/02/Voting%20Minutes%202-12-26.docx%20%281%29.pdf,10,10,28,Deferred pending resolution of active litigation,,
BLB-2026-03-05-024-transfer,2026-03-05,LB99524,license_transfer,transfer_application_disposition,granted,True,False,"Peach Farm, Inc.",Peach Farm,"Peach Farm Boston, LLC",Peach Farm,,,,"4 Tyler St, Boston, MA 02111","4 Tyler St, Boston, MA 02111",BLB-2026-03-05,https://www.boston.gov/sites/default/files/file/2026/03/Voting%20Minutes%203-5-26.pdf,7,7,14,Granted,,
BLB-2026-03-05-025-transfer,2026-03-05,LB495221,license_transfer,transfer_application_disposition,granted,True,False,"Kured, Inc.",Kured,"Kured Creations, LLC",Kured,,,,"83 Charles St, Boston, MA 02114","83 Charles St, Boston, MA 02114",BLB-2026-03-05,https://www.boston.gov/sites/default/files/file/2026/03/Voting%20Minutes%203-5-26.pdf,8,8,15,Granted,,
BLB-2026-03-05-026-transfer,2026-03-05,LB101911,license_transfer,transfer_application_disposition,granted,True,False,"Jersey Street Liquors, Inc.",,Diyan2019 Corp.,Jersey Street Liquors,,,,"48 Queensberry St, Boston, MA 02215","48 Queensberry St, Boston, MA 02215",BLB-2026-03-05,https://www.boston.gov/sites/default/files/file/2026/03/Voting%20Minutes%203-5-26.pdf,8,8,16,"Granted, with d/b/a of Jersey Street Liquors",,Petition proposes Sip City Liquors; decision grants with d/b/a of Jersey Street Liquors.
BLB-2026-03-05-027-transfer,2026-03-05,LB99134,license_transfer,transfer_application_disposition,granted,True,False,"The DOT Restaurant, LLC",the Dorchester,"DOT Associates, LLC",Five Horses Tavern,,,,,,BLB-2026-03-05,https://www.boston.gov/sites/default/files/file/2026/03/Voting%20Minutes%203-5-26.pdf,8,8,17,"Granted, with Maria Murray as manager of record",,"Source omits a street address. Same-location transfer is explicit, but no address is inferred."
BLB-2026-03-05-028-transfer,2026-03-05,LB99671,license_transfer,transfer_application_disposition,granted,True,False,Gogle Mogle Inc.,Seabiscuit,"Fort Point Partner, Inc.",Celine,,,,"256 Marginal Street, Boston, MA 02128","324 A Street, Boston, MA 02210",BLB-2026-03-05,https://www.boston.gov/sites/default/files/file/2026/03/Voting%20Minutes%203-5-26.pdf,9,9,18,"Granted, with patio closing hour of 10:00 PM 7 days a week",,"Transferor heading is 'Gogle Mogle, Inc.'; transfer clause identifies 'Gogle Mogle Inc.'."
BLB-2026-03-05-049-notice,2026-03-05,LB99070,license_transfer,transfer_revocation_notice,acknowledged,False,False,D Street Music LLC,D’s Keys Dueling Pianos,"Proctor Restaurant Enterprise, Inc.",LuXXor/The Bloom Room,,,,"391 D St., Boston, MA 02210","28-30 Kingston St., Boston, MA 02111",BLB-2026-03-05,https://www.boston.gov/sites/default/files/file/2026/03/Voting%20Minutes%203-5-26.pdf,15,15,3,Acknowledged,2025-08-28,Acknowledged mutual intent to revoke a previously approved transfer; source reports transaction not timely closed. Not a new approval or completed sale.
BLB-2026-03-26-036-transfer,2026-03-26,LB101940,license_transfer,transfer_application_disposition,granted,True,False,"Gray’s Liquors, Inc.",Oak Square Liquors,Shri Saibaba Corp,Oak Square Liquors,,,,"610 Washington St, Brighton, MA 02135","610 Washington St, Brighton, MA 02135",BLB-2026-03-26,https://www.boston.gov/sites/default/files/file/2026/03/Voting%20Minutes%203-26-26.docx.pdf,11,11,29,Granted,,
BLB-2026-03-26-038-transfer,2026-03-26,LB99391,license_transfer,transfer_application_disposition,granted,True,False,"Namaha Capital, LLC",Basile- Fine Italian Kitchen,"200 Boylston Street Restaurant, LLC",,,,,"162 Columbus Ave, Boston, MA 02116","200 Boylston St, Boston, MA 02116",BLB-2026-03-26,https://www.boston.gov/sites/default/files/file/2026/03/Voting%20Minutes%203-26-26.docx.pdf,11,11,31,Granted,,
BLB-2026-03-26-039-transfer,2026-03-26,LB98926,license_transfer,transfer_application_disposition,granted,True,False,"Powder Dry, Inc.",Leader Bank Pavilion,"Legends Music, LLC",Leader Bank Pavilion,,,,"290 Northern Ave, Boston, MA 02210","290 Northern Ave, Boston, MA 02210",BLB-2026-03-26,https://www.boston.gov/sites/default/files/file/2026/03/Voting%20Minutes%203-26-26.docx.pdf,12,12,32,Granted,,
BLB-2026-03-26-040-transfer,2026-03-26,LB99536,license_transfer,transfer_application_disposition,granted,True,False,"Olives, Inc.",Figs,Picklebos Charlestown LLC,Picklebos,,,,"42 Charles St, Boston, MA 02108","440 Rutherford Ave, Boston, MA 02129",BLB-2026-03-26,https://www.boston.gov/sites/default/files/file/2026/03/Voting%20Minutes%203-26-26.docx.pdf,12,12,33,Granted,,
BLB-2026-03-26-041-transfer,2026-03-26,LB99537,license_transfer,transfer_application_disposition,granted,True,False,AOB Corp,L Street Diner & Pizzeria,Ballers Boston Seaport LLC,Ballers,,,,"108 L St, Boston, MA 02127","25 Pier 4 Blvd, Boston, MA 02210",BLB-2026-03-26,https://www.boston.gov/sites/default/files/file/2026/03/Voting%20Minutes%203-26-26.docx.pdf,13,13,34,Granted,,Transferor heading is 'AOB Corp.'; transfer clause identifies 'AOB Corp'.
BLB-2026-03-26-042-transfer,2026-03-26,LB99739,license_transfer,transfer_application_disposition,granted,True,False,"Regina Pizzeria at Fenway, Inc.",Regina Pizzeria,"AV 330 Washington, LLC",All’ Antico Vinaio,,,,"1330 Boylston St, Boston, MA 02215","330 Washington St, Boston, MA 02108",BLB-2026-03-26,https://www.boston.gov/sites/default/files/file/2026/03/Voting%20Minutes%203-26-26.docx.pdf,13,13,35,Granted,,
BLB-2026-03-26-078-transfer,2026-03-26,LB99726,license_transfer,transfer_application_disposition,granted,True,False,Dolce Fumo Restaurant Group Corp.,,Little Black Dress LLC,Little Black Dress Restaurant,,,,"71-73 Salem St, Boston MA 02113","13-15 West St, Boston, MA 02111",BLB-2026-03-26,https://www.boston.gov/sites/default/files/file/2026/03/Voting%20Minutes%203-26-26.docx.pdf,25,25,5,Granted,,"Transferor heading is 'The Board deferred the following pending resolution of active litigation, in which a court order has'; transfer clause identifies 'Dolce Fumo Restaurant Group Corp.'."
BLB-2026-04-09-034-transfer,2026-04-09,LB101621,license_transfer,transfer_application_disposition,granted,True,False,Remington Boston Employers LLC,Hilton Boston Back Bay,"Highgate Hotels, LP",Hilton Boston Back Bay,,,,"40 Dalton St, Boston, MA 02115","40 Dalton St, Boston, MA 02115",BLB-2026-04-09,https://www.boston.gov/sites/default/files/file/2026/04/Voting%20Minutes%204-9-26.docx.pdf,10,10,23,Granted,,
BLB-2026-04-09-035-transfer,2026-04-09,LB99567,license_transfer,transfer_application_disposition,granted,True,False,Thaitation LLC.,Thaitation,Hanmaru Corporation,Hanmaru,,,,129 Jersey St. Boston MA 02215,"168-170 Harvard Ave. Allston, MA 02134",BLB-2026-04-09,https://www.boston.gov/sites/default/files/file/2026/04/Voting%20Minutes%204-9-26.docx.pdf,10,10,24,Granted,,Transferor heading is 'Thaitation LLC'; transfer clause identifies 'Thaitation LLC.'.
BLB-2026-05-07-011-transfer,2026-05-07,LB99454,license_transfer,transfer_application_disposition,granted,True,False,"The Back Deck, Inc.",French Quarter,"545 Washington, LLC",SEVEN Restaurant & Cocktail Lounge,,,,"545 Washington St, Boston, MA 02111","545 Washington St, Boston, MA 02111",BLB-2026-05-07,https://www.boston.gov/sites/default/files/file/2026/05/5-7-26%20Minutes_0.pdf,4,4,11,Granted,,
BLB-2026-05-07-012-transfer,2026-05-07,LB99175,license_transfer,transfer_application_disposition,granted,True,False,"Upper Spectacle, LLC",Hook + Line,Himmel Seaport Restaurant LLC,Le Boulevard,,,,"10 Fan Pier Blvd, Boston, MA 02210","10 Fan Pier Blvd, Boston, MA 02210",BLB-2026-05-07,https://www.boston.gov/sites/default/files/file/2026/05/5-7-26%20Minutes_0.pdf,4,4,12,"Granted, with a patio closing hour of 10:00 PM",,
BLB-2026-05-07-013-transfer,2026-05-07,LB99155,license_transfer,transfer_application_disposition,granted,True,False,"Galleon Ventures, Inc.",,"First Street Distillers, LLC",King Bee,,,,"134-140 Smith St, Boston, MA 02120","202 W. First Street, Boston, MA 02127",BLB-2026-05-07,https://www.boston.gov/sites/default/files/file/2026/05/5-7-26%20Minutes_0.pdf,5,5,13,Granted,,
BLB-2026-05-21-031-transfer,2026-05-21,LB99186,license_transfer,transfer_application_disposition,granted,True,False,Oxford Hotels and Resorts LLC,The Godfrey Hotel,"Dean BC Propco, LLC",The Godfrey Hotel Boston,,,,"505 Washington St, Boston, MA 0211","505 Washington St, Boston, MA 0211",BLB-2026-05-21,https://www.boston.gov/sites/default/files/file/2026/05/Voting%20Minutes%205-21-26.docx.pdf,10,10,14,Granted,,
BLB-2026-05-21-032-transfer,2026-05-21,LB98973,license_transfer,transfer_application_disposition,granted,True,False,BDGA LLC,,BB Fusion Lounge Inc.,Black Bamboo,,,,"69 Canal St, Boston, MA 02114","69 Canal St, Boston, MA 02114",BLB-2026-05-21,https://www.boston.gov/sites/default/files/file/2026/05/Voting%20Minutes%205-21-26.docx.pdf,10,10,15,Granted,,Source uses 'transfer the licensed business' in an alcoholic-beverages license-holder petition.
BLB-2026-05-21-033-transfer,2026-05-21,LB99816,license_transfer,transfer_application_disposition,granted,True,False,Zazibar Corp,ZaZiBar,Bloom Seaport LLC,Bloom,,,,"60 Seaport Bl, Boston, MA 02210","60 Seaport Bl, Boston, MA 02210",BLB-2026-05-21,https://www.boston.gov/sites/default/files/file/2026/05/Voting%20Minutes%205-21-26.docx.pdf,11,11,16,Granted,,
